N	2gram	Losev_Dial	Marksizm
1	точки зрения	43	69
2	может быть	30	64
3	и в	34	63
4	и не	50	55
5	как бы	19	53
6	не может	29	47
7	с точки	25	46
8	и пр	16	42
9	и его	8	41
10	в этом	14	39
11	таким образом	14	38
12	в процессе	2	33
13	как мы	4	32
14	в пределах	1	31
15	не только	35	29
16	то же	9	28
17	в нем	7	28
18	но и	14	27
19	связи с	3	25
20	самом деле	7	25
21	в самом	9	24
22	как и	14	24
23	прежде всего	20	24
24	только в	10	23
25	так и	11	23
26	в том	17	22
27	то что	25	22
28	а не	39	22
29	– в	15	21
30	при этом	7	20
31	для него	4	20
32	если мы	5	20
33	на почве	1	19
34	не в	11	19
35	если бы	10	19
36	том что	18	19
37	в его	6	19
38	в ее	5	18
39	в слове	3	18
40	и для	5	18
41	но в	3	18
42	вовсе не	18	18
43	все же	4	17
44	это –	39	17
45	в сущности	10	17
46	и чужой	1	16
47	ни было	1	16
48	речь в	1	16
49	слова и	1	16
50	и как	13	16
51	в то	9	16
52	во всех	2	15
53	в связи	3	15
54	отнюдь не	16	15
55	что он	18	15
56	же время	5	15
57	– не	11	15
58	в данном	6	14
59	хотя бы	9	14
60	в контексте	1	14
61	в смысле	4	14
62	– это	11	14
63	в своей	4	13
64	– и	8	13
65	так же	7	13
66	то ни	4	13
67	что в	12	13
68	и здесь	3	13
69	не является	1	13
70	того чтобы	1	13
71	было бы	13	13
72	ничего не	29	13
73	мы не	11	13
74	для того	4	12
75	бы то	3	12
76	в результате	7	12
77	он не	8	12
78	в основе	6	12
79	высшей степени	1	12
80	а в	3	12
81	к нему	4	11
82	мы уже	6	11
83	и что	21	11
84	и от	4	11
85	до сих	1	11
86	и на	6	11
87	и все	17	11
88	как в	2	11
89	еще не	7	11
90	друг друга	3	11
91	так как	12	11
92	на самом	2	11
93	все эти	4	11
94	в ней	4	11
95	сих пор	1	11
96	без исключения	1	10
97	именно в	5	10
98	во всяком	5	10
99	самого начала	1	10
100	с другой	5	10
101	сказать что	7	10
102	к этому	3	10
103	никогда не	9	10
104	в своем	7	10
105	его в	2	10
106	в таком	15	10
107	одна из	4	10
108	– как	6	10
109	совершенно не	6	10
110	конечно не	6	10
111	в отличие	1	10
112	с его	7	10
113	здесь в	1	10
114	и потому	6	10
115	с самого	1	10
116	отличие от	2	10
117	бытия в	2	10
118	быть и	7	9
119	к тому	4	9
120	одного и	1	9
121	только на	8	9
122	в нашем	1	9
123	точка зрения	5	9
124	в себе	8	9
125	лишь на	1	9
126	и следовательно	2	9
127	и это	12	9
128	а как	2	9
129	что это	20	9
130	ни в	20	9
131	слово –	2	9
132	не имеет	18	9
133	и более	1	9
134	как целое	3	9
135	отношении к	1	9
136	это не	13	9
137	в истории	7	9
138	одной из	3	9
139	и эта	1	9
140	же самое	1	9
141	кроме того	8	8
142	не как	1	8
143	другой стороны	4	8
144	но что	11	8
145	и даже	21	8
146	и с	10	8
147	мы знаем	3	8
148	что и	8	8
149	у него	2	8
150	не было	6	8
151	что не	8	8
152	тому что	5	8
153	ясно что	16	8
154	мы можем	3	8
155	или же	3	8
156	не будет	5	8
157	за пределы	3	8
158	в отношении	1	8
159	в каком	9	8
160	к другому	2	8
161	перед нами	5	8
162	чем же	3	8
163	с этим	4	8
164	у нас	7	8
165	в их	2	8
166	и их	1	8
167	в науке	3	8
168	и ее	8	8
169	или иной	4	8
170	на то	5	8
171	от него	2	7
172	в этих	3	7
173	не существует	10	7
174	в котором	2	7
175	и формы	2	7
176	он сам	1	7
177	те же	1	7
178	как раз	11	7
179	в качестве	1	7
180	бы в	5	7
181	в этой	3	7
182	могут быть	5	7
183	там где	1	7
184	с ними	3	7
185	по себе	31	7
186	той же	6	7
187	о том	11	7
188	того что	22	7
189	далеко не	1	7
190	место в	2	7
191	от одного	2	6
192	теперь мы	4	6
193	в корне	1	6
194	уже не	9	6
195	одной стороны	3	6
196	как оно	1	6
197	для понимания	1	6
198	и значением	1	6
199	с одной	4	6
200	с другими	1	6
201	между ними	1	6
202	не есть	95	6
203	– с	1	6
204	всяком случае	3	6
205	должны быть	7	6
206	этот вопрос	1	6
207	с ее	10	6
208	то есть	1	6
209	должна быть	11	6
210	смысле слова	1	6
211	его формы	1	6
212	от своего	2	6
213	в точном	2	6
214	зависимости от	4	6
215	ничего общего	2	6
216	не имеют	2	6
217	что же	12	6
218	тот же	1	6
219	он и	3	6
220	все это	13	6
221	сознания и	5	6
222	слово в	2	6
223	вопрос о	9	6
224	мы должны	1	6
225	из этих	5	6
226	лишь как	4	6
227	же в	2	6
228	пр и	2	6
229	не к	1	6
230	о чем	2	5
231	самом же	1	5
232	в одном	3	5
233	в виду	12	5
234	в первом	2	5
235	она является	1	5
236	не менее	11	5
237	был бы	2	5
238	мы ни	1	5
239	как на	6	5
240	от того	9	5
241	себя в	3	5
242	по преимуществу	2	5
243	должно быть	7	5
244	необходимо чтобы	1	5
245	что такое	25	5
246	– вот	3	5
247	как же	9	5
248	все время	4	5
249	от этого	5	5
250	жизни в	1	5
251	и у	3	5
252	той или	3	5
253	но как	3	5
254	в целях	4	5
255	и тем	3	5
256	и является	2	5
257	же он	2	5
258	в конце	2	5
259	следовательно не	2	5
260	то в	5	5
261	для себя	2	5
262	вместе с	3	5
263	да и	4	5
264	слова о	1	5
265	и вот	13	5
266	ее в	3	5
267	связана с	1	5
268	и лишь	1	5
269	вне его	1	5
270	хотя и	9	5
271	из него	1	5
272	точку зрения	1	5
273	в душе	1	5
274	форм и	1	5
275	этом отношении	2	5
276	то мы	3	5
277	таком случае	11	5
278	или в	4	5
279	и всякое	2	5
280	но не	3	5
281	– то	1	5
282	по смыслу	2	5
283	в условиях	2	5
284	тем более	5	5
285	же деле	1	5
286	она не	10	5
287	в особенности	9	5
288	и к	5	4
289	психической жизни	2	4
290	же и	2	4
291	только что	7	4
292	именно эти	1	4
293	в них	6	4
294	связь с	1	4
295	но все	1	4
296	науку об	1	4
297	тем что	5	4
298	из всего	1	4
299	он является	1	4
300	нем нет	3	4
301	он был	1	4
302	перед ним	1	4
303	точке зрения	1	4
304	как от	1	4
305	в зависимости	3	4
306	во всей	1	4
307	исходит из	2	4
308	к ее	2	4
309	из них	4	4
310	едва ли	2	4
311	что они	2	4
312	и он	3	4
313	она и	3	4
314	о слове	1	4
315	именно для	1	4
316	несмотря на	2	4
317	что все	16	4
318	не знает	4	4
319	в которой	1	4
320	что она	13	4
321	но для	3	4
322	слово слово	1	4
323	но ведь	2	4
324	сознания как	1	4
325	следовательно и	2	4
326	в других	1	4
327	но к	1	4
328	в устах	1	4
329	стремится к	1	4
330	не дает	1	4
331	но при	1	4
332	так что	11	4
333	если же	8	4
334	он –	9	4
335	из этого	3	4
336	независимо от	3	4
337	в единство	1	4
338	от нее	3	4
339	мы замечаем	1	4
340	не могут	6	4
341	со всеми	2	4
342	допустим что	16	4
343	можно назвать	3	4
344	эта последняя	1	4
345	нет ничего	14	4
346	бы и	2	4
347	именно на	1	4
348	целый ряд	3	4
349	что здесь	3	4
350	переход от	1	4
351	нет и	5	4
352	мог бы	2	4
353	но именно	1	4
354	только при	1	4
355	и то	7	4
356	категории и	3	4
357	формы как	1	4
358	нас не	1	4
359	это и	12	4
360	можно сказать	5	4
361	слова –	2	4
362	социальной среды	1	4
363	к своему	1	4
364	в одной	4	4
365	пр в	2	4
366	он ни	1	4
367	другими словами	8	4
368	может идти	1	4
369	как он	4	4
370	стороны и	1	4
371	в каких	2	4
372	и вне	3	4
373	и самого	1	4
374	жизни и	8	4
375	и прежде	6	4
376	эти два	3	4
377	– лишь	1	4
378	мы сказали	1	4
379	что было	2	3
380	они являются	1	3
381	не могло	1	3
382	в применении	1	3
383	однако и	1	3
384	даже в	1	3
385	не сможет	1	3
386	в своих	3	3
387	ко всем	1	3
388	оно –	8	3
389	форму и	1	3
390	с тем	4	3
391	мы только	3	3
392	так в	2	3
393	ними как	1	3
394	на первый	4	3
395	первым и	1	3
396	применении к	1	3
397	даже и	9	3
398	приходится говорить	1	3
399	всем этим	1	3
400	в этот	3	3
401	одной и	4	3
402	но они	3	3
403	говорить о	13	3
404	ни взяли	1	3
405	есть объект	5	3
406	всегда и	4	3
407	не становится	1	3
408	находится в	2	3
409	момент в	1	3
410	с ним	3	3
411	а следовательно	1	3
412	какое бы	1	3
413	мы видим	4	3
414	все его	2	3
415	от его	2	3
416	– на	2	3
417	к себе	1	3
418	– к	2	3
419	тем не	10	3
420	и становление	2	3
421	такое понимание	2	3
422	не о	6	3
423	прежде чем	2	3
424	в непрерывном	1	3
425	этом последнем	1	3
426	делает его	1	3
427	действительности и	1	3
428	данный момент	2	3
429	ли это	1	3
430	более или	1	3
431	как это	8	3
432	что эта	2	3
433	одно и	6	3
434	не приходится	2	3
435	и та	4	3
436	неотделим от	4	3
437	оценка и	1	3
438	по своей	1	3
439	по вопросу	1	3
440	значение и	1	3
441	общего с	1	3
442	в систему	1	3
443	и есть	24	3
444	в данный	2	3
445	речи о	1	3
446	хорошо и	2	3
447	были бы	2	3
448	не так	1	3
449	субъективизма и	1	3
450	во втором	1	3
451	и этот	1	3
452	– именно	2	3
453	они и	1	3
454	если он	2	3
455	почти не	1	3
456	же –	4	3
457	как к	2	3
458	тогда когда	9	3
459	и при	4	3
460	учение о	11	3
461	и философии	1	3
462	они –	3	3
463	в другой	2	3
464	из которых	4	3
465	имеет место	1	3
466	не на	7	3
467	от их	1	3
468	все то	1	3
469	имеет значение	1	3
470	– все	4	3
471	но вот	3	3
472	и они	3	3
473	в которых	1	3
474	со стороны	5	3
475	пр но	1	3
476	– мы	1	3
477	еще и	2	3
478	ни к	3	3
479	то он	1	3
480	потому что	21	3
481	он хочет	1	3
482	нет никакой	7	3
483	формами и	1	3
484	и той	4	3
485	к двум	1	3
486	на этот	1	3
487	он может	2	3
488	они еще	1	3
489	здесь не	2	3
490	но если	11	3
491	у них	1	3
492	но это	10	3
493	понять и	1	3
494	находятся в	1	3
495	что оно	9	3
496	они не	3	3
497	того как	2	3
498	и сама	6	3
499	зрения самого	1	3
500	бы на	1	3
501	себя самого	4	3
502	– что	3	3
503	в каком-нибудь	2	3
504	с их	4	3
505	однако не	2	3
506	ведь это	2	3
507	вне этой	1	3
508	или иначе	2	3
509	в бытии	2	3
510	все существенное	1	3
511	на науку	1	3
512	говорить об	2	3
513	есть только	13	3
514	а иногда	1	3
515	на все	1	3
516	только и	3	3
517	по самой	1	3
518	в виде	11	3
519	должен быть	1	3
520	или менее	1	3
521	и вообще	7	3
522	бы это	3	3
523	на них	2	3
524	и по	2	3
525	этих двух	1	3
526	того или	6	3
527	первый план	4	3
528	как ни	1	3
529	совпадает с	2	3
530	ту или	1	3
531	также и	6	3
532	иногда и	1	3
533	когда он	3	3
534	не с	1	3
535	в нашей	1	3
536	как чисто	2	3
537	или как	3	3
538	сказал что	1	3
539	и о	9	3
540	по законам	2	3
541	и только	6	3
542	само собой	1	3
543	конце концов	1	3
544	или точнее	1	3
545	и тогда	6	3
546	значением в	1	2
547	мы наблюдаем	1	2
548	во всем	5	2
549	есть вещь	1	2
550	для всех	1	2
551	мы это	1	2
552	существует лишь	1	2
553	возможно лишь	1	2
554	вообще не	3	2
555	в последнее	2	2
556	к этой	2	2
557	есть прежде	4	2
558	с этой	7	2
559	или процесс	2	2
560	они уже	1	2
561	это значит	29	2
562	в разных	2	2
563	происходит как	1	2
564	этот момент	2	2
565	или –	3	2
566	правда это	1	2
567	– или	4	2
568	жизни –	2	2
569	и необходимости	5	2
570	как они	1	2
571	в духе	1	2
572	из нее	2	2
573	мы и	4	2
574	прямо сказать	1	2
575	превращается в	6	2
576	исходить из	1	2
577	например в	3	2
578	в жизни	4	2
579	его на	3	2
580	находит себе	1	2
581	в собственном	3	2
582	их в	2	2
583	а именно	7	2
584	может существовать	4	2
585	отличается от	9	2
586	почти все	1	2
587	диалектического материализма	1	2
588	у достоевского	1	2
589	и сознание	3	2
590	искусство и	1	2
591	социальная среда	2	2
592	г в	1	2
593	не столь	1	2
594	сам же	1	2
595	перестает быть	2	2
596	в идеализме	1	2
597	ответить на	1	2
598	во все	1	2
599	находит в	1	2
600	было в	2	2
601	существует таким	2	2
602	всего этого	2	2
603	сознания в	2	2
604	это же	3	2
605	нашем случае	1	2
606	мы все	1	2
607	не об	1	2
608	и выражение	1	2
609	процесс и	1	2
610	его именно	1	2
611	есть такие	1	2
612	тем самым	3	2
613	привела к	1	2
614	не вполне	2	2
615	то как	5	2
616	не что	6	2
617	момента в	1	2
618	ничего что	1	2
619	образ и	1	2
620	к ним	1	2
621	явления так	1	2
622	в голове	1	2
623	него не	1	2
624	по которым	1	2
625	такая же	1	2
626	на него	1	2
627	не умеет	2	2
628	на предмет	1	2
629	от них	1	2
630	от себя	5	2
631	коем случае	4	2
632	и стать	1	2
633	не просто	20	2
634	то о	2	2
635	крайней мере	10	2
636	гораздо более	1	2
637	и во	3	2
638	мы скажем	1	2
639	всего в	2	2
640	лишь тогда	1	2
641	ее и	2	2
642	мы как	2	2
643	же они	2	2
644	и всей	1	2
645	характерен для	1	2
646	это будет	6	2
647	она в	3	2
648	в состоянии	1	2
649	быть в	4	2
650	а ведь	1	2
651	момент –	2	2
652	отношения к	4	2
653	всего –	1	2
654	после этого	2	2
655	и за	1	2
656	или иную	1	2
657	на стадии	2	2
658	его становление	1	2
659	тому же	2	2
660	и притом	10	2
661	но он	3	2
662	ее от	2	2
663	что его	5	2
664	логические и	1	2
665	конечно нельзя	1	2
666	и всего	1	2
667	о применении	1	2
668	– так	1	2
669	эти три	1	2
670	и именно	1	2
671	же как	4	2
672	а просто	1	2
673	зрения и	1	2
674	должно было	1	2
675	его жизни	1	2
676	она –	3	2
677	себе и	1	2
678	знает ни	1	2
679	а только	2	2
680	в чем	11	2
681	что как	1	2
682	целое не	2	2
683	всех своих	1	2
684	и мир	1	2
685	всей их	1	2
686	здесь как	1	2
687	именно как	3	2
688	если оно	4	2
689	бы к	2	2
690	целое и	2	2
691	лишь ее	1	2
692	с жизненной	1	2
693	мысль и	1	2
694	в философии	1	2
695	вся история	1	2
696	в лучшем	2	2
697	зрения в	3	2
698	еще только	1	2
699	от каких	1	2
700	ту же	1	2
701	совсем не	1	2
702	характерны для	1	2
703	в объективном	1	2
704	общего не	2	2
705	сознание не	1	2
706	– для	2	2
707	не могла	1	2
708	но только	7	2
709	в учении	1	2
710	даже не	8	2
711	также не	3	2
712	этом смысле	1	2
713	когда мы	3	2
714	личность с	1	2
715	тот или	2	2
716	этот предмет	1	2
717	культуры и	2	2
718	его как	6	2
719	друг другу	1	2
720	речь может	1	2
721	он сказал	1	2
722	но прежде	1	2
723	всех сторон	1	2
724	не значит	5	2
725	все остальное	4	2
726	или может	1	2
727	не то	3	2
728	образом в	1	2
729	на большой	1	2
730	в общем	1	2
731	же мы	5	2
732	нам придется	1	2
733	или иного	3	2
734	во время	1	2
735	всех этих	3	2
736	так или	2	2
737	ко всякому	1	2
738	и нельзя	1	2
739	рефлексия над	1	2
740	собственном смысле	1	2
741	в частности	3	2
742	а потому	1	2
743	все в	3	2
744	мы вовсе	1	2
745	та же	5	2
746	оно и	1	2
747	опирается на	1	2
748	всеми ее	1	2
