N	2gram	Vygotskiy_	Tvorches
1	и в	38	56
2	как бы	17	41
3	в его	22	37
4	в то	5	30
5	то же	18	25
6	не только	16	24
7	но в	4	24
8	как и	20	23
9	и не	16	23
10	а в	7	23
11	и его	5	23
12	в этом	35	22
13	что в	31	21
14	в том	59	21
15	он не	6	19
16	том что	44	19
17	может быть	25	19
18	потому что	14	19
19	у него	3	18
20	то что	27	18
21	таким образом	36	17
22	и на	9	17
23	что он	13	17
24	все это	8	17
25	при этом	13	16
26	но и	9	16
27	никогда не	11	16
28	как в	14	16
29	прежде всего	6	16
30	не может	11	16
31	и с	5	15
32	в мире	2	15
33	но это	7	15
34	в этой	7	15
35	с его	3	15
36	и даже	4	14
37	это не	5	14
38	о том	6	13
39	а не	7	13
40	в котором	3	12
41	тем самым	6	12
42	в целом	22	12
43	в своей	9	11
44	все же	11	11
45	отнюдь не	6	11
46	для него	6	11
47	в самом	8	10
48	представление о	1	10
49	нашему мнению	2	10
50	не в	10	10
51	в конце	1	10
52	только в	16	10
53	когда он	5	10
54	в основном	6	10
55	уже в	10	10
56	так и	11	10
57	но не	7	10
58	по нашему	2	10
59	в своих	3	9
60	наряду с	3	9
61	по природе	1	9
62	а затем	4	9
63	по мнению	1	9
64	и от	5	9
65	один из	8	9
66	в свою	4	9
67	в нем	4	9
68	даже в	5	8
69	именно в	6	8
70	не менее	8	8
71	так же	26	8
72	к этому	5	8
73	хотя и	2	8
74	одним из	6	8
75	вместе с	18	8
76	одной из	1	8
77	еще не	6	8
78	в себе	9	8
79	так как	19	8
80	в их	12	8
81	на его	5	8
82	об этом	2	8
83	вовсе не	5	8
84	человека и	6	8
85	в этих	4	7
86	и сам	4	7
87	например в	2	7
88	уже не	3	7
89	в дальнейшем	3	7
90	за собой	1	7
91	он видит	1	7
92	что она	7	7
93	и он	1	7
94	в которой	4	7
95	в чем	2	7
96	не случайно	1	7
97	самом деле	4	7
98	еще более	1	6
99	не столько	4	6
100	и как	11	6
101	конечном счете	1	6
102	на эту	1	6
103	но у	1	6
104	хотя бы	2	6
105	одна из	2	6
106	его в	8	6
107	в конечном	2	6
108	так что	3	6
109	и ее	1	6
110	с ним	4	6
111	если бы	12	6
112	и все	5	6
113	приводит к	5	6
114	все эти	9	6
115	место в	3	6
116	из всех	2	5
117	в пользу	7	5
118	быть может	2	5
119	в них	3	5
120	что этот	2	5
121	с другой	11	5
122	приходит к	7	5
123	по отношению	4	5
124	отметить что	1	5
125	как правило	2	5
126	в своем	9	5
127	во всей	3	5
128	все время	6	5
129	из них	5	5
130	что они	23	5
131	что у	3	5
132	на него	2	5
133	в ее	1	5
134	что и	14	5
135	что не	1	5
136	в таком	4	5
137	я не	1	5
138	и это	7	5
139	и у	7	5
140	а с	4	5
141	что это	8	5
142	если не	1	5
143	между тем	10	5
144	процесса в	7	5
145	в первой	1	5
146	дело не	1	5
147	значит что	6	5
148	показывает что	9	5
149	однако это	1	5
150	не так	1	5
151	на деле	6	5
152	в окончательном	1	5
153	та же	3	5
154	с этим	6	5
155	не имеют	2	5
156	это все	1	5
157	в истории	9	5
158	начиная с	2	5
159	до конца	2	5
160	том же	3	5
161	но если	2	5
162	тот же	10	5
163	мы не	14	5
164	как у	2	5
165	бы не	1	5
166	в виде	4	5
167	но эта	1	5
168	и по	5	5
169	и других	4	5
170	это как	1	5
171	как он	8	5
172	отношению к	3	5
173	в известной	1	5
174	с этой	6	4
175	говорит о	1	4
176	него в	1	4
177	тем что	12	4
178	роль в	5	4
179	так в	1	4
180	представляет собой	6	4
181	только на	2	4
182	говорить о	1	4
183	и когда	3	4
184	говорит что	1	4
185	превращается в	1	4
186	самого начала	6	4
187	что все	2	4
188	точки зрения	27	4
189	это значит	6	4
190	к нему	1	4
191	мы видим	13	4
192	и мы	2	4
193	по преимуществу	1	4
194	и потому	2	4
195	с точки	11	4
196	и через	1	4
197	не знает	1	4
198	который в	4	4
199	же как	10	4
200	так сказать	1	4
201	сих пор	3	4
202	в такой	3	4
203	в каждом	2	4
204	не означает	2	4
205	личности и	1	4
206	не мог	4	4
207	как это	16	4
208	но только	3	4
209	и я	1	4
210	этот вопрос	5	4
211	ту же	2	4
212	как известно	7	4
213	заставляет нас	2	4
214	однако в	2	4
215	могут быть	9	4
216	ведет к	1	4
217	до сих	3	4
218	известно что	2	4
219	в действии	8	4
220	в область	2	4
221	утверждает что	1	4
222	с ними	3	4
223	и одновременно	3	4
224	в которых	3	4
225	перед нами	15	4
226	это и	1	4
227	в основе	32	4
228	и более	4	4
229	сливается с	1	4
230	связана с	3	4
231	при помощи	3	4
232	между людьми	1	4
233	в отличие	8	4
234	той же	8	4
235	того что	17	4
236	связан с	2	4
237	же не	3	4
238	было в	1	4
239	к жизни	2	4
240	особенно в	2	4
241	с самого	6	4
242	он говорит	1	4
243	он ни	1	4
244	отличие от	8	4
245	но он	1	4
246	в частности	4	4
247	еще в	2	4
248	далеко не	2	4
249	действительной жизни	1	4
250	в плане	2	4
251	такой же	4	4
252	что на	2	4
253	и к	9	3
254	от него	1	3
255	в настоящем	2	3
256	только что	5	3
257	кроме того	1	3
258	в виду	4	3
259	другой стороны	5	3
260	но что	3	3
261	по себе	11	3
262	это определение	1	3
263	связь с	4	3
264	к осознанию	1	3
265	в мир	1	3
266	в жизни	3	3
267	давно уже	1	3
268	к самому	1	3
269	ее по	1	3
270	отличается от	5	3
271	так например	1	3
272	к тому	8	3
273	на все	2	3
274	во всяком	10	3
275	можно сказать	2	3
276	больше чем	2	3
277	с полным	3	3
278	в свете	2	3
279	в этот	1	3
280	может служить	2	3
281	точно так	4	3
282	как она	4	3
283	в одном	4	3
284	перед ним	4	3
285	с другим	1	3
286	сказать что	10	3
287	едва ли	6	3
288	не то	1	3
289	то в	3	3
290	собой в	1	3
291	время в	1	3
292	мы знаем	10	3
293	несмотря на	1	3
294	к которому	6	3
295	тому же	6	3
296	для того	14	3
297	на себя	2	3
298	не есть	5	3
299	из главных	1	3
300	в себя	3	3
301	действительности и	1	3
302	со всеми	9	3
303	человек как	1	3
304	опираясь на	1	3
305	на этом	3	3
306	него есть	1	3
307	всяком случае	10	3
308	эти слова	1	3
309	совсем не	1	3
310	и тем	8	3
311	и что	15	3
312	для человека	2	3
313	является одним	1	3
314	как уже	8	3
315	даже не	1	3
316	что для	1	3
317	его как	1	3
318	и др	1	3
319	его к	6	3
320	там где	4	3
321	гораздо более	1	3
322	в один	4	3
323	и особенно	4	3
324	пришел к	1	3
325	вплоть до	1	3
326	образом и	1	3
327	видим его	1	3
328	этой проблемы	2	3
329	если в	3	3
330	переходит в	1	3
331	его с	1	3
332	был бы	2	3
333	для себя	2	3
334	сводится к	1	3
335	себе не	1	3
336	до этого	1	3
337	заключается в	22	3
338	развития в	4	3
339	в процессе	33	3
340	может не	1	3
341	никто не	1	3
342	да и	1	3
343	о котором	2	3
344	со стороны	1	3
345	ни на	3	3
346	не является	13	3
347	автора и	1	3
348	и тогда	2	3
349	самого автора	1	3
350	в которую	1	3
351	и до	1	3
352	действия и	2	3
353	сами по	4	3
354	среды и	1	3
355	нет и	1	3
356	как мы	14	3
357	на этот	5	3
358	друг друга	7	3
359	во времени	1	3
360	жизни не	1	3
361	не выдерживает	1	3
362	но на	3	3
363	что оно	8	3
364	свидетельствует о	1	3
365	действительности в	1	3
366	что с	8	3
367	ее в	2	3
368	у нас	1	3
369	в русском	1	3
370	мы находим	3	3
371	не существует	1	3
372	или в	4	3
373	для которого	1	3
374	при виде	1	3
375	не все	1	3
376	человека к	1	3
377	не по	2	3
378	нельзя не	2	3
379	в ней	3	3
380	мы узнаем	2	3
381	важную роль	4	3
382	по этому	6	3
383	из этих	5	3
384	в него	4	3
385	а по	3	3
386	и их	4	3
387	с ее	5	3
388	в начале	5	3
389	в другом	3	3
390	отношение к	1	3
391	к ней	2	3
392	одного из	3	3
393	в ходе	1	3
394	во многих	3	3
395	в области	9	3
396	и только	4	3
397	это в	1	3
398	к другим	2	3
399	они имеют	3	2
400	он приходит	2	2
401	мы наблюдаем	3	2
402	является в	4	2
403	все что	4	2
404	важным и	1	2
405	же и	2	2
406	и лишь	1	2
407	вообще говоря	2	2
408	которая в	1	2
409	русского слова	1	2
410	не мешает	1	2
411	линии развития	3	2
412	этот момент	4	2
413	по выражению	5	2
414	думается что	1	2
415	и рядом	2	2
