N	2gram	Trubetskoy	VeschiIm
1	не есть	4	79
2	и не	9	57
3	не только	10	48
4	то что	18	48
5	не может	18	46
6	и в	24	45
7	может быть	17	39
8	а не	1	37
9	что я	1	26
10	общения с	1	25
11	потому что	9	25
12	было бы	3	24
13	только в	6	23
14	что она	2	23
15	в себе	5	23
16	сказать что	1	22
17	и что	9	22
18	как бы	10	20
19	что такое	1	20
20	и следовательно	1	20
21	что это	5	19
22	что же	2	19
23	с нею	1	19
24	но и	11	19
25	и ее	2	19
26	в этом	13	18
27	все же	15	18
28	есть только	2	18
29	так как	7	17
30	что мы	4	17
31	прежде всего	3	17
32	и это	3	17
33	есть не	1	17
34	таким образом	34	16
35	того что	7	16
36	как и	10	15
37	уже не	1	15
38	в том	31	15
39	в ней	3	15
40	и то	4	14
41	не в	9	14
42	в самом	8	13
43	не будет	5	13
44	том что	20	13
45	и для	6	13
46	а и	8	13
47	это и	1	13
48	в себя	2	13
49	то ни	4	13
50	что в	9	12
51	и с	5	12
52	бы то	3	12
53	то же	4	12
54	и даже	1	12
55	есть нечто	1	12
56	о том	7	12
57	еще не	6	12
58	если мы	4	12
59	точки зрения	14	12
60	но если	2	12
61	ничего не	1	12
62	что они	2	12
63	ни было	3	12
64	совершенно не	4	12
65	что и	7	12
66	между собою	5	12
67	и как	1	12
68	смысл и	1	12
69	если она	1	12
70	иное как	1	12
71	и их	5	11
72	не менее	7	11
73	и пр	1	11
74	еще и	1	11
75	тем не	4	11
76	вовсе не	2	11
77	предполагает что	1	11
78	также и	2	11
79	в то	6	11
80	и только	2	11
81	вещи не	1	11
82	по крайней	1	10
83	крайней мере	1	10
84	что оно	3	10
85	ясно что	8	10
86	с ее	2	10
87	есть ли	1	10
88	я и	1	9
89	с ним	6	9
90	в результате	9	9
91	со стороны	1	9
92	то и	2	9
93	хотя бы	4	9
94	говорить о	2	9
95	в своем	12	9
96	должно быть	5	9
97	это не	3	9
98	у нас	3	9
99	бы в	3	9
100	ли это	1	9
101	она не	2	9
102	другими словами	2	9
103	так что	6	9
104	но не	3	9
105	на то	9	9
106	и его	2	9
107	как с	1	8
108	должна быть	6	8
109	это есть	4	8
110	если бы	8	8
111	с тем	4	8
112	что он	7	8
113	себя и	2	8
114	отличается от	6	8
115	по сравнению	5	8
116	но в	5	8
117	тут не	1	8
118	мы не	1	8
119	для него	2	8
120	в ее	1	8
121	все это	13	8
122	со своим	1	8
123	с другими	1	8
124	в отношении	1	8
125	его в	5	8
126	и потому	3	8
127	с другой	6	8
128	отнюдь не	2	8
129	с этой	3	7
130	в сущности	2	7
131	то не	1	7
132	самом деле	12	7
133	все эти	19	7
134	тем что	1	7
135	сравнению с	5	7
136	ни на	1	7
137	не потому	2	7
138	можно ли	2	7
139	без всякого	1	7
140	никак не	1	7
141	и тут	1	7
142	или не	1	7
143	я не	2	7
144	и тем	1	7
145	от того	3	7
146	а в	3	7
147	из них	5	7
148	необходимо чтобы	1	7
149	можно только	1	7
150	для себя	2	6
151	в разных	3	6
152	их в	2	6
153	в своей	1	6
154	в данном	3	6
155	а если	1	6
156	из себя	10	6
157	и до	3	6
158	одна из	2	6
159	ее не	1	6
160	вопрос о	3	6
161	на почве	3	6
162	она имеет	1	6
163	для всякого	2	6
164	несмотря на	6	6
165	с точки	8	6
166	эти две	1	6
167	как же	1	6
168	или иначе	5	6
169	дело в	1	6
170	и другое	1	6
171	между ними	2	6
172	если я	1	6
173	в нем	3	6
174	и вообще	3	6
175	так или	5	6
176	должны быть	3	6
177	одно и	1	6
178	можно было	1	6
179	этот вопрос	2	6
180	как мы	3	6
181	жизни и	2	6
182	независимо от	2	6
183	ведь и	1	6
184	и все	9	6
185	никогда не	4	6
186	все что	10	5
187	один из	1	5
188	на себе	2	5
189	даже и	1	5
190	как к	5	5
191	тогда когда	3	5
192	мысли и	1	5
193	а есть	1	5
194	себя с	1	5
195	в жизни	3	5
196	ничем не	5	5
197	как о	1	5
198	вместе с	7	5
199	да и	1	5
200	в свою	2	5
201	и если	6	5
202	быть не	1	5
203	ее с	1	5
204	свою очередь	2	5
205	собою и	1	5
206	нет и	1	5
207	того же	9	5
208	только не	2	5
209	во всех	10	5
210	мы видим	1	5
211	что у	2	5
212	в его	5	5
213	хотя и	4	5
214	а это	2	5
215	мы находим	1	5
216	от всех	1	5
217	в которой	5	5
218	но совершенно	1	5
219	на себя	1	5
220	то это	1	5
221	и без	5	5
222	между прочим	2	5
223	должен быть	2	5
224	кроме того	1	5
225	мы должны	4	5
226	быть и	5	5
227	есть всегда	1	5
228	если же	3	5
229	что для	4	5
230	но тогда	3	5
231	для этого	7	5
232	и от	5	4
233	образом и	2	4
234	еще более	1	4
235	о которой	2	4
236	говорить что	3	4
237	сводится к	2	4
238	более или	8	4
239	этой точки	1	4
240	есть в	2	4
241	если это	2	4
242	то время	2	4
243	с ними	2	4
244	нельзя и	1	4
245	с этим	12	4
246	во всяком	2	4
247	в основе	2	4
248	и более	2	4
249	в котором	2	4
250	того чтобы	8	4
251	так чтобы	2	4
252	не быть	1	4
253	только тогда	2	4
254	когда она	1	4
255	об отношении	1	4
256	о них	2	4
257	как оно	1	4
258	же время	2	4
259	так же	8	4
260	при помощи	3	4
261	точке зрения	1	4
262	и еще	1	4
263	на него	2	4
264	находится в	1	4
265	сама себя	1	4
266	что все	5	4
267	что именно	1	4
268	а следовательно	2	4
269	нею и	1	4
270	тот же	3	4
271	не то	3	4
272	то в	2	4
273	может не	3	4
274	и вот	1	4
275	в качестве	1	4
276	приведет к	1	4
277	так и	10	4
278	и сама	1	4
279	же не	3	4
280	в их	4	4
281	однако не	1	4
282	и притом	1	4
283	нужно только	1	4
284	и эта	1	4
285	в конце	4	4
286	во имя	3	4
287	время как	1	4
288	и оно	1	4
289	что только	3	4
290	или менее	8	4
291	и у	4	4
292	мы можем	6	4
293	на этом	2	4
294	не было	2	4
295	она должна	1	4
296	он не	4	4
297	в силу	7	4
298	веры в	2	4
299	и сам	2	4
300	только то	2	4
301	по своей	7	4
302	в этой	7	4
303	отношение к	4	4
304	к ней	1	4
305	главным образом	1	4
306	однако это	2	3
307	и ничем	1	3
308	только что	3	3
309	была бы	1	3
310	случае не	1	3
311	из которых	4	3
312	из того	4	3
313	на нас	3	3
314	то с	2	3
315	другой стороны	5	3
316	быть может	1	3
317	в своих	2	3
318	но все	5	3
319	от чего	1	3
320	заключается в	3	3
321	из самых	1	3
322	себя как	1	3
323	если он	2	3
324	отношения к	1	3
325	состоит из	4	3
326	как в	1	3
327	жизни в	1	3
328	не имеет	2	3
329	он есть	1	3
330	к тому	8	3
331	перед нами	1	3
332	от этого	1	3
333	между нею	1	3
334	перестает быть	1	3
335	не является	1	3
336	чтобы и	1	3
337	но даже	3	3
338	одной стороны	2	3
339	это все	1	3
340	из его	1	3
341	с которой	1	3
342	для меня	4	3
343	только один	2	3
344	только на	1	3
345	с в	3	3
346	а только	1	3
347	что ее	1	3
348	в истории	3	3
349	тогда как	6	3
350	будет уже	1	3
351	самой сущности	3	3
352	же они	1	3
353	но именно	1	3
354	только с	1	3
355	не мог	1	3
356	вопроса о	1	3
357	в самой	2	3
358	мы возьмем	1	3
359	в другом	2	3
360	к нему	2	3
361	и этого	1	3
362	чтобы это	1	3
363	но когда	1	3
364	различие между	1	3
365	свидетельствует о	1	3
366	с одной	3	3
367	но еще	1	3
368	бы на	1	3
369	ее нет	1	3
370	как нечто	1	3
371	у него	5	3
372	в виде	4	3
373	всех прочих	2	3
374	но он	1	3
375	у всех	1	3
376	i v	1	3
377	раз навсегда	1	3
378	по существу	7	3
379	чтобы быть	2	3
380	же как	3	3
381	идеи и	1	3
382	в а	2	3
383	а так	1	3
384	тем более	3	3
385	а потом	1	3
386	этих двух	2	3
387	к одному	1	3
388	но как	2	3
389	и эти	1	3
390	а с	4	3
391	мы уже	4	3
392	общение между	1	3
393	для тех	1	3
394	есть как	1	3
395	и может	3	3
396	в частности	2	3
397	в науке	1	3
398	это может	2	3
399	для того	8	3
400	я в	2	3
401	однако в	1	3
402	или о	1	3
403	существует в	1	3
404	мы будем	3	3
405	к пониманию	1	3
406	в уме	1	3
407	видели что	1	3
408	те кто	1	3
409	из этого	7	3
410	бы ни	1	3
411	оно может	1	3
412	очень редко	1	3
413	ли в	1	3
414	в целом	5	3
415	мы видели	2	3
416	не к	1	3
417	во всем	3	2
418	находим в	1	2
419	и к	5	2
420	к такому	2	2
421	от нее	2	2
422	не так	4	2
423	к действительности	1	2
424	и другие	1	2
425	а потому	5	2
426	во втором	2	2
427	и уже	2	2
428	в с	3	2
429	и на	6	2
430	только те	3	2
431	же и	1	2
432	то есть	2	2
433	самого себя	4	2
434	вообще говоря	1	2
435	положение дела	1	2
436	тех кто	5	2
437	и кто	1	2
438	тому что	2	2
439	социальная жизнь	1	2
440	а затем	2	2
441	одно из	3	2
442	в связи	3	2
443	до всякого	1	2
444	поэтому и	1	2
445	все то	2	2
446	отличаются от	1	2
447	в первом	1	2
448	есть лишь	1	2
449	с ней	1	2
450	на такой	2	2
451	одно то	1	2
452	именно в	5	2
453	том или	1	2
454	тем самым	3	2
455	в в	4	2
456	как не	2	2
457	к его	1	2
458	и так	2	2
459	в одно	2	2
460	нужно чтобы	1	2
461	приводит к	1	2
462	почти все	2	2
463	о котором	7	2
464	знает что	1	2
465	на их	1	2
466	же теперь	1	2
467	а а	1	2
468	себя от	1	2
469	говорили что	1	2
470	сделать и	1	2
471	только одно	3	2
472	нет ничего	1	2
473	и того	3	2
474	итак если	1	2
475	на этой	3	2
476	нас не	1	2
477	совершенно в	1	2
478	видим что	1	2
479	своей собственной	1	2
480	силы и	1	2
481	только мы	2	2
482	и другой	1	2
483	но лишь	1	2
484	они совершенно	1	2
485	что если	3	2
486	стоять на	1	2
487	себе и	1	2
488	к делу	1	2
489	конечно не	3	2
490	не вполне	3	2
491	еще один	1	2
492	эти вещи	1	2
493	на более	2	2
494	может ли	1	2
495	в как	1	2
496	тождественно с	1	2
497	между собой	4	2
498	тем же	2	2
499	том чтобы	2	2
500	быть в	1	2
501	и относится	1	2
502	исходит из	1	2
503	здесь не	1	2
504	не стоит	2	2
505	с его	1	2
506	он сам	1	2
507	к этому	5	2
508	друг с	9	2
509	всяком случае	2	2
510	нет что	1	2
511	у них	6	2
512	к этим	1	2
513	в особом	1	2
514	точку зрения	2	2
515	той же	2	2
516	ближе к	3	2
517	ее и	4	2
518	но на	2	2
519	в более	1	2
520	то очевидно	3	2
521	в научной	1	2
522	она и	1	2
523	и свои	1	2
524	данном случае	3	2
525	на вопрос	4	2
526	но из	1	2
527	ее на	1	2
528	зависит от	1	2
529	уже в	1	2
530	в состоянии	5	2
531	не своей	1	2
532	так в	1	2
533	он и	1	2
534	и нужно	1	2
535	для нас	3	2
536	в каком-нибудь	1	2
537	при чем	6	2
538	не знаем	1	2
539	что между	1	2
540	когда же	1	2
541	совершенно ясно	2	2
542	затем и	1	2
543	связи с	4	2
544	ни тем	1	2
545	бы к	1	2
546	когда оно	1	2
547	в виду	2	2
548	на нее	2	2
549	очевидно что	3	2
550	помнить что	2	2
551	следовательно и	2	2
552	на все	5	2
553	и со	1	2
554	a и	1	2
555	о которых	7	2
556	это было	1	2
557	же касается	2	2
558	то ясно	4	2
559	с другом	9	2
560	и таким	1	2
561	понимать в	1	2
562	понятий и	1	2
563	и логически	1	2
564	что эти	2	2
565	из предыдущего	2	2
566	но с	2	2
567	только к	1	2
568	жизнь и	3	2
569	и понимает	1	2
570	которую мы	1	2
571	мы говорили	8	2
572	для ее	1	2
573	именно потому	2	2
574	ту же	2	2
575	совсем не	1	2
576	части и	1	2
577	сказали что	3	2
578	ибо это	1	2
579	за ними	3	2
580	что эта	4	2
581	и та	1	2
582	в начале	3	2
583	но какое	1	2
584	действительности от	1	2
585	далеко не	5	2
586	лишь как	1	2
587	конечно нет	1	2
588	но тут	1	2
589	признать что	4	2
590	нечто абсолютно	1	2
591	истории и	1	2
592	этого нужно	1	2
593	каком-нибудь отношении	1	2
594	наряду с	1	2
595	та или	1	2
596	отличаться от	1	2
597	сделать это	1	2
598	этом и	1	2
599	к чисто	1	2
600	понимание но	1	2
601	всякий кто	1	2
602	если они	1	2
603	как будто	5	2
604	конце концов	4	2
