N	3gram	Vinokur_Ku	StatiiOP
1	в том что	23	47
2	и т д	21	32
3	о том что	6	29
4	в этом отношении	8	24
5	для того чтобы	21	19
6	до сих пор	5	19
7	и т п	39	19
8	с точки зрения	16	14
9	с другой стороны	12	13
10	во всяком случае	8	13
11	то обстоятельство что	15	11
12	не может быть	5	11
13	в самом деле	14	9
14	то же время	4	9
15	вместе с тем	3	9
16	на то что	3	9
17	в то же	4	9
18	дело в том	1	9
19	можно было бы	11	9
20	тем не менее	9	8
21	к тому что	2	8
22	на самом деле	3	8
23	не только в	4	8
24	не в том	5	7
25	в конце концов	3	7
26	в этой области	3	7
27	в данном случае	1	7
28	но также и	2	7
29	в данном отношении	4	7
30	но все же	3	7
31	заключается в том	2	7
32	том что он	4	7
33	у нас нет	1	7
34	так же как	3	6
35	в письме к	1	6
36	по отношению к	8	6
37	в этом смысле	8	6
38	так и в	2	6
39	том что в	1	6
40	я думаю что	1	6
41	речь идет о	3	6
42	по крайней мере	11	6
43	в том смысле	2	6
44	с тем что	1	5
45	в том чтобы	9	5
46	в свое время	4	5
47	что же касается	4	5
48	в начале xix	1	5
49	т п в	2	5
50	начале xix века	1	5
51	и в области	1	5
52	обратить внимание на	2	5
53	после того как	2	5
54	мере в какой	6	4
55	в применении к	1	4
56	дело не в	3	4
57	так или иначе	3	4
58	сами по себе	2	4
59	с одной стороны	2	4
60	как например в	1	4
61	ничего общего с	2	4
62	мне кажется что	1	4
63	тем или иным	1	4
64	в связи с	4	4
65	но это не	1	4
66	того или иного	5	4
67	в это время	1	4
68	и в самом	4	4
69	тем более что	1	4
70	иметь в виду	1	4
71	не при чем	1	4
72	и в том	2	4
73	в предисловии к	1	4
74	что и в	1	4
75	может быть это	1	3
76	это не значит	1	3
77	только потому что	11	3
78	о том как	3	3
79	том смысле что	1	3
80	в той мере	6	3
81	что в ней	1	3
82	можно сказать что	2	3
83	то или иное	2	3
84	говоря уже о	1	3
85	не значит что	1	3
86	той мере в	6	3
87	более или менее	3	3
88	потому что он	1	3
89	во многих случаях	1	3
90	таким образом в	2	3
91	а с другой	3	3
92	к тому же	1	3
93	на этот раз	1	3
94	в наше время	3	3
95	но все это	1	3
96	бы то ни	1	3
97	и тем не	4	3
98	т е не	1	3
99	и не в	2	3
100	свидетельствуют о том	1	3
101	только в том	5	3
102	вовсе не только	1	3
103	т е с	1	3
104	состоит в том	4	3
105	ср с другой	1	3
106	в каком смысле	1	3
107	не говоря уже	2	3
108	обстоятельство что в	3	3
109	в лучшем случае	1	3
110	во всех этих	1	3
111	в этом случае	4	3
112	в первую очередь	3	3
113	принять во внимание	1	3
114	а вовсе не	1	3
115	т е в	3	3
116	прежде всего в	1	3
117	на этой почве	2	2
118	в ряде случаев	2	2
119	смысле этого термина	3	2
120	в сочетании с	1	2
121	ни в каком	2	2
122	и в другом	2	2
123	не хотел бы	1	2
124	если это и	1	2
125	я имею в	2	2
126	как можно было	1	2
127	в том-то и	1	2
128	хотя бы и	4	2
129	до недавнего времени	1	2
130	и пр но	2	2
131	но и с	1	2
132	в живом языке	1	2
133	во втором случае	1	2
134	ответ на это	1	2
135	пушкин и его	1	2
136	все более и	1	2
137	в иных случаях	3	2
138	в зависимости от	7	2
139	между тем как	1	2
140	совсем не в	1	2
141	и вместе с	1	2
142	точно так же	4	2
143	на мой взгляд	2	2
144	в области изучения	1	2
145	и в то	1	2
146	все же и	3	2
147	свое выражение в	2	2
148	в отличие от	3	2
149	и сам пушкин	1	2
150	что в этом	1	2
151	то ни было	1	2
152	если не считать	1	2
153	том что она	1	2
154	само собою разумеется	1	2
155	с тех пор	1	2
156	имею в виду	2	2
157	только тогда когда	2	2
158	уже о том	1	2
159	а также и	1	2
160	не хочу сказать	1	2
161	не подлежит однако	1	2
162	относится к г	1	2
163	сам по себе	1	2
164	внимание на то	2	2
165	т д и	3	2
166	в свою очередь	4	2
167	чуть ли не	3	2
168	но он не	1	2
169	той или иной	1	2
170	вовсе не в	1	2
171	что это есть	1	2
172	вследствие того что	2	2
173	но и здесь	1	2
174	не говорю уже	1	2
175	заключалась в том	1	2
176	примером может служить	2	2
177	не укладывается в	1	2
178	тех пор пока	1	2
179	когда речь идет	1	2
180	все же только	1	2
181	не до конца	1	2
182	по большей части	2	2
183	того чтобы можно	1	2
184	и то обстоятельство	2	2
185	более и более	1	2
186	в настоящее время	2	2
187	до тех пор	1	2
188	на этот вопрос	3	2
189	хотя бы на	2	2
190	данном случае в	1	2
191	и сейчас еще	1	2
192	что мы имеем	2	2
193	на точку зрения	1	2
194	что если бы	1	2
195	как мы видели	1	2
196	указания на то	1	2
197	том что и	1	2
198	а другое дело	1	2
199	мы имеем в	1	2
200	так что в	1	2
201	возможно что в	1	2
202	говорю уже о	1	2
203	и то что	1	2
204	т п но	1	2
205	тем что он	1	2
206	чтобы можно было	1	2
207	т д разумеется	1	2
208	несколько слов о	2	2
209	том-то и дело	1	2
210	но с другой	1	2
211	как и в	1	2
212	может быть и	1	2
213	исчерпывается тем что	1	1
214	должны были бы	1	1
215	также и потому	2	1
216	хотя и с	1	1
217	истории русского языка	1	1
218	знании языка и	1	1
219	а может быть	1	1
220	это и было	1	1
221	как увидим ниже	1	1
222	и дело что	2	1
223	они свидетельствуют о	1	1
224	с полным правом	1	1
225	попадаются и в	1	1
226	со стороны ее	1	1
227	ни на минуту	1	1
228	подлежит однако сомнению	1	1
229	отношение к слову	1	1
230	этого термина а	1	1
231	то тем самым	1	1
232	и с его	1	1
233	для борьбы с	1	1
234	и на все	1	1
235	не только потому	3	1
236	прежде всего от	1	1
237	искать ответа на	1	1
238	прежде всего внимание	1	1
239	в большинстве случаев	2	1
240	того чтобы не	1	1
241	на том что	1	1
242	не сомневается но	1	1
243	по сравнению с	1	1
244	однако никак не	1	1
245	то только в	1	1
246	потому что оно	2	1
247	xix века это	1	1
248	совсем другое дело	1	1
249	самом деле в	1	1
250	для своего времени	1	1
251	того или другого	1	1
252	только в применении	1	1
253	д и т	3	1
254	в собственном смысле	1	1
255	мы говорим о	3	1
256	вовсе не был	1	1
257	до наших дней	1	1
258	в том и	3	1
259	ровным счетом ничего	1	1
260	с этой точки	3	1
261	одним из таких	1	1
262	о котором говорилось	1	1
263	ведь на самом	1	1
264	для себя и	1	1
265	от того кто	1	1
266	на той же	1	1
267	в первые годы	1	1
268	а в том	2	1
269	языка на более	1	1
270	можно и должно	1	1
271	и все это	1	1
272	потому что она	2	1
273	друг от друга	1	1
274	было бы отрицать	1	1
275	в подлинном смысле	1	1
276	свидетельствует о том	1	1
277	т д почти	1	1
278	мы видели уже	1	1
279	всю свою жизнь	1	1
280	но даже и	2	1
281	и то же	1	1
282	но в том-то	2	1
283	но и вся	1	1
284	смысле в каком	1	1
285	в современном смысле	1	1
286	об этом ниже	1	1
287	но у нас	1	1
288	трудно видеть что	1	1
289	было бы неправильно	1	1
290	и некоторые другие	1	1
291	и если бы	1	1
292	по определенному руслу	1	1
293	таким образом при	1	1
294	в том случае	3	1
295	в общем смысле	1	1
296	не потому что	4	1
297	тому что с	1	1
298	нужно было бы	3	1
299	того что в	2	1
300	таким образом если	1	1
301	может быть не	1	1
302	возникает целый ряд	1	1
303	и здесь следует	1	1
304	смысле этого слова	2	1
305	уже без кавычек	1	1
306	об этом и	1	1
307	на тему об	1	1
308	в наши дни	1	1
309	не трудно видеть	3	1
310	с историей языка	1	1
311	пр с точки	1	1
312	но может быть	1	1
313	это и в	1	1
314	против того что	1	1
315	вместо того чтобы	1	1
316	если бы в	1	1
317	сказал бы что	1	1
318	само по себе	6	1
319	и пр с	1	1
320	не имел бы	1	1
321	чтобы сделать свою	1	1
322	целый ряд таких	1	1
323	не могла бы	1	1
324	как и всякая	1	1
325	языка что в	1	1
326	также и то	1	1
327	в соответствии с	5	1
328	котором говорилось выше	1	1
329	каждое из них	1	1
330	чтобы усомниться в	1	1
331	в х годах	1	1
332	в каждом из	2	1
333	что в них	2	1
334	имел бы против	1	1
335	отношению к своему	1	1
336	по себе не	1	1
337	так но в	1	1
338	эту сторону дела	1	1
339	том что я	1	1
340	и что такое	1	1
341	каждом из этих	1	1
342	понимании этого термина	1	1
343	т п ср	1	1
344	к этому сводится	1	1
345	языка и стиля	1	1
346	что же это	1	1
347	найти и в	1	1
348	связанные с этим	1	1
349	потому что не	2	1
350	сделать свою мысль	1	1
351	первый и последний	1	1
352	том чтобы выяснить	1	1
353	я уже упоминал	2	1
354	это вовсе не	1	1
355	и говорить о	1	1
356	что с точки	1	1
357	в пределах данной	1	1
358	только то что	1	1
359	но в устах	1	1
360	таких случаях как	1	1
361	мы находим и	1	1
362	не только у	1	1
363	на этом пути	1	1
364	для нас особенно	1	1
365	нет никаких оснований	1	1
366	пушкин начал писать	1	1
367	от которого я	1	1
368	имеем здесь дело	1	1
369	а прежде всего	1	1
370	сказывается и в	1	1
371	на себе печать	1	1
372	собою как бы	1	1
373	привыкли к тому	1	1
374	не сказал бы	1	1
375	е как бы	2	1
376	не то что	1	1
377	сплошь да рядом	3	1
378	не потому чтобы	2	1
379	т д по	1	1
380	бы отрицать что	1	1
381	приведу еще одну	1	1
382	но не менее	1	1
383	что можно сказать	2	1
384	живой речи в	1	1
385	который в своем	1	1
386	того что он	1	1
387	как справедливо указывает	1	1
388	не всегда так	1	1
389	себя прежде всего	1	1
390	или иначе но	1	1
391	а то и	1	1
392	и гораздо более	1	1
393	прямой связи с	1	1
394	у нас только	1	1
395	находит свое выражение	1	1
396	однако с другой	1	1
397	если б только	2	1
398	вообще и в	1	1
399	т д все	1	1
400	и потому что	4	1
401	том что когда	1	1
402	вместе с ним	1	1
403	но кроме того	1	1
404	но уже без	1	1
405	себя самого и	1	1
406	нас интересует сейчас	1	1
407	внимание только на	1	1
408	ii и т	1	1
409	преувеличения можно сказать	1	1
410	позволю себе в	1	1
411	в каждой из	1	1
412	следует обратить внимание	1	1
413	что они возникли	1	1
414	но не трудно	1	1
415	как на язык	1	1
416	в истории русской	1	1
417	и далее в	1	1
418	постановке вопроса о	1	1
419	и может быть	1	1
420	они ни были	1	1
421	мере того как	3	1
422	от того что	1	1
423	только в его	1	1
424	стремление освободиться от	1	1
425	основной так сказать	1	1
426	именно то обстоятельство	1	1
427	самом деле может	1	1
428	и пр ср	1	1
429	к вопросу о	3	1
430	и в особенности	1	1
431	что именно этот	2	1
432	что касается первого	1	1
433	столько же сколько	1	1
434	несет на себе	1	1
435	ни в какой	1	1
436	в последние десятилетия	1	1
437	не удержался от	1	1
438	и вовсе не	4	1
439	и не потому	1	1
440	на ряду с	1	1
441	этой точки зрения	4	1
442	в сторону от	2	1
443	и его современники	1	1
