N	2gram	Medvedev_V	Freidism
1	таким образом	32	34
2	и не	20	34
3	точки зрения	3	31
4	не может	17	30
5	в этом	29	28
6	может быть	23	28
7	и в	26	28
8	прежде всего	13	26
9	в его	15	25
10	и его	6	22
11	как бы	5	19
12	как мы	1	18
13	то что	7	17
14	по фрейду	1	16
15	вовсе не	3	16
16	все эти	8	15
17	с ним	1	14
18	в своей	4	14
19	так и	6	14
20	самом деле	1	14
21	и все	1	13
22	как и	7	13
23	по отношению	7	13
24	но в	2	13
25	фрейд и	1	13
26	во всех	7	13
27	в самом	4	12
28	то же	10	12
29	ни в	1	12
30	что он	4	12
31	том что	8	12
32	для него	9	12
33	все это	13	12
34	и потому	2	12
35	и наконец	2	12
36	мы видели	3	12
37	только в	8	11
38	мы знаем	3	11
39	сказать что	5	11
40	отношению к	7	11
41	его в	3	11
42	один из	6	10
43	не только	26	10
44	но и	10	10
45	конечно не	1	10
46	никогда не	5	10
47	в том	15	10
48	он не	2	10
49	все те	1	10
50	за пределы	1	10
51	не в	6	10
52	уже не	1	9
53	во всяком	2	9
54	совершенно не	1	9
55	мы не	1	9
56	с его	4	9
57	к этому	9	9
58	в чем	2	9
59	а не	7	9
60	и др	10	9
61	могут быть	8	9
62	все же	6	8
63	еще не	2	8
64	с этим	3	8
65	было бы	8	8
66	знаем что	2	8
67	а в	3	8
68	с другими	2	8
69	с бессознательным	1	8
70	на этом	2	8
71	в ней	2	8
72	оно и	1	8
73	всяком случае	2	8
74	что в	11	7
75	и к	3	7
76	не могут	10	7
77	в жизни	2	7
78	роль в	4	7
79	так сказать	2	7
80	хотя бы	20	7
81	в каком	1	7
82	что все	4	7
83	и для	2	7
84	из них	11	7
85	на протяжении	1	7
86	того что	3	7
87	не является	5	7
88	но не	2	7
89	об этом	9	7
90	и у	2	7
91	в нем	7	7
92	быть и	1	7
93	в этой	4	7
94	отношение к	1	7
95	в себе	6	7
96	жизни и	3	7
97	в то	6	7
98	и ее	4	7
99	зрения на	1	6
100	если он	1	6
101	не менее	2	6
102	к тому	5	6
103	можно сказать	4	6
104	в основе	1	6
105	в свою	1	6
106	для того	3	6
107	фрейд в	1	6
108	же время	5	6
109	из этих	7	6
110	о бессознательном	1	6
111	мы имеем	3	6
112	как раз	4	6
113	что такое	2	6
114	во время	4	6
115	чем же	4	6
116	в таком	1	6
117	она не	3	6
118	и что	1	6
119	в пределах	5	6
120	человека и	3	6
121	для этого	1	6
122	всех этих	3	6
123	которой мы	1	6
124	в более	1	5
125	в своих	2	5
126	ее в	4	5
127	и бессознательное	2	5
128	в процессе	17	5
129	с ними	4	5
130	вместе с	8	5
131	со стороны	1	5
132	в следующей	1	5
133	обыденной жизни	1	5
134	тех же	1	5
135	того чтобы	3	5
136	говорить о	2	5
137	на основании	8	5
138	самого начала	1	5
139	потому и	1	5
140	что она	2	5
141	он сам	2	5
142	по поводу	4	5
143	это не	7	5
144	в ее	4	5
145	что и	3	5
146	в которой	2	5
147	тому что	7	5
148	между ними	3	5
149	в этих	1	5
150	и по	3	5
151	не было	7	5
152	как это	12	5
153	далеко не	3	5
154	только то	2	5
155	от того	2	5
156	заключается в	2	5
157	что может	1	5
158	в заключение	1	5
159	в общем	2	5
160	отнюдь не	4	5
161	а потому	1	4
162	мы и	1	4
163	в последнем	2	4
164	в основном	7	4
165	смысле слова	2	4
166	сам по	1	4
167	в виду	4	4
168	сводится к	3	4
169	по себе	2	4
170	если бы	3	4
171	именно в	3	4
