N	2gram	Bakhtin_Pr	Russkaja
1	не может	26	22
2	и не	55	19
3	в этом	33	17
4	в том	12	17
5	с другом	3	14
6	и в	64	14
7	друг с	4	14
8	то что	21	13
9	самим собой	1	12
10	таким образом	15	11
11	то же	18	11
12	точки зрения	31	11
13	но и	26	10
14	же время	13	10
15	в то	15	10
16	не только	26	9
17	с точки	21	9
18	том что	8	9
19	во всяком	7	9
20	может быть	43	9
21	в себе	11	9
22	прежде всего	16	8
23	того чтобы	2	8
24	как на	4	8
25	не будет	1	7
26	самом деле	10	7
27	стремление к	1	7
28	к тому	4	7
29	о том	5	7
30	в данном	2	7
31	и если	2	7
32	мы должны	3	7
33	и с	9	7
34	и к	5	6
35	если в	1	6
36	и при	2	6
37	для него	23	6
38	признать что	1	6
39	все это	9	6
40	на самом	5	6
41	в своих	4	6
42	если бы	12	6
43	и для	7	6
44	в россии	2	6
45	что он	15	6
46	для того	1	6
47	к которой	1	6
48	в своем	12	6
49	всяком случае	4	6
50	а потому	2	5
51	до сих	9	5
52	и на	16	5
53	из которых	3	5
54	только в	13	5
55	или иной	1	5
56	по существу	6	5
57	в своей	11	5
58	себя и	5	5
59	между собой	2	5
60	во всех	4	5
61	сих пор	9	5
62	и только	3	5
63	вопрос о	3	5
64	хотя бы	4	5
65	потому что	8	5
66	в нем	28	5
67	между тем	7	5
68	он не	14	5
69	а между	2	5
70	конечно не	4	5
71	а в	10	5
72	при этом	8	5
73	было бы	8	5
74	на то	5	5
75	он должен	2	5
76	никогда не	11	5
77	что в	11	4
78	во всем	1	4
79	бы то	3	4
80	все что	4	4
81	когда они	1	4
82	так как	9	4
83	возможно лишь	1	4
84	к этой	1	4
85	быть самим	1	4
86	тогда когда	1	4
87	в его	30	4
88	не могут	10	4
89	его в	8	4
90	более или	4	4
91	не в	15	4
92	при том	1	4
93	в корне	1	4
94	вместе с	1	4
95	как и	25	4
96	что такой	1	4
97	в мире	7	4
98	все же	11	4
99	приводит к	8	4
100	в их	6	4
101	со стороны	1	4
102	себе и	5	4
103	или менее	4	4
104	то ни	3	4
105	можно было	3	4
106	что же	9	4
107	в совершенно	1	4
108	от того	4	4
109	а лишь	3	4
110	идет речь	1	4
111	как бы	33	4
112	в этой	5	4
113	себя в	3	4
114	жизни и	3	4
115	но не	12	4
116	точку зрения	7	4
117	в другое	2	4
118	в самом	17	3
119	то в	2	3
120	что они	1	3
121	этом случае	1	3
122	том условии	1	3
123	что оно	2	3
124	может не	1	3
125	данном случае	2	3
126	должно быть	8	3
127	несмотря на	7	3
128	что это	2	3
129	ни стало	1	3
130	в качестве	1	3
131	для них	1	3
132	что и	7	3
133	что может	4	3
134	не было	5	3
135	связи с	3	3
136	или в	7	3
137	ни одна	1	3
138	во что	2	3
139	тем что	6	3
140	именно в	5	3
