N	3gram	Bakhtin_Fr	Psycholo
1	в том что	6	78
2	для того чтобы	2	70
3	на то что	1	55
4	в самом деле	1	51
5	о том что	3	34
6	с точки зрения	6	29
7	с одной стороны	2	28
8	все то что	1	23
9	не может быть	5	23
10	до сих пор	7	23
11	с другой стороны	1	20
12	в том чтобы	1	20
13	на самом деле	2	17
14	мы видим что	1	16
15	не только не	1	16
16	во всяком случае	2	14
17	в этом отношении	5	14
18	в конце концов	1	12
19	и той же	1	12
20	одной и той	1	12
21	по сравнению с	2	11
22	подобно тому как	2	11
23	к тому чтобы	1	10
24	сами по себе	1	10
25	том что он	1	10
26	потому что в	1	9
27	в отличие от	4	9
28	потому что он	1	9
29	друг с другом	2	8
30	мы знаем что	1	8
31	что в нем	1	8
32	на этот вопрос	2	7
33	только то что	1	7
34	в какой мере	1	7
35	можно сказать что	3	7
36	как и в	1	7
37	и та же	1	6
38	и может быть	1	6
39	никогда не может	1	6
40	сводится к тому	1	6
41	именно потому что	1	6
42	и в том	2	6
43	того или иного	1	6
44	то что мы	1	6
45	не только в	5	6
46	в собственном смысле	3	5
47	сказать что в	1	5
48	как если бы	1	5
49	в целом ряде	2	5
50	и в частности	2	5
51	и во всех	2	5
52	мы видели что	1	5
53	в силу того	1	5
54	как бы в	1	5
55	как раз в	1	5
56	имеет в виду	1	4
57	в применении к	3	4
58	в искусстве и	1	4
59	а между тем	1	4
60	в настоящее время	1	4
61	к тому же	1	4
62	таким образом и	1	4
63	лежит в основе	1	4
64	таким образом в	1	4
65	то есть к	1	4
66	мы уже говорили	12	4
67	то или иное	1	4
68	вовсе не в	2	4
69	силу того что	1	4
70	это не просто	1	4
71	это вовсе не	1	4
72	и не может	2	4
73	то есть в	5	4
74	все более и	1	4
75	более и более	1	4
76	только потому что	1	4
77	именно в том	1	4
78	одна и та	1	4
79	в основе своей	2	4
80	в себя и	1	3
81	друг от друга	1	3
82	не потому что	1	3
83	в отношении к	1	3
84	в последнее время	1	3
85	по отношению к	2	3
86	дело в том	2	3
87	и в полном	1	3
88	не могут быть	2	3
89	между тем в	1	3
90	который утверждал что	1	3
91	бросается в глаза	1	3
92	в нем нет	1	3
93	в своем роде	1	3
94	в наше время	1	3
95	то же время	5	3
96	смысл и значение	1	3
97	но он не	1	3
98	и говорит что	1	3
99	в это время	2	3
100	в то же	5	3
101	не может стать	1	3
102	речь идет не	1	3
103	и здесь мы	1	3
104	во всех этих	2	3
105	в этом случае	1	3
106	до конца и	1	3
107	он как бы	2	2
108	к первой половине	1	2
109	с ним в	1	2
110	беда в том	1	2
111	с целым рядом	1	2
112	леонардо да винчи	2	2
113	идет не о	1	2
114	так и в	3	2
115	но при этом	1	2
116	что при таком	1	2
117	мы уже указывали	1	2
118	что с точки	1	2
119	в одном из	1	2
120	теми же самыми	1	2
121	всего того что	2	2
122	в тех случаях	1	2
123	в связи с	1	2
124	и вступает в	1	2
125	в самом процессе	1	2
126	мы уже давно	1	2
127	той или иной	5	2
128	прежде всего на	3	2
129	но и в	5	2
130	в чем же	1	2
131	и в особенности	1	2
132	если бы она	1	2
133	или во всяком	1	2
134	в основе его	2	2
135	мы вовсе не	2	2
136	жизни и смерти	6	2
137	одной стороны он	1	2
138	это и не	1	2
139	мы имеем в	1	2
140	выходит за пределы	4	2
141	так сказать в	1	2
142	в ее состав	1	2
143	целый ряд других	1	2
144	но и на	2	2
145	так например в	1	2
146	то есть не	1	2
147	в одном акте	1	2
148	однако было бы	1	2
149	может быть только	1	2
150	все же в	2	2
151	что для него	1	2
152	в один из	1	2
153	тех или иных	1	2
154	и целый ряд	1	2
155	они как бы	1	2
156	несмотря на это	1	2
157	так как он	1	2
158	на первый план	1	2
159	то что было	1	2
160	в живописи и	1	2
161	в узком смысле	2	2
162	в значительной мере	3	2
163	в ней и	1	2
164	как и для	1	2
165	жизни но и	1	2
166	мы встречаемся с	1	2
167	она не только	1	2
168	как мы видели	2	2
169	и ничего не	1	2
170	имеем в виду	2	2
171	еще далеко не	2	2
172	все эти три	1	2
173	в те времена	1	2
174	в предисловии к	1	2
175	этих образов их	2	1
176	сильнее и глубже	1	1
177	тем самым он	1	1
178	она никогда не	1	1
179	несмотря на их	1	1
180	в которых они	1	1
181	о которой мы	1	1
182	это как бы	2	1
183	понятно что при	1	1
184	главным образом к	1	1
185	в этой новой	1	1
186	явления но в	1	1
187	и так в	1	1
188	одной из этих	1	1
189	тесной связи с	1	1
190	как мы говорили	1	1
191	один из них	1	1
192	имеет не только	1	1
193	не отделено от	1	1
194	при этом что	2	1
195	я имею в	1	1
196	его современников и	1	1
197	и ни на	3	1
198	это приводит к	1	1
199	законам то есть	1	1
200	очень далека от	1	1
201	в какой степени	1	1
202	в прошлое и	2	1
203	как мы уже	8	1
204	в одну из	1	1
205	на деле же	1	1
206	всей художественной литературы	1	1
207	не может нам	1	1
208	как нам кажется	1	1
209	в особенности в	1	1
210	на самой границе	1	1
211	по своему существу	2	1
212	в наши дни	1	1
213	чтобы убедиться в	1	1
214	где она была	1	1
215	том числе и	7	1
216	одну из этих	1	1
217	не могла бы	1	1
218	жизнь и все	1	1
219	в данную эпоху	1	1
220	и в общем	1	1
221	быть отнесена к	1	1
222	а затем и	1	1
223	и намека на	1	1
224	из них не	1	1
225	не только на	1	1
226	то есть она	1	1
227	нужно сказать что	7	1
228	была связана с	2	1
229	не входит в	2	1
230	ни к какому	2	1
231	ни в одну	1	1
232	но все же	3	1
233	уже говорили о	1	1
234	мы говорили уже	1	1
235	у шекспира и	2	1
236	и в искусстве	1	1
237	но это не	1	1
238	здравого смысла и	2	1
239	места в системе	1	1
240	нет места для	1	1
241	в области литературы	2	1
