N	3gram	Vygotskiy_	Russkaja
1	друг с другом	10	14
2	с точки зрения	11	9
3	в том что	41	7
4	во всяком случае	10	6
5	для того чтобы	14	6
6	до сих пор	3	5
7	в том случае	2	4
8	не может быть	5	4
9	на то что	5	4
10	к тому чтобы	1	4
11	более или менее	3	4
12	бы то ни	1	4
13	той или иной	2	3
14	в конце концов	1	3
15	вместе с тем	11	3
16	можно было бы	8	3
17	в данном случае	1	3
18	в этом случае	4	3
19	и то что	3	3
20	том случае если	2	3
21	к вопросу о	1	3
22	что он не	2	2
23	и в том	1	2
24	ни одна из	1	2
25	того или иного	2	2
26	тот факт что	7	2
27	и во всяком	2	2
28	точно так же	4	2
29	тогда когда они	2	2
30	и тем самым	3	2
31	в противоречие с	1	2
32	о том что	3	2
33	только в том	4	2
34	в себе и	2	2
35	сама по себе	1	2
36	не только к	1	2
37	к тому что	1	2
38	но и к	1	2
39	таким же образом	2	2
40	друг от друга	2	2
41	она не может	1	2
42	из которых каждый	2	2
43	мы говорили в	1	2
44	и вместе с	2	2
45	в качестве своей	1	1
46	подлежит никакому сомнению	2	1
47	которая в свою	1	1
48	может ли оно	1	1
49	входящего в состав	1	1
50	тем что они	2	1
51	с другом как	1	1
52	его лежит не	1	1
53	в самом деле	4	1
54	с внешней стороны	2	1
55	ли может быть	1	1
56	уже не на	1	1
57	видеть в этой	1	1
58	том виде как	3	1
59	указывает на то	2	1
60	и как бы	2	1
61	что оно есть	1	1
62	за то что	1	1
63	и с точки	1	1
64	том основании что	1	1
65	от того чтобы	1	1
66	смысле этого слова	10	1
67	и в некоторых	1	1
68	бы обозначить как	1	1
69	речь идет о	2	1
70	всех этих случаях	1	1
71	на том основании	1	1
72	в некоторых других	1	1
73	не могло бы	1	1
74	мы не знаем	2	1
75	том числе и	3	1
76	отнюдь не является	1	1
77	так же как	9	1
78	в области внутренней	1	1
79	и только в	1	1
80	тех или иных	1	1
81	между собой и	2	1
82	что оно является	1	1
83	и таким образом	1	1
84	по отношению к	3	1
85	во многих случаях	1	1
86	никакому сомнению что	2	1
87	с другом не	1	1
88	во всех этих	1	1
89	как бы ни	1	1
90	в том чтобы	2	1
91	говорили в начале	1	1
92	и ту же	1	1
93	в том виде	4	1
94	именно в силу	1	1
95	у разных народов	1	1
96	факт что при	1	1
97	заключается в том	18	1
98	с самого начала	6	1
99	из которых каждая	2	1
100	остается в силе	1	1
101	отличается от того	1	1
102	так как это	2	1
103	и более или	1	1
104	потому что так	1	1
105	когда речь идет	1	1
106	и что в	2	1
107	всяком случае не	1	1
108	в тот или	1	1
109	то ни было	1	1
110	и того же	5	1
111	на целый ряд	1	1
112	но мы уже	1	1
113	основе его лежит	1	1
114	совершенно ясно что	1	1
115	заключает в себе	3	1
116	совершенно ином виде	1	1
117	сплошь и рядом	1	1
118	по сравнению со	2	1
119	одну и ту	1	1
120	это противоречие между	1	1
121	все три вида	1	1
122	в связи с	8	1
123	то же самое	9	1
124	в совершенно ином	1	1
125	мы подходим к	1	1
126	мы говорили выше	2	1
127	и все же	1	1
128	в том же	1	1
129	что с точки	1	1
130	в том числе	3	1
131	тем не менее	6	1
132	в результате этого	1	1
133	но все же	1	1
134	часто соединяется с	1	1
135	того и другого	2	1
136	только то что	1	1
137	в другом месте	3	1
138	для нас важно	1	1
139	с ним в	1	1
140	в этом отношении	9	1
141	по отношению ко	1	1
142	в свою очередь	3	1
143	с другом в	1	1
144	в применении к	1	1
145	и не только	1	1
146	в этом и	2	1
147	не просто в	1	1
148	не подлежит никакому	2	1
149	так же и	1	1
150	самом деле для	1	1
151	в значительной степени	1	1
152	в основе его	1	1
153	но даже и	1	1
154	на этот вопрос	2	1
155	то и другое	5	1
156	тот или иной	1	1
157	если только не	1	1
158	так как оно	2	1
159	могут быть различны	1	1
160	состоит в том	4	1
161	одного и того	5	1
162	и в этом	2	1
163	место в мире	1	1
164	друг к другу	1	1
