N	3gram	Vygotskiy_	Russkaja
1	то же время	2	10
2	в то же	2	10
3	с точки зрения	12	9
4	в том что	21	7
5	на самом деле	6	6
6	во всяком случае	7	6
7	для того чтобы	11	6
8	а между тем	1	5
9	до сих пор	8	5
10	в том случае	3	4
11	не может быть	14	4
12	на то что	12	4
13	к тому чтобы	3	4
14	более или менее	3	4
15	бы то ни	2	4
16	во что бы	1	3
17	что бы то	1	3
18	в конце концов	6	3
19	вместе с тем	3	3
20	можно было бы	2	3
21	может быть признан	1	3
22	в данном случае	1	3
23	с тем чтобы	2	3
24	и то что	3	3
25	не может не	1	3
26	том случае если	2	3
27	во всяком другом	1	3
28	и не может	2	3
29	то ни стало	1	3
30	что он не	1	2
31	в том и	4	2
32	и в том	2	2
33	того или иного	1	2
34	самих себя и	1	2
35	в значительной мере	1	2
36	и во всяком	1	2
37	точно так же	6	2
38	тогда когда они	1	2
39	в противоречие с	3	2
40	чтобы понять что	1	2
41	но она не	1	2
42	они принадлежат к	1	2
43	о том что	9	2
44	только в том	4	2
45	сама по себе	2	2
46	к тому что	2	2
47	а следовательно и	1	2
48	точки зрения этой	1	2
49	в другом случае	1	2
50	и не будет	2	2
51	друг от друга	1	2
52	в настоящее время	2	2
53	для всех народов	1	2
54	и вместе с	1	2
55	том случае когда	1	1
56	не знаем и	1	1
57	само собой разумеется	1	1
58	в самом деле	13	1
59	ним в том	1	1
60	даже тогда когда	1	1
61	ли может быть	1	1
62	том виде как	1	1
63	было бы доказать	1	1
64	на точку зрения	1	1
65	лишь тогда когда	1	1
66	стороны и в	1	1
67	указывает на то	4	1
68	и в частности	2	1
69	что оно есть	1	1
70	ни от какого	1	1
71	дело в том	1	1
72	смысле этого слова	2	1
73	если признать что	1	1
74	речь идет о	1	1
75	заключается не в	2	1
76	таким образом оказывается	1	1
77	мы не знаем	1	1
78	том числе и	1	1
79	то совершенно ясно	1	1
80	с совершенной ясностью	1	1
81	отнюдь не является	1	1
82	так же как	8	1
83	тех или иных	2	1
84	и таким образом	4	1
85	во многих случаях	1	1
86	можно ли представить	1	1
87	от того что	2	1
88	если мы в	1	1
89	в том чтобы	9	1
90	и ту же	1	1
91	в согласии с	3	1
92	по крайней мере	1	1
93	в том виде	2	1
94	именно в силу	1	1
95	эта точка зрения	1	1
96	в борьбе за	1	1
97	точки зрения в	1	1
98	заключается в том	13	1
99	а в том	2	1
100	и в других	1	1
101	несмотря на то	2	1
102	с самого начала	1	1
103	который исходит из	1	1
104	из которых каждая	2	1
105	на том же	2	1
106	так как это	1	1
107	и более или	1	1
108	и говорить что	1	1
109	обе точки зрения	1	1
110	и что в	2	1
111	ли представить себе	1	1
112	то ни было	1	1
113	и того же	1	1
114	на целый ряд	1	1
115	основе его лежит	1	1
116	в этом вопросе	1	1
117	совершенно ясно что	16	1
118	заключает в себе	3	1
119	одну и ту	1	1
120	что не только	1	1
121	он не может	3	1
122	в связи с	2	1
123	то же самое	8	1
124	в совершенно ином	1	1
125	в том же	1	1
126	что с точки	1	1
127	в том числе	1	1
128	что все это	2	1
129	тем не менее	6	1
130	в результате этого	1	1
131	образом оказывается что	1	1
132	несмотря на все	4	1
133	того и другого	3	1
134	только то что	2	1
135	можно согласиться с	1	1
136	в этом отношении	7	1
137	вопрос о том	1	1
138	то есть не	1	1
139	в свою очередь	3	1
140	в применении к	2	1
141	это и есть	1	1
142	так же и	1	1
143	это зависит от	1	1
144	самом деле для	1	1
145	в основе его	1	1
146	психологии при этом	1	1
147	отказаться от того	1	1
148	на этот вопрос	1	1
149	о том к	1	1
150	этого вопроса необходимо	1	1
151	состоит в том	3	1
152	к тому же	1	1
153	совершенно очевидно что	2	1
154	одного и того	1	1
155	и в этом	1	1
156	в полной мере	1	1
157	идет не об	1	1
158	речь идет не	2	1
159	собой разумеется что	1	1
160	друг к другу	1	1
161	знаем что и	1	1
162	нечего и говорить	1	1
