N	2gram	Vygotskiy_	Freidism
1	таким образом	30	34
2	и не	18	34
3	точки зрения	27	31
4	не может	31	30
5	в этом	43	28
6	может быть	15	28
7	и в	33	28
8	прежде всего	5	26
9	в его	15	25
10	и его	6	22
11	с помощью	32	20
12	мы можем	15	20
13	как бы	11	19
14	как мы	20	18
15	то что	48	17
16	вовсе не	2	16
17	с точки	12	15
18	точка зрения	8	15
19	все эти	9	15
20	так как	20	15
21	с ним	6	14
22	в своей	5	14
23	так и	8	14
24	самом деле	9	14
25	и все	2	13
26	как и	13	13
27	по отношению	19	13
28	но в	9	13
29	во всех	3	13
30	в самом	10	12
31	то же	12	12
32	ни в	1	12
33	что он	40	12
34	том что	41	12
35	точку зрения	1	12
36	для него	9	12
37	все это	2	12
38	и потому	3	12
39	и наконец	3	12
40	мы видели	10	12
41	только в	21	11
42	мы знаем	5	11
43	сказать что	18	11
44	отношению к	19	11
45	его в	6	11
46	все что	2	10
47	один из	4	10
48	не только	28	10
49	и с	7	10
50	но и	14	10
51	что же	2	10
52	тот же	7	10
53	никогда не	10	10
54	в том	44	10
55	мы уже	4	10
56	в сознание	1	10
57	он не	13	10
58	за пределы	4	10
59	не в	10	10
60	и на	11	9
61	те же	6	9
62	во всяком	4	9
63	совершенно не	5	9
64	мы не	6	9
65	с его	3	9
66	к этому	7	9
67	к нему	4	9
68	в чем	10	9
69	а не	14	9
70	мы должны	13	9
71	и др	1	9
72	могут быть	7	9
73	фрейда и	1	9
74	при этом	9	8
75	все же	5	8
76	еще не	11	8
77	с этим	9	8
78	было бы	18	8
79	знаем что	2	8
80	а в	5	8
81	по мнению	2	8
82	на этом	8	8
83	в ней	2	8
84	всяком случае	2	8
85	что в	33	7
86	и к	7	7
87	не могут	7	7
88	связь с	1	7
89	в жизни	2	7
90	так сказать	1	7
91	хотя бы	5	7
92	в каком	2	7
93	если мы	9	7
94	до конца	3	7
95	что все	9	7
96	и для	3	7
97	из них	6	7
98	на протяжении	2	7
99	того что	34	7
100	не является	7	7
101	но не	13	7
102	об этом	1	7
103	и у	1	7
104	с самого	8	7
105	в нем	10	7
106	в этой	8	7
107	отношение к	12	7
108	в себе	4	7
109	жизни и	2	7
110	и прежде	1	7
111	в то	5	7
112	и ее	2	7
113	более того	1	7
114	зрения на	1	6
115	учение о	3	6
116	если он	4	6
117	в корне	2	6
118	не менее	4	6
119	но мы	7	6
120	к тому	14	6
121	можно сказать	7	6
122	в основе	12	6
123	в свою	5	6
124	для того	20	6
125	из этих	2	6
126	высшей степени	3	6
127	мы имеем	4	6
128	как раз	5	6
129	что такое	6	6
130	во время	1	6
131	на самом	3	6
132	здесь в	1	6
133	сознания и	3	6
134	она не	2	6
135	совсем не	1	6
136	и что	18	6
137	в пределах	6	6
138	и о	1	6
139	в высшей	3	6
140	и только	4	6
141	для этого	3	6
142	всех этих	1	6
143	не можем	2	6
144	что это	1	5
145	процесс образования	9	5
146	в более	2	5
147	со всеми	2	5
148	в своих	5	5
149	ее в	3	5
150	в процессе	37	5
151	с ними	4	5
152	вместе с	9	5
153	со стороны	3	5
154	в следующей	4	5
155	на первый	2	5
156	тех же	1	5
157	т.е в	1	5
158	того чтобы	26	5
159	сознание и	2	5
160	увидим что	1	5
161	говорить о	3	5
162	на основании	2	5
163	и те	2	5
164	самого начала	8	5
165	потому и	4	5
166	что она	3	5
167	он сам	2	5
168	по поводу	3	5
169	во внутреннем	2	5
170	той же	7	5
171	современной психологии	4	5
172	это не	8	5
173	в ее	1	5
174	что и	11	5
175	с их	4	5
176	в которой	8	5
177	тому что	14	5
178	между ними	5	5
179	старой психологии	2	5
180	в этих	7	5
181	в себя	4	5
182	этого учения	1	5
183	внутренней речи	7	5
184	и по	5	5
185	не было	1	5
186	во второй	4	5
187	не знает	6	5
188	как это	11	5
189	только то	4	5
190	от того	8	5
191	заключается в	15	5
192	ничего не	6	5
193	в заключение	1	5
194	в общем	1	5
195	в период	1	5
196	отнюдь не	2	5
197	с которыми	2	4
198	все основные	7	4
199	а потому	3	4
200	мы и	6	4
201	как с	5	4
202	в основном	2	4
203	смысле слова	1	4
204	мысли и	7	4
205	сам по	1	4
206	в виду	4	4
