N	4gram	Vygotskiy_	Dialekti
1	не что иное как	2	18
2	одно и то же	6	12
3	есть не что иное	1	11
4	одна и та же	1	8
5	в то время как	5	8
6	ни в каком случае	1	7
7	одной и той же	5	5
8	с этой точки зрения	4	4
9	в связи с этим	2	4
10	в том смысле что	2	4
11	ничем не отличается от	1	4
12	с одной стороны и	1	4
13	и в этом смысле	1	4
14	и та же вещь	1	3
15	мы можем сказать что	1	3
16	одних и тех же	1	3
17	что одна и та	1	3
18	то же что и	1	3
19	это значит что в	1	3
20	что с точки зрения	1	2
21	заключается вовсе не в	1	2
22	с той или иной	1	2
23	не содержит в себе	1	2
24	так же как и	6	2
25	если принять во внимание	2	2
26	само по себе не	1	1
27	но тем не менее	1	1
28	в том смысле как	1	1
29	с их точки зрения	1	1
30	между тем и другим	1	1
31	оно во всяком случае	1	1
32	все более и более	1	1
33	никогда не бывает в	1	1
34	сомневаться в том что	1	1
35	в том что в	3	1
36	в том отношении что	1	1
37	заключается только в том	2	1
38	и вместе с тем	2	1
39	в такой же мере	1	1
40	мы должны сказать что	2	1
41	все больше и больше	1	1
42	заключается в том что	16	1
43	к одному и тому	5	1
44	бы то ни было	1	1
45	этом мы будем говорить	1	1
46	принять во внимание что	2	1
47	же как и в	1	1
48	можно сомневаться в том	1	1
49	одному и тому же	5	1
50	все равно будет ли	1	1
51	точно так же как	1	1
52	не только в смысле	1	1
53	и в том что	1	1
54	том смысле что они	2	1
55	в том случае если	2	1
56	в том что она	1	1
57	что в основе их	2	1
58	и в этом заключается	1	1
59	в этом и заключается	2	1
60	для того чтобы дать	1	1
61	с другой стороны мы	1	1
62	даже если бы мы	1	1
63	то время как в	1	1
64	от частного к общему	1	1
65	не чем иным как	1	1
66	в том что он	1	1
67	и во всяком случае	2	1
68	по себе не имеет	1	1
69	в том что они	2	1
70	ничем не отличаются от	1	1
71	легко заметить что это	1	1
72	которые не могут быть	1	1
73	и с точки зрения	1	1
74	друг с другом в	1	1
75	приводит к тому что	1	1
76	в самом деле если	1	1
