N	2gram	Trubetskoy	VrazhdaK
1	не только	9	9
2	в этом	17	8
3	и в	14	8
4	и что	2	8
5	что в	4	7
6	и все	1	7
7	но и	10	7
8	то что	13	7
9	как и	4	6
10	и даже	2	6
11	и с	7	6
12	все же	4	6
13	в котором	2	6
14	в начале	2	6
15	в нем	5	6
16	но в	2	6
17	то же	11	5
18	у него	2	5
19	в россии	6	5
20	и не	19	5
21	между тем	5	5
22	об этом	1	5
23	не было	3	5
24	же время	10	5
25	в то	10	5
26	это не	1	4
27	при этом	5	4
28	несмотря на	3	4
29	с ним	2	4
30	для нас	2	4
31	все это	6	4
32	в своих	6	4
33	что он	6	4
34	о том	7	4
35	может быть	9	4
36	в ней	2	4
37	целый ряд	2	4
38	в истории	1	4
39	в россию	2	4
40	как бы	4	4
41	так же	2	4
42	что у	1	3
43	в его	4	3
44	в том	17	3
45	его в	4	3
46	связи с	3	3
47	в связи	1	3
48	и как	3	3
49	тем что	3	3
50	в те	1	3
51	речь идет	2	3
52	что князь	1	3
53	и у	1	3
54	о себе	1	3
55	человека в	1	3
56	он был	1	3
57	чтобы он	1	3
58	том что	9	3
59	он не	5	3
60	в конце	3	3
61	к творчеству	1	3
62	и о	2	3
63	в своем	6	3
64	на то	5	3
65	к этому	1	3
66	по нашему	1	3
67	и во	3	3
68	таким образом	11	2
69	и то	4	2
70	время и	1	2
71	к себе	2	2
72	мы знаем	1	2
73	с точки	9	2
74	для него	6	2
75	его и	2	2
76	о которой	1	2
77	за границей	1	2
78	как же	1	2
79	россии в	7	2
80	отношения к	2	2
81	в мире	4	2
82	их в	2	2
83	же как	1	2
84	в своей	5	2
85	вместе с	4	2
86	не менее	1	2
87	и это	1	2
88	и стал	1	2
89	на первый	1	2
90	еще не	3	2
91	но как	1	2
92	а с	2	2
93	это в	2	2
94	европейская цивилизация	1	2
95	в свою	1	2
96	в этой	4	2
97	что к	1	2
98	человека с	1	2
99	тогда как	2	2
100	а в	5	2
101	на это	2	2
102	к ним	1	2
103	в одну	1	2
104	уже не	2	2
105	из них	3	2
106	этот человек	2	2
107	в себе	9	2
108	с нею	3	2
109	в глазах	2	2
110	не может	22	2
111	место в	2	2
112	с которым	1	2
113	столь же	1	2
114	том же	2	2
115	точки зрения	11	2
116	тем более	1	2
117	одна из	3	2
118	об этой	1	2
119	он сам	3	2
120	на место	1	2
121	отнюдь не	7	2
122	но это	2	2
123	во время	2	2
