N	3gram	Bakhtin_Fr	Vvedenie
1	в том что	4	15
2	о том что	4	13
3	в этом смысле	1	10
4	в широком смысле	1	7
5	до сих пор	3	7
6	в применении к	1	6
7	в самом деле	3	6
8	не трудно видеть	1	6
9	в то же	12	6
10	то же время	12	6
11	на этот вопрос	1	5
12	не что иное	1	5
13	что иное как	1	5
14	с другой стороны	2	5
15	во всяком случае	1	5
16	и в том	1	4
17	по отношению к	3	4
18	с точки зрения	4	4
19	и в особенности	1	4
20	можно было бы	2	4
21	не только в	1	4
22	в данном случае	1	4
23	но все же	1	4
24	с одной стороны	3	4
25	в этом отношении	3	4
26	и в этом	1	4
27	одной стороны и	1	3
28	той или иной	1	3
29	большей или меньшей	2	3
30	заключается в том	1	3
31	в чем же	2	3
32	и в самом	1	3
33	в свое время	2	3
34	в строгом смысле	1	3
35	дело в том	2	3
36	но в то	3	3
37	как мы видели	4	3
38	и то что	1	3
39	есть не что	1	3
40	с тем что	1	3
41	то же самое	1	3
42	по этому поводу	1	3
43	в целом ряде	1	2
44	в свою очередь	3	2
45	мы уже знаем	1	2
46	в значительной мере	1	2
47	дело не с	1	2
48	только после того	1	2
49	том или ином	2	2
50	до наших дней	2	2
51	что же касается	1	2
52	на котором он	1	2
53	в известной мере	1	2
54	как мы уже	4	2
55	сам по себе	2	2
56	смысле этого слова	1	2
57	в первом случае	1	2
58	в конце концов	5	2
59	потому что он	1	2
60	в том или	2	2
61	что в нем	1	2
62	что в этом	1	2
63	и того же	1	2
64	и не могут	1	2
65	имеет дело с	1	2
66	в связи с	2	2
67	во второй половине	1	2
68	а так как	1	2
69	в другом месте	3	2
70	одного и того	1	2
71	этой традиции и	1	2
72	после того как	6	2
73	а также и	3	2
74	в эпоху возрождения	1	1
75	дошедшие до нас	1	1
76	так чтобы в	1	1
77	в той или	1	1
78	и в целом	1	1
79	таким образом мы	1	1
80	в том же	1	1
81	все то что	3	1
82	и др в	1	1
83	имеет дело не	1	1
84	о котором мы	4	1
85	не могли не	1	1
86	каждым новым поколением	1	1
87	тем что в	1	1
88	но если он	1	1
89	и до наших	2	1
90	в отношениях между	1	1
91	он должен быть	1	1
92	одним из самых	2	1
93	но и в	2	1
94	потому что это	1	1
95	как это было	1	1
96	роста и развития	1	1
97	не в этом	1	1
98	как он сам	1	1
99	на самом деле	1	1
100	именно в них	1	1
101	здесь как и	1	1
102	среди них были	1	1
103	в гораздо большей	1	1
104	с каждым новым	1	1
105	было бы сказать	1	1
106	а именно в	1	1
107	материя из которой	1	1
108	и не в	1	1
109	как один из	2	1
110	включают в себя	1	1
111	только в их	1	1
112	и что это	1	1
113	в том числе	4	1
114	в средние века	9	1
115	литературы в широком	1	1
116	у него в	2	1
117	более или менее	3	1
118	таким образом нет	1	1
119	и есть то	2	1
120	в большей или	2	1
121	особое отношение к	1	1
122	не только с	2	1
123	по содержанию своему	1	1
124	нужно сказать что	3	1
125	при помощи которого	1	1
126	форм только в	1	1
127	находит свое выражение	1	1
128	все же в	1	1
129	в его время	1	1
130	в них и	1	1
131	и в более	1	1
132	не потому что	1	1
133	именно потому что	1	1
134	сказать что в	1	1
135	но уже в	2	1
136	в настоящее время	1	1
137	во всех его	3	1
138	в достаточной степени	1	1
139	по своему характеру	1	1
140	из которой состоит	1	1
141	как мы видим	5	1
142	того чтобы говорить	1	1
143	как раз в	1	1
144	ближе всего к	1	1
145	слова таким образом	1	1
146	второй половине xix	1	1
147	уже и в	1	1
148	кроме того они	1	1
149	или меньшей степени	1	1
150	целом ряде других	1	1
151	имеем в виду	2	1
152	и прежде всего	2	1
153	мы имеем в	2	1
154	том что в	1	1
155	с самого начала	1	1
156	том что он	1	1
157	точки зрения совершенно	1	1
158	дошедших до нас	1	1
159	того что находится	1	1
160	и как раз	1	1
161	нечто замкнутое и	1	1
162	то обстоятельство что	1	1
163	в нем все	1	1
164	же время в	1	1
165	имел в виду	1	1
166	та или иная	1	1
167	большую или меньшую	1	1
168	притом не только	1	1
169	и до нас	1	1
170	в предисловии к	1	1
171	то все это	1	1
172	в начале этой	1	1
173	из того что	1	1
174	с этой целью	1	1
175	в значительной степени	3	1
176	это прежде всего	3	1
177	прежде всего в	4	1
178	то что в	2	1
179	но от этого	1	1
180	всего того что	1	1
181	и здесь как	1	1
182	потому что они	1	1
183	и из него	1	1
