N	3gram	Vygotskiy_	Formalny
1	с точки зрения	11	40
2	не может быть	5	29
3	в связи с	8	16
4	во всяком случае	10	16
5	по отношению к	3	12
6	в самом деле	4	11
7	так и в	2	11
8	в этом отношении	9	11
9	бы то ни	1	10
10	в зависимости от	6	10
11	с другой стороны	5	9
12	для того чтобы	14	8
13	до сих пор	3	8
14	вместе с тем	11	8
15	как мы видели	4	8
16	с одной стороны	8	8
17	в применении к	1	7
18	более или менее	3	7
19	того или иного	2	7
20	сами по себе	4	7
21	то ни было	1	7
22	в высшей степени	11	7
23	в свою очередь	3	7
24	и в этом	2	7
25	в том что	41	6
26	с тем что	4	6
27	сам по себе	2	6
28	в данном случае	1	6
29	мы полагаем что	1	6
30	не только не	1	6
31	раз и навсегда	1	6
32	смысле этого слова	10	6
33	одной стороны и	1	5
34	к тому чтобы	1	5
35	в этом смысле	7	5
36	одни и те	3	5
37	в отличие от	8	5
38	к тому что	1	5
39	может войти в	1	5
40	в значительной степени	1	5
41	между звуком и	1	5
42	и те же	3	5
43	связи с этим	2	5
44	как бы ни	1	5
45	мы не можем	2	5
46	тем не менее	6	4
47	все более и	1	4
48	не следует что	1	4
49	в конце концов	1	4
50	в последнем счете	1	4
51	более и более	1	4
52	не могут быть	1	4
53	только и может	1	4
54	не входит в	1	4
55	но все же	1	4
56	с тем же	1	4
57	но и в	1	4
58	как и все	1	4
59	подобно тому как	1	4
60	с самого начала	6	4
61	и не могут	1	4
62	по аналогии с	1	4
63	сама по себе	1	4
64	только в процессе	1	3
65	и тот же	6	3
66	какого бы то	1	3
67	в том числе	3	3
68	убедиться в этом	1	3
69	сменяют друг друга	1	3
70	всяком случае в	1	3
71	так или иначе	1	3
72	друг с другом	10	3
73	не только на	1	3
74	то же что	1	3
75	не сводится к	1	3
76	том числе и	3	3
77	то же самое	9	3
78	таким образом не	1	3
79	только то что	1	3
80	на первый план	5	3
81	и во всяком	2	3
82	с тем и	4	3
83	в том смысле	3	3
84	в том чтобы	2	3
85	один и тот	6	3
86	мы увидим что	1	3
87	при этом не	1	3
88	то и другое	5	3
89	как мы увидим	2	3
90	с ее помощью	1	3
91	между этими двумя	1	3
92	а в связи	1	2
93	с его помощью	1	2
94	по себе а	1	2
95	не могло бы	1	2
96	о том как	1	2
97	том смысле что	2	2
98	отнюдь не является	1	2
99	в известной степени	1	2
100	но все эти	1	2
101	в собственном смысле	12	2
102	мы говорим о	1	2
103	не выходит за	1	2
104	хотя бы и	2	2
105	с этой точки	4	2
106	вовсе не в	1	2
107	друг от друга	2	2
108	она не может	1	2
109	только на основе	1	2
110	но даже и	1	2
111	одних и тех	1	2
112	в том случае	2	2
113	не потому что	1	2
114	в такой же	2	2
115	что перед нами	3	2
116	между тем как	4	2
117	могло бы быть	1	2
118	тех или иных	1	2
119	как и всякая	1	2
120	и тем самым	3	2
121	точки зрения ее	1	2
122	те же слова	1	2
123	в последнее время	4	2
124	как если бы	2	2
125	из того что	3	2
126	так же и	1	2
127	и в том	1	2
128	слова и его	1	2
129	мы видели что	4	2
