N	4gram	Propp_Isto	Myslijsy
1	по мере того как	3	14
2	в то же время	1	13
3	но тем не менее	1	10
4	только в том что	1	8
5	одно и то же	2	7
6	в том смысле в	1	6
7	том смысле в каком	1	6
8	в то время как	3	4
9	в том смысле что	1	4
10	не что иное как	1	4
11	с этой точки зрения	2	3
12	только после того как	1	3
13	с одной стороны и	1	3
14	тем не менее в	1	3
15	вопрос о том что	1	2
16	выше мы видели что	1	2
17	в этом случае мы	2	2
18	состоит в том что	1	2
19	внимание на то что	1	2
20	и т д то	1	2
21	которые не могут быть	1	2
22	состоит не в том	1	1
23	то это было бы	1	1
24	менее можно сказать что	1	1
25	и т д в	1	1
26	вместе с тем мы	1	1
27	с другой стороны в	1	1
28	смысле этого слова а	1	1
29	и с этой стороны	1	1
30	вовсе не в том	1	1
31	как мы видели выше	1	1
32	ему в то же	1	1
33	не в том чтобы	1	1
34	таким образом мы видим	1	1
35	переходят друг в друга	1	1
36	если бы мы не	1	1
37	и вместе с тем	1	1
38	же как и в	1	1
39	в том что она	1	1
40	на этот вопрос мы	1	1
41	дело вовсе не в	1	1
42	до сих пор не	1	1
43	легко представить себе что	1	1
44	то время как она	1	1
45	можно бы думать что	2	1
46	сам по себе не	1	1
47	играет ту же роль	1	1
48	не менее можно сказать	1	1
49	не сам по себе	1	1
50	мы видели что в	1	1
51	указывает на то что	1	1
52	тем не менее она	1	1
53	ответить на этот вопрос	1	1
54	здесь как и в	2	1
55	выводы можно сделать из	1	1
56	говорит так как человек	1	1
57	тем не менее можно	1	1
58	чтобы ответить на этот	1	1
59	иметь в виду что	1	1
60	в том числе и	2	1
61	ту же роль что	1	1
62	мы до сих пор	2	1
63	и т д и	1	1
64	уже после того как	2	1
65	но вместе с тем	4	1
66	если бы она не	1	1
67	так же как и	4	1
68	кого мы до сих	1	1
69	точно так же как	2	1
70	д и т д	1	1
71	есть не что иное	1	1
