N	3gram	Bakhtin_Pr	Problemy
1	с точки зрения	21	39
2	то же время	13	33
3	в то же	13	33
4	по отношению к	12	32
5	к себе самому	4	24
6	не может быть	8	22
7	в этом смысле	12	20
8	в большинстве случаев	10	19
9	в романах достоевского	6	19
10	до сих пор	9	19
11	в том что	6	18
12	человека из подполья	3	18
13	с самим собою	2	17
14	в том числе	1	17
15	о себе самом	12	17
16	том числе и	1	15
17	на самом деле	4	15
18	с самого начала	1	15
19	друг с другом	3	14
20	в творчестве достоевского	5	14
21	и не может	6	14
22	но в то	7	13
23	в его целом	6	12
24	человек из подполья	4	12
25	в пределах одного	6	12
26	в конце концов	7	12
27	на чужое слово	12	12
28	можно сказать что	2	11
29	в самом деле	6	11
30	с самим собой	1	11
31	и в этом	5	11
32	о том что	2	11
33	в отношении к	3	10
34	той или иной	1	10
35	с другой стороны	6	10
36	во всяком случае	4	10
37	в этом отношении	3	10
38	и в то	2	10
39	в мире достоевского	4	10
40	в произведениях достоевского	6	10
41	мы уже говорили	3	10
42	как мы уже	2	9
43	в отличие от	4	9
44	сама по себе	5	9
45	можно было бы	3	9
46	в одной плоскости	7	9
47	как мы сказали	3	9
48	по замыслу достоевского	2	9
49	слово о себе	5	9
50	в той или	1	8
51	записок из подполья	2	8
52	по крайней мере	2	8
53	по сравнению с	1	8
54	в зависимости от	5	8
55	как бы в	6	8
56	друг к другу	1	8
57	на свой предмет	6	7
58	зрения на мир	4	7
59	себе самому и	1	7
60	как и в	3	7
61	как и все	4	7
62	более или менее	4	7
63	как раз и	5	7
64	к нему и	2	7
65	большей или меньшей	2	7
66	в полифоническом романе	2	7
67	в его творчестве	3	7
68	подобно тому как	3	7
69	в романе достоевского	6	7
70	нам кажется что	3	7
71	я ведь и	4	6
72	же время не	3	6
73	так и в	2	6
74	смысле этого слова	1	6
75	романа в его	3	6
76	но все же	3	6
77	идет не об	2	6
78	с их мирами	6	6
79	человека и его	2	6
80	в бедных людях	4	6
81	полифоническом романе достоевского	2	6
82	для себя самого	1	6
83	и в нем	2	6
84	бы он ни	2	6
85	и наконец в	2	6
86	он ни был	2	6
87	стиль и тон	2	6
88	в каждом из	1	6
89	герой из подполья	2	6
90	сами по себе	4	6
91	именно потому что	2	6
92	то перед нами	7	6
93	в высшей степени	1	6
94	бы то ни	3	6
95	дело идет не	2	6
96	а между тем	1	6
97	в большей или	2	6
98	хотя и не	3	6
99	или меньшей степени	2	6
100	том что он	5	6
101	видения и изображения	6	6
102	ивана карамазова и	3	5
103	все то что	3	5
104	самого героя и	3	5
105	хотя бы и	3	5
106	друг от друга	1	5
107	к тому же	2	5
108	сам по себе	2	5
109	между тем как	5	5
110	он в сущности	1	5
111	не входит в	4	5
112	то ни было	2	5
113	чужое слово и	4	5
114	в той же	3	5
115	в его романах	1	5
116	в одном из	2	5
117	может быть даже	1	5
118	литературы о достоевском	5	5
119	дело в том	1	5
120	так же как	1	5
121	мы имеем в	1	5
122	к одному знаменателю	2	5
123	он и не	1	5
124	одной плоскости с	4	5
125	точки зрения нашего	1	5
126	может быть и	2	5
127	к чужому сознанию	1	5
128	почти никогда не	1	5
129	героя и его	3	5
130	он не может	1	5
131	и сам знаю	3	5
132	многопланность и противоречивость	5	5
133	последняя смысловая инстанция	5	5
134	друг на друга	2	5
135	с чужим словом	5	5
136	человека в человеке	4	5
137	ну что ж	3	5
138	но на самом	1	5
139	в данном случае	2	5
140	как нам кажется	3	5
141	друг друга но	1	5
142	это вовсе не	2	5
143	к чужому слову	6	5
144	человека с человеком	1	5
145	а не как	5	5
146	и не в	1	5
147	художественного видения и	3	5
148	себе самом и	5	5
149	как мы видели	1	5
150	в этом произведении	1	5
151	имеем в виду	1	5
152	идеи у достоевского	1	5
153	сам знаю что	3	5
154	на устную речь	5	5
155	и до конца	2	5
156	то что я	1	5
157	зрения нашего тезиса	1	5
158	а может быть	1	4
159	вполне понятно что	2	4
160	новое отношение к	1	4
161	а вовсе не	2	4
162	из подполья и	3	4
163	для того чтобы	1	4
164	авторской точки зрения	2	4
165	потому что она	3	4
166	отношении к другому	1	4
167	кругозор самого героя	3	4
168	дело идет о	4	4
169	нам важна здесь	1	4
170	но только в	1	4
171	сознаний с их	5	4
172	они уже не	3	4
173	художественного мира достоевского	1	4
174	как если бы	3	4
175	нужно сказать что	1	4
176	утвердить чужое я	4	4
177	героя о себе	4	4
178	что у достоевского	1	4
179	в одном сознании	2	4
180	достоевский прежде всего	2	4
181	двух голосов в	1	4
182	здесь конечно не	2	4
183	в чужих устах	1	4
184	слово у достоевского	3	4
185	на чужую речь	4	4
186	в его мире	2	4
187	уже говорили что	1	4
188	как и у	1	4
189	с ним и	2	4
190	из одного куска	4	4
191	ни в одном	3	4
192	из подполья не	1	4
193	если б я	1	4
194	в нем и	1	4
195	является одним из	1	4
196	что ж тут	3	4
197	прежде всего в	1	4
198	для него самого	2	4
199	и в целом	2	4
200	себе еще не	4	4
201	ведь и сам	3	4
202	в одном слове	3	4
203	в кругозор самого	3	4
204	точку зрения на	3	4
205	в монологическом мире	3	4
206	и во всех	1	4
207	тем не менее	2	4
208	перед нами в	2	4
209	такой как и	4	4
210	может быть только	1	4
211	проявляется и в	2	4
212	что он сам	1	4
213	по себе еще	4	4
214	типа а не	2	4
215	само по себе	4	4
216	в обычном смысле	1	4
217	в его произведениях	2	4
218	по ту сторону	2	4
219	и в других	2	4
220	что он есть	2	4
221	романа достоевского в	2	4
222	диалог у достоевского	1	4
223	то что было	4	4
224	что может быть	3	4
225	не как объект	4	4
226	глубины души человеческой	3	4
227	пределах одного контекста	4	4
228	в каждом слове	1	4
229	в то время	2	4
230	видения и понимания	4	4
231	что дело идет	1	4
232	не только в	2	4
233	разновидности третьего типа	4	4
234	что в нем	1	4
235	же как и	2	4
236	на этот вопрос	2	4
237	и в сущности	2	4
238	мы увидим что	1	4
239	раскольникова ивана карамазова	2	3
240	карамазова и других	1	3
241	при этом каждое	1	3
242	это не значит	3	3
243	что она не	3	3
244	самосознание как художественная	2	3
245	даже в пределах	1	3
246	то что он	1	3
247	в одном голосе	2	3
248	с авторским словом	2	3
249	перебой голосов в	3	3
250	в художественном мире	3	3
251	во всех его	1	3
252	оно должно быть	2	3
253	в собственном смысле	1	3
254	свои мысли в	1	3
255	да и только	2	3
256	входит в замысел	2	3
257	из этих трех	3	3
258	но это ничего	2	3
259	у него в	2	3
260	чужого слова с	2	3
261	не совпадает с	1	3
262	она не может	1	3
263	отношения к чужому	2	3
264	в направлении его	3	3
265	новая авторская позиция	1	3
266	точек зрения и	3	3
267	но при этом	2	3
268	в приведенном отрывке	2	3
269	не потому что	1	3
270	мир и на	2	3
271	каждый из них	1	3
272	с другими сознаниями	3	3
273	слово с оглядкой	2	3
274	и в словах	2	3
275	героя и слово	1	3
276	в самом построении	2	3
277	достоевского с точки	1	3
278	а потому и	1	3
279	полифонический роман достоевского	2	3
280	достоевского в этом	2	3
281	немного делаю тем	2	3
282	но не в	1	3
283	в этой форме	2	3
284	в самом предмете	3	3
285	деле такого что	3	3
286	к тому что	1	3
287	а как другой	3	3
288	объект а как	3	3
289	в литературе о	1	3
290	таким образом и	2	3
291	рядом с другими	3	3
292	то же самое	1	3
293	того что он	1	3
294	разнонаправленное двуголосое слово	3	3
295	и в романе	2	3
296	речь макара девушкина	3	3
297	со всеми ее	1	3
298	никогда не бывает	1	3
299	он дескать переписывает	3	3
300	его художественного видения	2	3
301	но и в	1	3
302	нести в произведении	3	3
303	как мы знаем	1	3
304	не только слово	1	3
305	там где она	1	3
306	именно тем что	1	3
307	у достоевского нет	1	3
308	этой точки зрения	2	3
309	тем что переписываю	2	3
310	для достоевского не	3	3
311	но и не	2	3
312	друг против друга	2	3
313	сознании и в	2	3
314	того и другого	2	3
315	авторское слово не	2	3
316	в скрытой полемике	3	3
317	типов и разновидностей	3	3
318	на вопрос кто	2	3
319	как художественная доминанта	2	3
320	в самой структуре	2	3
321	он только так	2	3
322	как чужой голос	1	3
323	что я немного	3	3
324	достоевского как мы	3	3
325	он остается в	1	3
326	всего его творчества	1	3
327	резко отличается от	2	3
328	не сливается с	2	3
329	еще более резкой	1	3
330	как и герой	3	3
331	точки зрения монологического	3	3
332	как и его	1	3
333	но это не	2	3
334	а не о	1	3
335	и это не	3	3
336	на тему о	1	3
337	не значит конечно	2	3
338	художественном мире достоевского	3	3
339	у него нет	1	3
340	значение для понимания	1	3
341	подполья не только	1	3
342	выходит за пределы	1	3
343	не изображаются они	2	3
344	прямым авторским словом	3	3
345	как мы увидим	3	3
346	автора о герое	2	3
347	тем что он	1	3
348	никогда не может	2	3
349	потому что у	1	3
350	у достоевского как	1	3
351	и на его	1	3
352	свое последнее слово	1	3
353	теперь мы должны	1	3
354	слово героя и	1	3
355	слова и его	1	3
356	романа но и	1	3
357	произведений достоевского мы	2	3
358	литература о достоевском	1	3
359	такого что переписываю	3	3
360	в письме к	2	3
361	вопрос кто он?	2	3
362	для него в	2	3
363	отношение к слову	1	3
364	знаю что я	3	3
365	и даже не	1	3
366	в чужом слове	3	3
367	чужое я не	3	3
368	достоевского таким образом	1	3
369	становления единого духа	3	3
370	образа героя и	1	3
371	чужое слово в	3	3
372	в этом случае	1	3
373	к своему предмету	2	3
374	сам с собою	1	3
375	и понимания мира	3	3
376	и в стилизации	3	3
377	самом деле такого	3	3
378	достоевского так же	1	3
379	его видения и	2	3
380	материале произведений достоевского	3	3
381	голосов в одном	1	3
382	слово о мире	2	3
383	на мир и	2	3
384	приведенном нами отрывке	2	3
385	к творчеству достоевского	1	3
386	словом о себе	1	3
387	чужого слова и	3	3
388	то же что	3	3
389	отношению к чужому	2	3
390	увидеть и показать	1	3
391	творчестве достоевского в	1	3
392	тех или иных	1	3
393	и слово о	1	3
394	свою прямую значимость	1	3
395	значит конечно что	2	3
396	особенности произведений достоевского	1	3
397	я немного делаю	3	3
398	видеть и изображать	3	3
399	жизнь слова в	3	3
400	формообразующей идеологии достоевского	1	3
401	я не как	3	3
402	в значительной степени	1	3
403	самого начала все	1	3
404	доминанта в построении	2	3
405	раз и навсегда	1	3
406	была для него	3	3
407	там где он	1	3
408	в себе его	2	3
409	в том и	2	3
410	и в том	1	3
411	на то что	2	3
412	чужое слово как	3	3
413	и его слово	2	3
414	самом и о	4	3
415	к другому и	1	3
416	бы ни были	2	3
417	входит в его	1	3
418	делаю тем что	2	3
419	стиля и тона	3	3
420	у самого достоевского	1	3
421	в пределы одного	2	3
422	же и нет	2	3
423	а следовательно и	2	3
424	конечно не в	2	3
425	а в то	2	3
426	и так сказать	1	3
427	не может до	1	3
428	мысли в точку	2	3
429	как объект а	3	3
430	здесь мы должны	1	3
431	чужим словом в	3	3
432	но именно этот	1	3
433	ж тут в	2	3
434	и до сих	1	3
435	чужого слова в	3	3
436	я не могу	1	3
437	автора и как	2	3
438	в лучшем случае	2	3
439	то все же	1	3
440	как другой субъект	3	3
441	уже в первом	1	3
442	да ведь это	2	3
443	при всей их	1	3
444	но тем не	1	3
445	в сущности не	1	3
446	в высшем смысле	1	3
447	личного стиля и	3	3
448	все в нем	1	3
449	той же основной	2	3
450	достоевского и в	1	3
451	и в пародии	3	3
452	совпадает с самим	1	3
453	как чужое слово	3	3
454	может до конца	1	3
455	это и есть	1	3
456	то время как	2	3
457	как не выдуман	3	3
458	пределы одного сознания	2	3
459	слово о слове	1	3
460	тут в самом	3	3
461	последней разновидности третьего	3	3
462	в каждом романе	2	2
463	и слово рассказа	1	2
464	что переписываю да	2	2
465	равноправных сознаний с	2	2
466	в такие эпохи	2	2
467	то что в	1	2
468	аристократ бульварного романа	2	2
469	растворяет в себе	2	2
470	униженных и оскорбленных	1	2
471	в него как	2	2
472	словесных типов и	2	2
473	является может быть	1	2
474	в своих письмах	1	2
475	вы и не	2	2
476	себя в чужих	1	2
477	способность достоевского видеть	1	2
478	от чужого слова	1	2
479	что он не	1	2
480	нужно быть никому	2	2
481	между ними существуют	1	2
482	роман с идеей	2	2
483	утверждение гроссмана что	2	2
484	не характер не	1	2
485	как будто бы	1	2
486	творчестве достоевского но	2	2
487	которая как мы	2	2
488	на друга и	2	2
489	что в мире	1	2
490	он не принимает	1	2
491	слово как слово	2	2
492	непосредственное выражение в	3	2
493	романов достоевского к	1	2
494	утверждение чужого сознания	2	2
495	точка зрения на	2	2
496	ну давай рассуждать	2	2
497	и в диалоге	2	2
498	в одном замкнутом	1	2
499	его о себе	2	2
500	по себе но	1	2
501	как один из	2	2
502	и в этих	1	2
503	уже не могут	2	2
504	так сказать по	1	2
505	перегородкой живу но	2	2
506	слово и на	1	2
507	от характера типа	2	2
508	с теорией среды	1	2
509	нет дело идет	1	2
510	он сам по	1	2
511	все эти композиционные	2	2
512	этими двумя пределами	1	2
513	чтобы в нем	1	2
514	предвосхищением чужого слова	2	2
515	самой этой комнате	2	2
516	что переписываю что	2	2
517	формулы и категории	2	2
518	меня кусок хлеба	2	2
519	находим у достоевского	1	2
520	стиль можно пародировать	2	2
521	они и не	1	2
522	к нему как	1	2
523	для него не	2	2
524	при понижении объектности	2	2
525	самом деле в	1	2
526	в пространстве а	2	2
527	он тоже может	2	2
528	странника макара долгорукого	1	2
529	пределах одного монологического	2	2
530	если бы он	1	2
531	какой был что	2	2
532	сосуществование и взаимодействие	2	2
533	которые были бы	2	2
534	художественного изображения героя	2	2
535	самой структуре романа	2	2
536	и завершающим авторским	2	2
537	в авторской речи	1	2
538	пределах отдельных сознаний	2	2
539	речах хромоножки в	1	2
540	то есть я	2	2
541	своим убеждениям и	2	2
542	что они не	1	2
543	целое в этом	1	2
544	пространстве а не	2	2
545	чужое слово о	2	2
546	точки зрения его	1	2
547	до конца может	2	2
548	к слиянию голосов	1	2
549	единого диалектического ряда	2	2
550	зрения на него	2	2
551	в одном времени	2	2
552	и сердце к	1	2
553	том и другом	1	2
554	пародия может быть	2	2
555	прислушивается к каждому	2	2
556	отрицаемая чужая мысль	2	2
557	творчества достоевского как	1	2
558	а что он	1	2
559	множественность равноправных сознаний	2	2
560	при полном реализме	1	2
561	он есть а	2	2
562	пьедестал будущий человек	2	2
563	для наших целей	1	2
564	как композиционное замещение	2	2
565	его жизнь в	1	2
566	в плоскости одного	2	2
567	достоевского не в	2	2
568	отпечаток его личного	2	2
569	с оглядкой на	2	2
570	как бы не	1	2
571	с беспорядочным началом	1	2
572	переписываю да все-таки	2	2
573	рядом с этим	1	2
574	достоевского переходим к	1	2
575	иногда же она	1	2
576	в тягость у	2	2
577	но не только	1	2
578	сухость рассказа иногда	1	2
579	положение в котором	2	2
580	иногда до жиль-блаза	1	2
581	конечно далеко не	1	2
582	о том же	2	2
583	сохранить за собой	1	2
584	его отношения к	1	2
585	у достоевского почти	1	2
586	диалога у достоевского	1	2
587	да все-таки я	2	2
588	в его мировоззрении	2	2
589	вот дескать кухня	1	2
590	точки зрения своей	1	2
591	на себя самого	1	2
592	в пределах отдельных	2	2
593	идея как предмет	2	2
594	из авторского замысла	2	2
595	боится чтобы не	1	2
596	достоевского мы остановимся	1	2
597	приносит с собою	1	2
598	и не принимает	1	2
599	ибо и в	1	2
600	приговоренного к смертной	1	2
601	на твердом фоне	2	2
602	объектности чужого слова	2	2
603	чтобы убедиться в	1	2
604	друг за другом	2	2
605	и не о	1	2
606	тенденция к нему	1	2
607	идеи в нем	2	2
608	так как его	1	2
609	но у каждого	1	2
610	бы тот же	1	2
611	основной особенности его	1	2
612	себе самом с	2	2
613	сосредоточить в одном	2	2
614	макара долгорукого и	1	2
615	между этими двумя	1	2
616	не согласиться с	2	2
617	как будто и	2	2
618	пафоса личности в	2	2
619	видения мира и	1	2
620	работ о нем	1	2
621	в этом глубокое	1	2
622	романа достоевского как	3	2
623	идей мыслей положений	1	2
624	и если не	1	2
625	устойчивую позицию вовне	1	2
626	из подполья но	1	2
627	его личного стиля	2	2
628	но как в	1	2
629	свое своеобразие и	2	2
630	а затем и	1	2
631	едином объективном мире	1	2
632	сравнительно с беспорядочным	1	2
633	в столкновение с	2	2
634	может быть более	2	2
635	они вовсе не	1	2
636	все эти определения	2	2
637	добытый законно и	2	2
638	не появляется в	1	2
639	достоевского и его	1	2
640	не только не	2	2
641	до достоевского с	1	2
642	чужим словам о	1	2
643	и человек из	2	2
644	в речах хромоножки	1	2
645	является лишь одним	2	2
646	сказать что достоевский	1	2
647	в плоскости их	2	2
648	среди других слов	1	2
649	строится так чтобы	2	2
650	как бы дана	2	2
651	но в этом	1	2
652	ведь что же	2	2
653	тон и стиль	1	2
654	самим по себе	1	2
655	большинстве случаев в	2	2
656	только в нем	1	2
657	во всех явлениях	2	2
658	поэтому слово о	2	2
659	художественного мира но	2	2
660	по данному вопросу	1	2
661	как и всегда	1	2
662	со стороны самого	1	2
663	себя на фоне	2	2
664	есть если бы	1	2
665	духе и в	1	2
666	не укладывается в	1	2
667	дело далеко не	2	2
668	отчего же и	2	2
669	и вообще всех	1	2
670	то будет господствовать	2	2
671	напряженный характер в	1	2
672	им и не	1	2
673	позиции по отношению	1	2
674	то пошло то	2	2
675	и герои его	1	2
676	и еще не	1	2
677	приводит к распадению	2	2
678	и о мире	2	2
679	и другом случае	1	2
680	его личности и	1	2
681	а не только	1	2
682	художественного видения достоевского	2	2
683	характерный для всего	1	2
684	макара девушкина но	1	2
685	в которых может	2	2
686	и входит в	2	2
687	не завершен и	1	2
688	будет? кстати ли	1	2
689	себе а то	2	2
690	индивидуального волевого акта	2	2
691	авторского изображения и	2	2
692	вовсе не исчерпывается	1	2
693	слова он сам	2	2
694	художественного задания достоевского	2	2
695	приводит его к	1	2
696	и иван карамазов	1	2
697	свой предмет и	1	2
698	ли? он дескать	2	2
699	что в большинстве	2	2
700	письме к брату	1	2
701	вовсе еще не	1	2
702	прежде всего как	1	2
703	не думайте маточка	1	2
704	ну так вы	2	2
705	у ивана карамазова	1	2
706	как в музыке	2	2
707	авторское слово или	1	2
708	лежащие в основе	2	2
709	основные особенности и	1	2
710	беспрерывно постановляется на	2	2
711	проявляется прежде всего	1	2
712	в самом романе	2	2
713	но они уже	1	2
714	в критической литературе	2	2
715	его и не	1	2
716	достоевского утвердить чужое	2	2
717	слово такого героя	2	2
718	может быть еще	1	2
719	слово автора о	1	2
720	точек зрения на	1	2
721	разрезе данного мгновения	2	2
722	остается той же	1	2
723	композиционное замещение авторского	2	2
724	так себе а	2	2
725	в разрезе данного	2	2
726	плоскости с авторским	1	2
727	не во времени	2	2
728	его произведениях но	1	2
729	как и благодаря	2	2
730	сознания с их	2	2
731	не проникает внутрь	2	2
732	в устах других	1	2
733	романов достоевского и	2	2
734	правде правда неотразимо	1	2
735	делать я ведь	2	2
736	и во всяком	1	2
737	и человеческих отношений	1	2
738	дескать кухня то	1	2
739	эту волю в	1	2
740	нарушает строгой определенности	2	2
741	в сознании и	1	2
742	лишь для героев	2	2
743	авторского сознания в	1	2
744	отношением его к	1	2
745	и только в	1	2
746	этом смысле глубоко	2	2
747	разобранные нами явления	2	2
748	мы должны перейти	1	2
749	из подполья это	1	2
750	должно ощущаться как	2	2
751	нами в пределах	2	2
