N	2gram	Propp_Isto	Vladivir
1	и в	41	116
2	то что	12	71
3	и не	12	67
4	у него	16	65
5	не только	30	65
6	в этом	19	53
7	в том	14	52
8	том что	18	51
9	что в	21	48
10	но и	20	47
11	в конце	4	41
12	в его	4	40
13	и с	4	39
14	то есть	1	37
15	и даже	3	36
16	сказать что	5	36
17	там же	3	35
18	учение о	1	35
19	так что	6	35
20	же с	2	34
21	потому что	13	33
22	что он	29	32
23	не может	19	31
24	о том	15	30
25	только в	10	30
26	как мы	6	29
27	никогда не	16	29
28	вовсе не	6	27
29	а в	12	27
30	не было	3	26
31	в себе	3	25
32	но в	7	25
33	в то	6	25
34	и то	3	25
35	и его	11	25
36	а также	2	24
37	даже и	1	24
38	точки зрения	4	23
39	между прочим	3	23
40	он не	8	23
41	может быть	19	23
42	что же	2	23
43	кроме того	6	22
44	он был	2	22
45	ни в	4	22
46	так как	21	22
47	в виде	5	22
48	об этом	7	22
49	в своей	4	21
50	вместе с	17	21
51	а именно	12	20
52	и что	15	20
53	в своем	3	20
54	для нас	8	20
55	прежде всего	6	20
56	не менее	5	19
57	в дальнейшем	3	19
58	тем не	4	19
59	таким образом	15	19
60	так и	8	19
61	и потому	1	19
62	как и	8	18
63	не мог	1	18
64	не в	12	18
65	хотя и	3	18
66	как это	6	18
67	с его	4	18
68	то это	7	17
69	что и	13	17
70	в этой	2	17
71	и если	4	17
72	а не	9	17
73	у нас	4	17
74	все же	14	16
75	уже не	8	16
76	к тому	4	16
77	не есть	1	16
78	совсем не	1	16
79	для себя	1	16
80	и все	6	16
81	было бы	4	16
82	того что	7	16
83	в котором	3	16
84	и к	1	15
85	то же	12	15
86	под названием	1	15
87	к этому	5	15
88	в связи	3	15
89	но это	5	15
90	того же	3	14
91	все эти	8	14
92	тут же	2	14
93	мы уже	10	14
94	и на	12	14
95	уже в	4	14
96	и как	3	14
97	во всем	2	13
98	в результате	1	13
99	с тем	8	13
100	можно сказать	3	13
101	так же	6	13
102	не просто	3	13
103	на этот	4	13
104	и от	5	13
105	что это	6	13
106	то время	4	13
107	дело в	1	13
108	жизни и	3	13
109	по себе	2	12
110	только на	2	12
111	и это	9	12
112	и у	3	12
113	и по	7	12
114	в нем	12	12
115	то в	1	12
116	если не	4	12
117	всяком случае	3	12
118	ничего не	7	12
119	во всяком	3	12
120	есть только	1	12
121	связи с	3	12
122	при этом	7	11
123	него в	1	11
124	но что	2	11
125	более или	3	11
126	всякого рода	1	11
127	в данном	8	11
128	хотя бы	1	11
129	тому же	1	11
130	в которой	2	11
131	я не	1	11
132	на то	5	11
133	он уже	1	11
134	и здесь	13	11
135	в основном	2	11
136	никак не	2	11
137	это есть	1	11
138	еще в	3	11
139	все это	9	11
140	то он	2	11
141	или менее	3	11
142	мы должны	7	11
143	и о	2	11
144	в самом	2	10
145	даже в	2	10
146	вот что	1	10
147	что все	1	10
148	с точки	1	10
149	в качестве	5	10
150	что его	2	10
151	можно было	3	10
152	к нему	8	10
153	с ним	9	10
154	еще не	13	10
155	здесь не	4	10
156	он и	3	10
157	в ней	4	10
158	но не	8	10
159	о чем	2	9
160	и сам	3	9
161	именно в	2	9
162	с этим	3	9
163	с другой	20	9
164	мы знаем	4	9
165	но он	4	9
166	и можно	1	9
167	а только	1	9
168	но как	4	9
169	а с	3	9
170	не будет	6	9
171	из этого	2	9
172	в начале	2	9
173	оно есть	2	9
174	отношения к	2	9
175	своей жизни	1	9
176	что мы	3	9
177	что если	2	9
178	это не	14	9
179	ни с	2	9
180	по существу	5	9
181	что касается	1	9
182	в целом	2	9
183	с этой	7	8
184	это значит	3	8
185	не столько	4	8
186	в этих	16	8
187	тем что	11	8
188	в это	3	8
189	можно считать	1	8
190	которой он	3	8
191	в этот	1	8
192	конечно не	2	8
193	и он	8	8
194	это мы	1	8
195	в чем	5	8
196	значит что	3	8
197	как в	17	8
198	со стороны	3	8
199	свое время	1	8
200	должно быть	1	8
201	после смерти	7	8
202	как бы	8	8
203	тот же	2	8
204	тоже не	3	8
205	xix века	1	8
206	когда он	5	8
207	из этих	6	8
208	отношение к	6	8
209	мы и	1	7
210	к этой	2	7
211	в одном	2	7
212	в них	4	7
213	но все	5	7
214	к ней	3	7
215	на первый	6	7
216	что этот	4	7
217	но даже	1	7
218	точно так	2	7
219	мы читаем	1	7
220	выше мы	4	7
221	себе и	3	7
222	о его	1	7
223	в доме	1	7
