N	2gram	Vygotskiy_	Myslijsy
1	потому что	26	182
2	то есть	30	142
3	и в	65	121
4	может быть	33	107
5	в том	46	103
6	то что	61	83
7	в слове	1	78
8	для нас	14	75
9	что в	36	73
10	и не	20	73
11	только в	9	72
12	не только	16	67
13	а не	11	67
14	таким образом	21	64
15	в языке	1	60
16	в этом	37	59
17	но и	6	59
18	том что	28	59
19	так как	13	59
20	то же	17	56
21	не в	12	54
22	если бы	22	53
23	в себе	9	53
24	по себе	5	52
25	не может	17	52
26	того что	9	47
27	в душе	1	45
28	было бы	22	45
29	в нем	8	45
30	не есть	1	42
31	как и	12	42
32	так что	10	39
33	вместе с	10	39
34	что и	7	38
35	мы не	7	38
36	при этом	10	37
37	как в	8	37
38	так и	3	37
39	тогда когда	2	36
40	что мы	6	36
41	точно так	3	35
42	тем что	7	33
43	и что	29	32
44	а в	9	30
45	что не	5	29
46	между тем	10	29
47	но не	3	29
48	вовсе не	11	28
49	мы можем	12	28
50	для него	4	28
51	есть только	3	28
52	с этим	11	27
53	не было	4	26
54	независимо от	2	26
55	и т	19	26
56	то и	3	26
57	душевной жизни	1	25
58	этого слова	5	25
59	в то	5	24
60	с тем	14	23
61	как бы	29	23
62	того как	4	23
63	от того	1	23
64	по мере	1	22
65	то это	5	22
66	с другой	8	22
67	чувства и	3	22
68	не имеет	8	22
69	но в	5	22
70	и потому	1	21
71	не менее	1	21
72	вместе и	2	21
73	мысль о	1	20
74	в одном	9	20
75	это не	7	20
76	в ней	23	20
77	мысли и	2	19
78	и как	10	19
79	но это	6	19
80	сказать что	14	19
81	с ним	6	19
82	того же	4	19
83	что это	19	19
84	и то	10	19
85	из этих	6	19
86	о том	17	19
87	есть уже	1	19
88	заключает в	1	19
89	тем самым	4	19
90	должно быть	1	19
91	есть не	2	19
92	в самом	41	18
93	в таком	6	18
94	для того	18	18
95	по поводу	1	18
96	в мысли	1	18
97	не могут	2	18
98	очевидно что	4	18
99	бы не	5	18
100	в каком	8	18
101	для меня	1	18
102	еще не	3	18
103	точки зрения	19	17
