N	2gram	Vygotskiy_	Komedia
1	и в	37	77
2	и не	15	47
3	в том	47	44
4	том что	42	42
5	о том	14	33
6	едва ли	5	32
7	но и	23	32
8	может быть	19	30
9	из них	4	29
10	таким образом	39	29
11	в то	7	28
12	и его	10	28
13	в этом	32	27
14	потому что	11	27
15	что он	16	26
16	к тому	10	26
17	тому же	1	25
18	не только	29	25
19	вместе с	14	25
20	так как	11	24
21	как и	20	23
22	ни в	6	23
23	в доме	1	23
24	что в	25	23
25	в самом	16	22
26	что и	3	22
27	если бы	10	22
28	то же	12	21
29	ясно что	2	21
30	в конце	2	21
31	так и	12	21
32	а в	4	21
33	в его	16	20
34	к этому	7	19
35	во время	1	19
36	со стороны	4	19
37	в этой	13	18
38	тем что	7	17
39	же время	2	17
40	в нем	2	17
41	и здесь	1	17
42	и т	1	17
43	еще не	1	17
44	при этом	6	16
45	все же	6	16
46	не менее	1	16
47	у него	2	16
48	сих пор	4	16
49	он не	11	16
50	и сам	2	16
51	до сих	4	16
52	тот же	7	16
53	не в	9	15
54	в своем	10	15
55	точки зрения	49	15
56	в которой	6	15
57	между тем	10	15
58	один из	3	15
59	и на	8	15
60	было бы	12	15
61	прежде всего	12	15
62	и с	10	14
63	на протяжении	3	14
64	столь же	8	14
65	к нему	1	14
66	в свою	4	14
67	все это	9	14
68	ли не	1	14
69	об этом	6	14
70	только что	7	13
71	самом деле	8	13
72	о чем	2	13
73	в них	5	13
74	в одном	5	13
75	что она	6	13
76	того же	1	13
77	как раз	8	13
78	мы можем	11	13
79	в двух	3	13
80	так что	2	13
81	то что	32	13
82	того чтобы	23	13
83	но в	9	13
84	в котором	6	12
85	для того	19	12
86	так же	18	12
87	с другой	16	12
88	несмотря на	6	12
89	хотя и	2	12
90	в качестве	12	12
91	как это	6	12
92	из которых	6	12
93	как в	7	12
94	уже в	8	12
95	в истории	7	12
96	не по	1	12
97	в начале	2	12
98	не может	16	12
99	но не	6	12
100	и даже	5	11
101	с тем	8	11
102	по отношению	12	11
103	наряду с	3	11
104	что его	6	11
105	с ним	3	11
106	то время	5	11
107	должны были	6	11
108	речь идет	4	11
109	как мы	11	11
110	на этот	7	11
111	и для	3	11
112	в их	5	11
113	в частности	8	11
114	к ней	1	11
115	одного из	4	11
116	с этим	8	10
117	сразу же	1	10
118	свою очередь	3	10
119	на него	3	10
120	с одной	14	10
121	к себе	2	10
122	в чем	5	10
123	как бы	16	10
124	и что	11	10
125	в отношении	14	10
126	и все	7	10
127	на основании	6	10
128	одной из	4	10
129	с его	7	10
130	ничего не	6	10
131	мы не	13	10
132	на его	1	10
133	тем более	7	10
134	что касается	1	10
135	еще в	1	10
136	в целом	29	10
137	все что	4	9
138	но все	3	9
139	в своей	7	9
140	больше чем	1	9
141	одной стороны	15	9
142	говорить о	4	9
143	и еще	2	9
144	тому что	6	9
145	время как	4	9
146	только в	8	9
