N	3gram	Vygotskiy_	Istorich
1	и т д	6	142
2	с другой стороны	5	46
3	мы видим что	7	30
4	до сих пор	6	30
5	в этом случае	1	29
6	с одной стороны	6	28
7	так же как	2	27
8	мы знаем что	2	26
9	в том что	20	25
10	не может быть	3	24
11	вместе с тем	3	23
12	но все же	1	23
13	точно так же	3	22
14	о том что	8	22
15	мы имеем в	1	19
16	здесь мы имеем	1	17
17	мы видели что	2	16
18	мы уже знаем	2	15
19	о том как	3	15
20	в данном случае	5	15
21	на то что	16	14
22	в то время	4	13
23	таким образом мы	1	13
24	мы уже видели	1	13
25	мы увидим ниже	2	13
26	мы увидим что	9	13
27	то время как	3	13
28	как мы видели	2	12
29	в тех случаях	1	11
30	не что иное	1	11
31	что иное как	1	11
32	как и в	1	10
33	можно было бы	6	10
34	друг с другом	2	9
35	уже знаем что	1	9
36	но так как	1	9
37	как мы увидим	2	9
38	более или менее	1	9
39	же как и	1	9
40	и вместе с	3	9
41	надо сказать что	4	8
42	образом мы видим	2	8
43	то же самое	12	8
44	таким образом и	1	8
45	на этот вопрос	1	8
46	и то что	3	8
47	что у него	2	8
48	подобно тому как	1	8
49	в зависимости от	1	8
50	дело не в	1	7
51	с этой стороны	1	7
52	смысле этого слова	5	7
53	то что в	5	7
54	с тем что	3	7
55	во всяком случае	6	7
56	что он не	4	7
57	здесь мы видим	2	7
58	так например в	2	7
59	и в русской	1	7
60	потому что он	3	7
61	если бы мы	1	7
62	на первый взгляд	1	7
63	что и здесь	1	7
64	не в силу	1	6
65	и здесь мы	1	6
66	к тому же	2	6
67	это значит что	2	6
68	т д все	1	6
69	так как он	1	6
70	этой точки зрения	2	6
71	с этой точки	2	6
72	с самого начала	10	6
73	мы не можем	2	6
74	то что он	3	5
75	том что в	1	5
76	для того чтобы	17	5
77	должны были бы	2	5
78	в отличие от	1	5
79	со всех сторон	1	5
80	мы видим в	2	5
81	в том чтобы	2	5
82	и что он	1	5
83	показывает что он	1	5
84	что здесь мы	1	5
85	на самом деле	3	5
86	чем перейти к	1	4
87	так или иначе	1	4
88	то это значит	1	4
89	же самое что	2	4
90	и может быть	3	4
91	только то что	3	4
92	с точки зрения	11	4
93	состоит в том	2	4
94	том что они	2	4
95	мы должны были	1	4
96	раньше чем перейти	1	4
97	он не может	1	4
98	еще не вполне	1	4
99	то что она	3	4
100	нам кажется что	1	4
101	уже выше в	1	4
102	сами по себе	3	4
103	в это время	1	4
104	можно сказать что	1	4
105	и в ней	1	4
106	и только после	4	4
107	только после этого	4	4
108	не то же	1	4
109	но они не	1	4
110	это и есть	2	4
111	он должен был	1	3
112	все то что	13	3
113	как будто бы	1	3
114	как один из	1	3
115	никак не может	3	3
116	и то же	3	3
117	мы сейчас увидим	1	3
118	не только не	3	3
119	что в этом	2	3
120	и тем самым	1	3
121	по этому поводу	1	3
122	к тому что	5	3
123	можно найти в	1	3
124	за то что	1	3
125	один и тот	1	3
126	мы нашли что	1	3
127	а в силу	1	3
128	если бы она	2	3
129	что мы видим	1	3
130	она может быть	1	3
131	мы уже говорили	4	3
132	случаев в которых	1	3
133	и тот же	1	3
134	видим что в	1	3
135	по сравнению с	1	3
136	целый ряд других	1	3
137	но это только	1	3
138	не в том	2	3
139	мы перейдем к	1	3
140	не может его	1	3
141	в третий раз	1	3
142	так же и	1	3
143	он все же	1	3
144	сих пор не	1	3
145	в противоречие с	2	3
146	в том смысле	2	3
147	мы обратимся к	1	3
148	внимание на то	3	3
149	и целый ряд	1	3
150	что в некоторых	1	3
151	что в нем	3	3
152	по его мнению	1	3
153	во второй раз	1	3
154	можно найти много	1	3
155	она никогда не	1	2
156	каждого из них	1	2
157	к самому концу	1	2
158	не только то	1	2
159	он как бы	1	2
160	ту роль которую	1	2
161	в том как	2	2
162	и т п	7	2
163	все больше и	2	2
164	в себя и	1	2
165	не в этом	1	2
166	в прямом смысле	2	2
167	в течение месяца	1	2
168	в самом деле	29	2
169	указывает на то	4	2
170	видит перед собой	1	2
171	она не может	2	2
172	с этим и	1	2
173	в таком случае	1	2
174	дело вовсе не	1	2
175	сам по себе	2	2
176	ничего общего с	2	2
177	или как говорит	1	2
178	между этими двумя	1	2
179	во все время	1	2
