N	2gram	Losev_Vlad	Psycholo
1	то что	30	193
2	и в	56	190
3	в том	26	163
4	что в	24	123
5	потому что	16	114
6	том что	22	113
7	и что	11	108
8	может быть	12	107
9	таким образом	6	102
10	в этом	30	100
11	то есть	5	97
12	в самом	3	82
13	как бы	5	80
14	для того	4	78
15	того чтобы	4	78
16	что он	22	76
17	не только	35	75
18	на то	7	73
19	и не	33	73
20	что она	2	71
21	самом деле	1	70
22	точки зрения	4	69
23	и т	3	69
24	не может	12	68
25	так же	4	63
26	так как	11	63
27	было бы	7	56
28	если бы	2	55
29	то же	10	54
30	о том	13	54
31	и мы	6	54
32	при этом	5	52
33	как и	7	51
34	что и	6	50
35	а не	5	50
36	что это	2	49
37	сказать что	14	46
38	по себе	3	46
39	только в	11	46
40	в сущности	2	46
41	заключается в	1	46
42	говорит что	4	45
43	к тому	5	45
44	не в	12	45
45	ясно что	2	43
46	искусства и	1	43
47	в этой	4	43
48	никогда не	15	42
49	и все	8	42
50	вместе с	9	41
51	как это	11	40
52	но и	26	40
53	с и	4	40
54	как раз	7	39
55	при помощи	1	39
56	того что	6	39
57	же самое	1	38
58	т п	1	38
59	и это	4	37
60	и как	7	36
61	с тем	4	35
62	вовсе не	8	34
63	как на	2	34
64	и если	8	34
65	и его	12	34
66	тому что	1	33
67	все же	11	33
68	что все	2	33
69	когда он	6	33
70	в себе	5	32
71	все это	7	32
72	он не	13	31
73	мы не	2	31
74	в его	18	31
75	для нас	9	31
76	в ней	5	31
77	сейчас же	1	30
78	мы увидим	4	30
79	как будто	2	30
80	никак не	6	30
81	как в	6	30
82	с одной	1	29
83	в нас	4	29
84	и для	4	29
85	одной стороны	1	29
86	в нем	7	29
87	что они	4	28
88	и когда	1	28
89	мы можем	1	28
90	и то	13	28
91	что мы	2	28
92	в своих	7	27
93	и на	7	27
94	а в	20	27
95	с другой	3	27
96	все то	1	27
97	так что	13	26
98	совершенно не	2	26
99	только что	2	25
100	и здесь	3	25
101	жизни и	8	25
102	с таким	1	24
103	до конца	8	24
104	тем что	2	24
105	указывает на	2	24
106	и совершенно	2	24
107	в целом	3	24
108	в своем	10	23
109	из этого	6	23
110	один из	4	23
111	что если	3	23
112	целый ряд	1	23
113	казалось бы	1	22
114	с этим	3	22
115	из них	3	22
116	что у	4	22
117	и даже	23	22
118	когда мы	2	22
119	т д	3	22
120	в котором	10	21
121	том чтобы	4	21
122	в двух	1	21
123	в которых	1	21
124	той же	6	21
125	в своей	7	21
126	ни в	4	21
127	в конце	22	21
128	но только	3	21
129	как мы	17	21
130	и вот	5	21
131	и только	1	21
132	другой стороны	3	20
133	в то	15	20
134	тот же	7	20
135	мы имеем	2	20
136	она не	3	20
137	дело с	2	20
138	несмотря на	7	20
139	на этом	3	20
140	это не	3	20
141	все эти	6	20
142	в одном	2	19
143	мы уже	8	19
144	в какой	1	19
145	мы должны	3	19
146	у него	28	19
147	он говорит	2	19
148	с этой	4	18
149	в которой	8	18
150	но в	19	18
151	в каком	3	18
152	что с	3	18
153	на самом	1	18
154	но не	5	18
155	и есть	2	18
156	перед нами	1	18
157	есть не	1	18
158	во всяком	8	17
159	мы все	1	17
160	время как	3	17
161	что для	5	17
162	из этих	5	17
163	но это	6	17
164	одна из	1	17
165	только не	2	17
166	у нас	11	17
167	и о	6	17
168	и к	10	16
169	из которых	1	16
170	к этому	11	16
171	та же	1	16
172	сводится к	1	16
173	обратиться к	1	16
174	говорит о	1	16
175	то это	4	16
176	с самого	1	16
177	в таком	2	16
178	и тем	2	16
179	чувства и	1	16
180	не имеет	2	16
181	так и	11	16
182	от того	2	16
183	в результате	6	15
184	в них	5	15
185	только на	3	15
186	во всех	4	15
187	мы знаем	5	15
188	о которых	1	15
189	не могут	2	15
190	и так	3	15
191	о котором	2	15
192	и потому	8	15
193	не просто	1	15
194	которых мы	1	15
195	далеко не	1	15
196	еще не	2	15
197	для него	16	15
198	в частности	4	15
199	хотя бы	5	14
200	одной и	1	14
201	но он	7	14
202	и той	1	14
203	главным образом	5	14
204	то время	6	14
205	это и	2	14
206	того как	2	14
207	прежде всего	5	14
208	что на	2	14
209	те же	2	14
210	в жизни	4	14
211	не то	3	14
212	этих двух	2	14
213	бы в	1	14
214	столь же	1	14
215	всяком случае	8	14
216	этом отношении	2	14
217	с той	1	14
218	или в	1	14
219	к которым	1	14
220	по существу	4	14
221	есть только	1	14
222	в области	3	14
223	с ним	10	14
224	факт что	1	14
225	само по	1	14
226	именно в	4	13
227	не могли	2	13
228	точка зрения	1	13
229	а с	5	13
230	отнюдь не	3	13
231	с такой	1	13
232	знаем что	2	13
233	в той	2	13
234	когда она	1	13
235	едва ли	3	13
236	и он	7	13
237	как он	4	13
238	должен был	3	13
239	со стороны	5	13
240	и другие	2	12
241	в этих	5	12
242	их в	3	12
243	не менее	9	12
244	того же	11	12
245	я не	8	12
246	в самой	1	12
247	тогда когда	1	12
248	сам по	1	12
249	в свою	3	12
250	и уже	1	12
251	но если	1	12
252	это в	2	12
253	конце концов	6	12
254	и очень	5	12
255	и с	27	12
256	например в	1	12
257	что по	1	12
258	что этот	4	12
259	что его	8	12
260	что не	3	12
261	и до	4	12
262	характера и	1	12
263	ничего не	4	12
264	об этом	13	12
265	что эти	1	12
266	так например	3	11
267	конечно не	5	11
268	не было	12	11
269	не будет	1	11
270	мы видели	1	11
271	и сейчас	2	11
272	была бы	1	11
273	поэзии и	2	11
274	и поэтому	1	11
275	но мы	3	11
276	на этот	9	11
277	как к	4	11
278	уже в	9	11
279	раз в	1	11
280	на все	3	11
281	бы мы	2	11
282	и других	2	11
283	по поводу	15	11
284	его в	3	11
285	и из	5	11
286	этого слова	1	11
287	с его	15	11
288	думать что	1	11
289	на это	2	11
290	во всем	4	10
291	в тех	3	10
292	нам кажется	2	10
293	не так	1	10
294	том и	1	10
295	показать как	1	10
296	в их	2	10
297	с теми	2	10
298	в одной	1	10
299	от него	3	10
300	в данном	1	10
301	должно быть	1	10
302	в состоянии	1	10
303	по мнению	1	10
304	тому же	3	10
305	и у	4	10
306	но как	6	10
307	совсем не	7	10
308	и от	6	10
309	здесь мы	4	10
310	ее в	1	10
311	это было	9	10
312	на нас	1	9
313	но что	5	9
314	не есть	4	9
315	так сказать	2	9
316	в действительности	1	9
317	вопрос о	1	9
318	на него	3	9
319	что даже	2	9
320	внимание на	1	9
321	в чем	4	9
322	под влиянием	6	9
323	и та	1	9
324	заставляет нас	1	9
325	мы будем	4	9
326	это совершенно	1	9
327	в него	1	9
328	с ее	1	9
329	его и	2	9
330	из его	6	9
331	на основании	3	9
332	ответ на	2	9
333	в виде	4	9
334	по своему	5	9
335	по его	3	9
336	на его	7	9
337	и по	10	9
338	в самых	2	9
339	тем самым	2	9
340	которые не	1	9
341	о чем	6	9
342	точно так	2	9
343	но все	3	9
344	мысль о	1	9
345	роль в	1	9
346	можно сказать	10	9
347	с в	6	9
348	то как	2	9
349	к чему	1	9
350	во внимание	1	9
351	ту же	1	9
352	которое мы	1	9
353	в силу	1	9
354	по этому	3	9
355	именно это	1	9
356	и наконец	2	9
357	не к	2	9
358	со всей	1	8
359	себе и	2	8
360	жизни с	2	8
361	будто бы	2	8
362	в москву	3	8
363	одно и	1	8
364	и тот	2	8
365	в общем	4	8
366	имеет дело	1	8
367	ни на	1	8
368	что же	11	8
369	он в	4	8
370	о нем	9	8
371	смысле этого	1	8
372	в такой	1	8
373	и вообще	12	8
374	этому поводу	2	8
375	место в	2	8
376	и эта	1	8
377	которой мы	3	8
378	самое важное	1	8
379	представление о	2	8
380	больше чем	2	8
381	большей частью	1	8
382	наряду с	1	8
383	согласиться с	1	8
384	гораздо более	1	8
385	в произведении	2	8
386	уже давно	3	8
387	кажется что	3	8
388	этом смысле	4	8
389	во время	4	8
390	к нему	6	8
391	же самая	1	8
392	и более	1	8
393	относится к	1	8
394	том как	1	8
395	он все	2	8
396	и во	3	8
397	бы и	1	8
398	жизнь и	3	8
399	в трех	1	8
400	только то	1	8
401	мысли и	5	7
402	не как	1	7
403	сам собой	1	7
404	представляет собой	1	7
405	и те	1	7
406	свою очередь	2	7
407	ни одного	2	7
408	она есть	1	7
409	на том	1	7
410	она в	1	7
411	только при	1	7
412	связи с	7	7
413	больше и	1	7
414	в каждом	1	7
415	что такое	3	7
416	что только	1	7
417	для чего	1	7
418	в особенности	4	7
419	и при	2	7
420	себе не	2	7
421	со всеми	1	7
422	есть нечто	2	7
423	они не	1	7
424	в течение	13	7
425	к ним	1	7
426	не существует	1	7
427	дело и	1	7
428	к которой	2	7
429	это можно	3	7
430	же в	3	7
431	все что	2	7
432	для всех	2	7
433	к этой	4	7
434	нас в	2	7
435	одно из	1	7
436	если он	1	7
437	когда в	1	7
438	которые мы	1	7
439	в руках	1	7
440	приходит к	1	7
441	в нашем	5	7
442	о ней	1	7
443	от этой	1	7
444	время в	4	7
445	в качестве	7	7
446	к жизни	2	7
447	на другой	1	7
448	какой мере	1	7
449	бы его	2	7
450	с которым	4	7
451	а как	1	7
452	которого мы	2	7
453	взгляд на	4	7
454	за ним	1	7
455	если это	2	7
456	и действительно	3	7
457	себя и	1	7
458	это то	1	7
459	времени и	1	7
460	что здесь	2	7
461	же после	1	7
462	здесь в	2	7
463	а на	1	7
464	отказаться от	1	7
465	и которая	2	7
466	дело в	7	7
467	на тему	1	7
468	до тех	2	7
469	даже в	4	6
470	более или	5	6
471	вот что	7	6
472	все дело	1	6
473	либо в	1	6
474	с необычайной	1	6
475	он был	20	6
476	пор пока	2	6
477	только как	1	6
478	что вся	1	6
479	утверждал что	1	6
480	что как	1	6
481	к этим	1	6
482	и искусство	1	6
483	истинный смысл	1	6
484	первый раз	1	6
485	после этого	2	6
486	того и	3	6
487	в сторону	1	6
488	в русской	1	6
489	из него	1	6
490	не могла	3	6
491	почти всегда	1	6
492	она была	2	6
493	образом в	2	6
494	всех этих	3	6
495	в отношении	5	6
496	содержание и	1	6
497	к его	5	6
498	и затем	2	6
499	никто не	1	6
500	да и	6	6
501	он же	2	6
502	у меня	3	6
503	тех пор	2	6
504	для нее	3	6
505	и вся	1	6
506	от других	1	6
507	каждый из	1	6
508	на две	1	6
509	только с	1	6
510	ее на	3	6
511	то мы	3	6
512	в русском	2	6
513	от всех	1	6
514	на нее	1	6
515	один и	2	6
516	и без	2	6
517	как ни	1	6
518	и ни	2	6
519	к ней	7	6
520	которые в	2	6
521	мы сейчас	7	6
522	больше того	2	6
523	еще более	3	6
524	и которые	1	6
525	из нее	1	6
526	почти все	1	6
527	гораздо больше	1	6
528	говорить о	1	6
529	не что	2	6
530	или менее	5	6
531	что иное	2	6
532	которое он	1	6
533	тем не	8	6
534	что за	1	6
535	это мы	5	6
536	и вместе	1	6
537	в себя	1	6
538	очень часто	2	6
539	за пределы	3	6
540	уже не	6	6
541	о его	7	6
542	независимо от	1	6
543	почему он	2	6
544	и просто	3	6
545	только одно	4	6
