N	2gram	Losev_Prob	formyVre
1	и в	48	148
2	в этом	31	73
3	то есть	38	70
4	в романе	2	58
5	в нем	8	51
6	прежде всего	15	46
7	и т	2	40
8	и не	29	37
9	в его	19	36
10	и его	11	36
11	вовсе не	18	35
12	но и	21	33
13	то же	6	32
14	т п	1	32
15	не только	28	32
16	в литературе	5	32
17	но в	17	31
18	жизни и	7	31
19	так и	15	29
20	времени в	1	27
21	может быть	11	27
22	не в	16	26
23	как мы	5	26
24	как и	10	25
25	как бы	10	25
26	человеческой жизни	5	24
27	точки зрения	17	24
28	мы уже	2	24
29	только в	21	23
30	в то	6	23
31	времени и	1	23
32	человека в	3	23
33	в том	25	22
34	то что	26	22
35	связи с	11	21
36	во всех	2	21
37	жизни в	7	21
38	же время	1	21
39	все эти	12	21
40	в своем	16	19
41	и др	1	19
42	и на	9	19
43	и для	11	19
44	таким образом	20	18
45	у него	13	18
46	и все	12	18
47	еще не	4	18
48	по существу	2	18
49	при этом	6	17
50	те же	1	17
51	с этим	3	17
52	в особенности	1	17
53	так как	10	17
54	человека и	4	17
55	все же	12	16
56	в связи	11	16
57	того же	7	16
58	и во	2	16
59	и их	7	16
60	не может	6	16
61	в одном	6	15
62	в них	5	15
63	в дальнейшем	7	15
64	никогда не	7	15
65	с точки	13	15
66	с его	3	15
67	вместе с	15	15
68	и как	10	14
69	и с	10	14
70	так же	7	14
71	в конце	10	14
72	его жизни	1	14
73	всех этих	3	14
74	а не	7	14
75	как раз	7	14
76	все это	8	14
77	в самом	7	13
78	в котором	5	13
79	для того	4	13
80	с ним	4	13
81	как в	3	13
82	здесь в	7	13
83	в их	4	13
84	в частности	5	13
85	того чтобы	3	13
86	а в	8	13
87	же в	4	13
88	и до	2	12
89	конечно не	2	12
90	время в	2	12
91	не было	4	12
92	он не	4	12
93	значение и	2	12
94	отнюдь не	14	12
95	что в	12	12
96	это время	3	12
97	потому что	21	12
98	в истории	1	12
99	ничего не	3	12
100	но не	12	12
101	и наконец	4	12
102	из них	4	11
103	хотя и	10	11
104	его в	9	11
105	и у	8	11
106	ни в	17	11
107	в образе	2	11
108	уже в	4	11
109	мира и	5	11
110	в ней	4	11
111	и другие	4	10
112	кроме того	5	10
113	уже не	12	10
114	входит в	1	10
115	в ее	6	10
116	сих пор	3	10
117	также и	21	10
118	до сих	3	10
119	на основе	1	10
120	в ряд	3	10
121	здесь не	12	10
122	тот же	6	10
123	в большинстве	1	10
124	и даже	24	9
125	но все	6	9
126	их в	1	9
127	на этой	2	9
128	с другой	8	9
129	наряду с	2	9
130	всего в	1	9
131	здесь нет	4	9
132	должно быть	1	9
133	к себе	1	9
134	и следовательно	1	9
135	и это	3	9
136	в других	5	9
137	могут быть	2	9
138	отношения к	1	9
139	том что	29	9
140	в самой	5	9
141	для него	2	9
142	есть в	6	9
143	жизнь и	6	9
144	и других	1	9
145	мира в	3	9
146	и к	9	8
147	в результате	11	8
148	в виду	3	8
149	в этих	3	8
150	время как	4	8
151	и смерть	1	8
152	к тому	7	8
153	но эти	2	8
154	в этот	4	8
155	все его	1	8
156	с одной	5	8
157	что и	8	8
158	в мире	1	8
159	героя и	1	8
160	здесь мы	2	8
161	и по	2	8
162	один из	2	8
163	в жизни	4	8
164	для себя	6	8
165	со всеми	5	8
166	если бы	2	8
167	большинстве случаев	2	8
168	до конца	4	8
169	жизни но	1	8
170	и то	6	8
171	значение в	1	8
172	том числе	2	8
173	во всяком	7	8
174	это не	8	8
175	и прежде	2	8
176	а также	8	8
177	на фоне	2	8
178	и потому	4	8
179	отношение к	3	8
180	отношению к	2	8
181	или иной	4	8
182	в той	5	7
183	для всех	2	7
184	еще более	4	7
185	не как	3	7
186	этого типа	1	7
187	время это	2	7
188	к ним	3	7
189	к этому	2	7
190	из этих	2	7
191	в себе	7	7
192	но он	5	7
193	в которой	7	7
194	в форме	1	7
195	с ее	1	7
196	героев и	1	7
197	например в	1	7
198	поэтому и	4	7
199	и он	5	7
200	то время	4	7
201	себя и	1	7
202	нет ничего	3	7
203	в главе	1	7
204	было бы	12	7
205	том же	2	7
206	т д	1	7
207	в романах	2	7
208	у них	1	7
209	того что	8	7
210	этом отношении	4	7
211	ее в	2	7
212	во времени	1	7
213	что было	1	6
214	все что	2	6
215	именно в	11	6
216	уже на	2	6
217	с тем	7	6
218	только для	5	6
219	на первый	1	6
220	о том	17	6
221	с помощью	2	6
222	в различных	1	6
223	ни одного	1	6
224	сказать что	13	6
225	во всей	1	6
226	в качестве	9	6
227	xviii века	1	6
228	в таком	4	6
229	здесь как	5	6
230	мы можем	5	6
231	до нас	7	6
232	и речи	2	6
233	за пределы	1	6
234	одной стороны	5	6
235	бы ни	1	6
236	а как	2	6
237	и ее	2	6
238	и самое	2	6
239	в античном	6	6
240	смысле слова	12	6
241	в сущности	1	6
242	в отношении	8	6
243	не могут	3	6
244	своей жизни	1	6
245	не является	2	6
246	тех же	1	6
247	человеческого рода	1	6
248	слова и	1	6
249	в совершенно	1	6
250	имеем в	1	6
251	нет и	3	6
252	одной из	5	6
253	мы не	7	6
254	мы находим	9	6
255	но эта	2	6
256	в эпоху	5	6
257	только и	9	6
258	самой жизни	1	6
259	в начале	6	6
260	мы и	2	5
261	вообще не	1	5
262	с этой	4	5
263	о чем	2	5
264	одно из	2	5
265	тем что	2	5
266	в порядке	1	5
267	в своей	29	5
268	в это	3	5
269	было и	1	5
270	во все	3	5
271	отсюда и	1	5
272	хотя бы	11	5
273	только на	2	5
274	борьбе с	3	5
275	в средние	1	5
276	тела в	1	5
277	эти моменты	1	5
278	что все	1	5
279	по преимуществу	2	5
280	xix века	1	5
281	с другими	1	5
282	эти образы	1	5
283	быть только	6	5
284	как его	1	5
285	человек в	1	5
286	от этого	4	5
287	в смысле	8	5
288	той или	5	5
289	как человек	1	5
290	так что	18	5
291	все основные	1	5
292	не были	1	5
293	и является	6	5
294	по своей	3	5
295	в этой	14	5
296	и от	7	5
297	мы будем	2	5
298	чаще всего	1	5
299	там где	1	5
300	здесь же	1	5
301	в него	1	5
302	мы встречаем	1	5
303	был бы	2	5
304	что они	4	5
305	не на	1	5
306	конечно и	1	5
307	и они	3	5
308	с ними	1	5
309	далеко не	6	5
310	они не	3	5
311	не имеет	3	5
312	да и	5	5
313	и уже	2	5
314	ни были	1	5
315	чем не	2	5
316	в едином	1	5
317	он должен	2	5
