N	2gram	Propp_Isto	PoTuStor
1	может быть	37	17
2	и в	40	16
3	и пр	11	12
4	таким образом	13	9
5	в этом	13	9
6	прежде всего	15	9
7	мы можем	7	9
8	и только	4	9
9	совершенно не	1	8
10	и с	5	8
11	не может	19	8
12	и его	5	8
13	не только	28	7
14	сказать что	7	7
15	и к	1	6
16	при этом	6	6
17	для него	2	6
18	самом деле	2	6
19	и это	2	6
20	конечно не	2	6
21	что такое	3	5
22	ни в	2	5
23	все эти	6	5
24	только для	3	5
25	еще не	14	5
26	как бы	6	5
27	нуждается в	1	5
28	в него	2	5
29	для всех	2	4
30	и на	6	4
31	так как	20	4
32	все это	6	4
33	в его	10	4
34	так и	13	4
35	на самом	3	4
36	его в	15	4
37	и даже	4	4
38	и все	1	4
39	с ними	2	4
40	только в	16	4
41	и не	19	4
42	но мы	2	4
43	с самого	4	4
44	но и	21	4
45	хотя бы	5	4
46	и может	1	4
47	и их	4	4
48	самого начала	4	4
49	в этой	9	4
50	как мы	3	4
51	отнюдь не	2	4
52	в нем	8	4
53	с ее	2	4
54	в один	1	4
55	и ее	3	4
56	и наконец	5	4
57	но в	13	4
58	и вот	2	3
59	ребенка и	2	3
60	до сих	11	3
61	в основном	4	3
62	к себе	2	3
63	в том	12	3
64	мы знаем	10	3
65	те же	1	3
66	с другими	2	3
67	на этой	2	3
68	между ними	2	3
69	в конечном	2	3
70	их в	7	3
71	отношения к	2	3
72	этом смысле	1	3
73	и как	3	3
74	что в	19	3
75	и она	4	3
76	том что	11	3
77	большинстве случаев	4	3
78	вместе с	13	3
79	на этом	3	3
80	в этих	17	3
81	мира и	1	3
82	и оно	2	3
83	матери и	1	3
84	во всех	3	3
85	но оно	4	3
86	во всяком	1	3
87	и потому	3	3
88	в основе	4	3
89	и притом	1	3
90	тех же	1	3
91	только как	1	3
92	по сравнению	1	3
93	как это	6	3
94	только на	2	3
95	в одном	8	3
96	даже не	2	3
97	а в	15	3
98	в большинстве	4	3
99	то что	17	3
100	и др	11	3
101	могут быть	5	3
102	и есть	5	3
103	сих пор	12	3
104	в области	2	3
105	во время	5	3
106	едва ли	2	3
107	мы видим	16	2
108	что оно	1	2
109	и этот	1	2
110	это делает	2	2
111	и мы	2	2
112	к другим	1	2
113	они не	8	2
114	почти не	4	2
115	мы не	12	2
116	по всему	1	2
117	ни было	2	2
118	что это	12	2
119	на этих	1	2
120	ее в	7	2
121	и говорить	1	2
122	в область	4	2
123	может иметь	2	2
124	для нас	17	2
125	и этим	3	2
126	но как	2	2
127	что и	9	2
128	сводится к	1	2
129	у него	5	2
130	не на	2	2
131	не могут	3	2
132	в них	2	2
133	а на	1	2
134	и других	1	2
135	не знает	7	2
136	так называемый	2	2
137	что не	2	2
138	здесь же	2	2
139	между собою	1	2
140	в жизни	2	2
141	можно назвать	3	2
142	из тех	1	2
143	но ведь	1	2
144	как и	5	2
145	что он	32	2
146	же как	7	2
147	не есть	2	2
148	только то	1	2
149	в своей	2	2
150	и так	3	2
151	в одно	1	2
152	связанные с	3	2
153	как с	1	2
154	по своему	1	2
155	себя и	2	2
156	войти в	2	2
157	знаем что	9	2
158	не менее	7	2
159	в каком	2	2
160	путь к	2	2
161	на первый	2	2
162	не удается	1	2
163	на них	2	2
164	с этим	5	2
165	при всей	1	2
166	к этому	2	2
167	оно не	1	2
168	не существует	2	2
169	между собой	4	2
170	что мы	9	2
171	мы уже	7	2
172	связанных с	2	2
173	смерти но	3	2
174	другими словами	8	2
175	из этих	2	2
176	на друга	1	2
177	ту же	1	2
178	на основе	6	2
179	совсем не	1	2
180	а может	2	2
181	в этот	1	2
182	он не	10	2
183	кажется что	1	2
184	в частности	3	2
185	не будет	1	2
186	оно и	2	2
187	и вся	1	2
188	говорить о	1	2
189	есть и	2	2
190	не стали	1	2
191	в начале	3	2
192	в мир	2	2
193	в пределах	4	2
194	так же	18	2
195	они-то и	1	2
196	и всех	1	2
197	друг на	1	2
198	было бы	11	2
199	что можно	1	2
200	к ним	4	2
201	и о	1	2
202	к следующему	1	2
203	если мы	4	2
204	находится в	6	2
205	что на	1	2
206	о том	12	2
207	во всей	2	2
208	момент в	1	2
209	можем сказать	1	2
210	один из	10	2
211	и по	4	2
212	с ним	3	2
213	но это	8	2
214	в глубину	1	2
215	и для	5	2
216	для этого	3	2
217	то же	21	2
218	сделать это	3	2
219	не можем	4	2
220	образов и	2	2
221	никогда не	25	2
222	как кажется	1	1
223	быть даже	1	1
224	о смерти	7	1
225	часто мы	1	1
226	к сожалению	3	1
227	во всем	3	1
228	бы то	2	1
229	об их	1	1
230	от нее	1	1
231	дает нам	3	1
232	можно получить	1	1
233	что они	13	1
234	одних и	1	1
235	этой работе	1	1
236	вспомним хотя	1	1
237	и то	3	1
238	в другой	4	1
239	и вместо	1	1
240	бы сделать	1	1
241	образом и	1	1
242	продвинет нас	1	1
243	но никогда	1	1
244	только из	2	1
245	в более	2	1
246	в центре	1	1
247	которая была	2	1
248	мышления в	1	1
249	оно совершенно	1	1
250	и здесь	15	1
251	та же	1	1
252	весь остальной	1	1
253	к их	1	1
254	его мнению	2	1
255	а наоборот	1	1
256	же и	3	1
257	нельзя сказать	1	1
258	это первое	1	1
259	как нам	2	1
260	на вопрос	4	1
261	первый этап	1	1
262	которая в	1	1
263	с одной	8	1
264	уже в	2	1
265	ним и	1	1
266	внимание на	1	1
267	мог бы	3	1
268	тогда когда	2	1
269	в состоянии	2	1
270	не чем	1	1
271	не будем	7	1
272	дело с	2	1
273	мы имеем	25	1
274	еще более	1	1
275	это и	1	1
276	несмотря на	1	1
277	этой же	1	1
278	на работу	1	1
279	его за	1	1
280	освободиться от	1	1
281	истории его	1	1
282	эти очень	1	1
283	и чрезвычайно	1	1
284	уже знаем	3	1
285	хотя и	1	1
286	в разных	2	1
287	а это	1	1
288	этом отношении	1	1
289	самое важное	1	1
290	с тем	13	1
291	чрезвычайно сложный	1	1
292	имеем дело	1	1
293	что при	3	1
294	через некоторое	1	1
295	в сущности	2	1
296	только не	1	1
297	никакому сомнению	1	1
298	как раз	2	1
299	в некоторых	4	1
300	др но	1	1
301	мифах и	1	1
302	говорит о	2	1
303	привести к	3	1
304	о нем	5	1
305	день и	1	1
306	пути в	4	1
307	в качестве	8	1
308	в году	1	1
309	исследования мы	1	1
310	в полном	1	1
311	более позднее	1	1
312	нас в	2	1
313	для объяснения	2	1
314	эта аналогия	1	1
315	у нас	1	1
316	здесь в	4	1
317	для них	1	1
318	и другими	1	1
319	быть сведен	1	1
320	это касается	1	1
321	в виду	2	1
322	я не	5	1
323	основной вопрос	2	1
324	тело в	1	1
325	подобно тому	3	1
326	в русском	2	1
327	каков же	1	1
328	останавливаться не	1	1
329	них и	1	1
330	можно было	8	1
331	есть еще	3	1
332	связь с	8	1
333	является и	1	1
334	связи с	10	1
335	мы вправе	1	1
336	не ясно	1	1
337	в угол	1	1
338	особого рода	1	1
339	нам в	1	1
340	на этот	2	1
341	утверждение что	1	1
342	этот страх	2	1
343	не более	2	1
344	если бы	8	1
345	столь же	2	1
346	так было	1	1
347	иногда и	1	1
348	оказывается в	1	1
349	и представления	1	1
350	мы живем	1	1
351	а во-вторых	1	1
352	по женской	1	1
353	с ней	2	1
354	именно здесь	1	1
355	жизнь в	1	1
356	но эта	1	1
357	это мы	1	1
358	теперь мы	1	1
359	дело в	3	1
360	он может	2	1
361	но не	7	1
362	эти две	2	1
363	и эта	1	1
364	быть только	1	1
365	как его	1	1
366	и им	1	1
367	в глубине	2	1
368	он будет	1	1
369	ведь она	1	1
370	в эпоху	2	1
371	а то	2	1
372	из всего	1	1
373	ужас и	1	1
374	времени и	1	1
375	этом моменте	1	1
376	правда по	1	1
377	и связанные	1	1
378	в конце	1	1
379	основные черты	1	1
380	уходить на	1	1
381	в связи	7	1
382	зависит от	3	1
383	материал должен	1	1
384	и они	5	1
385	не подлежит	1	1
386	этой цели	1	1
387	по смыслу	2	1
388	что по	1	1
389	лежит на	1	1
390	одно только	1	1
391	душу и	1	1
392	с теми	1	1
393	чем иным	1	1
394	все же	17	1
395	момент и	1	1
396	при таком	2	1
397	эта сила	1	1
398	совершенно новой	1	1
399	не что	3	1
400	а иногда	2	1
401	к нашей	1	1
402	науки в	1	1
403	от этого	2	1
404	приводит к	3	1
405	и со	2	1
406	и могут	1	1
407	становится ясным	2	1
408	уберечься от	1	1
409	или что	1	1
410	них мы	1	1
411	свою работу	1	1
412	выше мы	6	1
413	по его	3	1
414	ступени развития	1	1
415	в свете	4	1
416	легче всего	1	1
417	теряет свой	1	1
418	матери или	1	1
419	за ней	1	1
420	зависимости от	3	1
421	в себя	2	1
422	это было	2	1
423	отец не	1	1
424	значение как	1	1
425	в душу	1	1
426	роль в	3	1
427	со стороны	3	1
428	пока не	5	1
429	если ему	1	1
430	на его	2	1
431	не пытается	1	1
432	с другом	3	1
433	на своем	2	1
434	различные формы	2	1
435	но если	4	1
436	быть очень	1	1
437	полагает что	1	1
438	да по	1	1
439	говорит об	1	1
440	сейчас же	1	1
441	такой работе	1	1
442	вовсе не	3	1
443	уже не	3	1
444	к тому	6	1
445	ее только	1	1
446	полагают что	1	1
447	в буржуазной	1	1
448	жизни мы	1	1
449	всем его	1	1
450	связано с	2	1
451	которые были	1	1
452	а для	2	1
453	время сна	1	1
454	что конечно	1	1
455	он прежде	1	1
456	коснуться лишь	1	1
457	однако не	2	1
458	а потом	4	1
459	первый взгляд	2	1
460	этот мотив	3	1
461	что эти	5	1
462	но этим	2	1
463	в известных	1	1
464	нет ничего	2	1
465	предположить что	2	1
466	достаточно для	1	1
467	с чего	2	1
468	целиком во	1	1
469	его и	6	1
470	всего сказанного	2	1
471	искать в	1	1
472	живем в	1	1
473	человека в	1	1
474	и снова	1	1
475	он был	3	1
476	а с	4	1
477	и часто	4	1
478	быть объяснены	1	1
479	вытекает из	1	1
480	она же	1	1
481	пр в	1	1
482	и история	1	1
483	оно в	2	1
484	вопрос о	8	1
485	характер и	1	1
486	а просто	1	1
487	не имеют	1	1
488	как акт	1	1
489	свободна от	1	1
490	страх и	1	1
491	со всех	4	1
492	мы говорили	1	1
493	мы увидим	17	1
494	в самых	1	1
495	и социальной	3	1
496	то и	2	1
