N	2gram	Losev_Prob	FransuaR
1	и в	62	367
2	то есть	63	209
3	в этом	25	112
4	и не	56	101
5	таким образом	13	100
6	и его	12	99
7	в его	10	98
8	прежде всего	13	92
9	не только	33	87
10	мы уже	4	85
11	но и	20	84
12	как бы	11	82
13	все эти	14	79
14	вовсе не	62	77
15	как и	15	76
16	в нем	13	75
17	но в	17	75
18	в эпоху	2	75
19	и на	4	72
20	и др	1	72
21	в том	35	71
22	как мы	12	71
23	то же	23	66
24	и все	13	66
25	в них	6	65
26	в этой	10	65
27	так и	16	65
28	и с	11	64
29	в то	18	63
30	во время	3	63
31	во всех	4	62
32	все это	9	62
33	что в	11	52
34	в своем	7	51
35	только в	33	48
36	так как	14	46
37	и до	3	46
38	том что	25	45
39	то что	42	41
40	здесь в	3	41
41	у него	1	40
42	жизни и	7	40
43	в самом	4	38
44	точки зрения	14	37
45	в ней	12	37
46	о том	14	35
47	может быть	39	35
48	мы видим	1	35
49	сказать что	24	34
50	и даже	21	34
51	в себе	23	34
52	рядом с	1	32
53	мы видели	2	32
54	в конце	7	32
55	он не	10	32
56	для него	4	32
57	до конца	1	31
58	в литературе	3	31
59	связаны с	1	31
60	в своей	8	31
61	нового времени	1	31
62	так же	11	30
63	но он	1	30
64	потому что	40	30
65	той же	2	30
66	и потому	13	30
67	никогда не	7	30
68	в одном	4	29
69	еще не	12	29
70	связи с	10	29
71	в этих	6	29
72	что он	16	29
73	не может	14	29
74	при этом	9	29
75	его в	4	29
76	не в	21	29
77	и к	9	28
78	из них	4	28
79	всех этих	6	28
80	также и	22	28
81	в той	8	28
82	эти образы	1	28
83	в основе	3	28
84	здесь и	4	28
85	и другие	4	27
86	сих пор	4	27
87	до сих	4	27
88	том числе	1	27
89	все же	10	27
90	по своему	6	27
91	образов в	1	26
92	кроме того	5	26
93	в условиях	7	26
94	все они	5	26
95	на самом	13	25
96	в области	2	25
97	но это	13	25
98	этот образ	1	24
99	он и	3	24
100	но не	6	24
101	например в	1	24
102	в ее	6	24
103	и у	2	24
104	и от	11	24
105	как в	10	24
106	того чтобы	4	24
107	времени и	4	24
108	в частности	4	24
109	отношение к	1	24
110	своего рода	1	23
111	и здесь	8	23
112	с ним	11	23
113	и для	5	23
114	в их	2	23
115	есть и	2	23
116	к нему	3	23
117	это не	10	23
118	еще и	10	23
119	даже в	2	22
120	не было	6	22
121	а в	9	22
122	тем что	8	22
123	что и	11	22
124	и других	1	22
125	там где	1	22
126	поэтому и	3	22
127	вместе с	3	22
128	и во	5	22
129	и о	8	22
130	в своих	2	21
131	именно в	4	21
132	в отношении	4	21
133	уже в	5	21
134	и как	4	21
135	есть в	6	21
136	в качестве	10	21
137	одним из	2	21
138	что это	3	21
139	ни в	17	21
140	и наконец	2	21
141	в виду	20	20
142	в связи	9	20
143	и это	11	20
144	в значительной	2	20
145	образов и	4	20
146	с точки	9	20
147	как раз	11	20
148	в образе	1	20
149	а также	6	20
150	самом деле	6	20
151	во всем	2	19
152	их в	2	19
153	к этому	2	19
154	того же	2	19
155	за пределы	6	19
156	было бы	14	19
157	с ее	5	19
158	в дальнейшем	1	19
159	с другой	14	19
160	хотя и	9	19
161	в ту	2	19
162	далеко не	1	19
163	мы находим	8	18
164	со всеми	1	18
165	конечно и	2	18
166	это и	11	18
167	здесь не	11	18
168	но они	4	18
169	превращается в	1	18
170	весь мир	2	18
171	этих образов	2	18
172	на этом	1	18
173	связанные с	2	18
174	перед нами	8	18
175	связан с	2	18
176	это в	2	18
177	образы в	1	17
178	для того	5	17
179	конечно не	3	17
180	в результате	8	17
181	можно было	7	17
182	на его	1	17
183	числе и	1	17
184	еще более	3	17
185	но все	5	17
186	связана с	1	17
187	и вот	1	17
188	того что	10	17
189	а не	28	17
190	в другом	4	16
191	с одной	3	16
192	между ними	1	16
193	нужно сказать	1	16
194	и одновременно	1	16
195	тот же	1	16
196	в начале	3	16
197	начала и	1	16
198	в свете	4	16
199	ii гл	2	16
200	ничего не	4	16
201	они не	1	16
202	дело в	6	16
203	мысли и	1	15
204	в которой	3	15
205	говорили что	3	15
206	никто не	5	15
207	из этих	1	15
208	мы еще	3	15
209	с их	2	15
210	особенно в	2	15
211	и вообще	20	15
212	почти все	1	15
213	как на	2	15
214	в нашем	13	15
215	xix века	2	15
216	в первой	1	15
217	в истории	4	15
218	в самой	4	15
219	с начала	1	15
220	страха и	1	15
221	и прежде	3	15
222	и образ	6	14
223	в котором	3	14
224	в чем	5	14
225	образом в	2	14
226	и по	3	14
227	мы не	15	14
228	на них	1	14
229	здесь только	7	14
230	все что	1	14
231	в данном	14	14
232	и он	3	14
233	несмотря на	4	14
234	земли и	1	14
235	в более	1	14
236	по существу	2	14
237	и сам	6	13
238	с этим	5	13
239	во все	3	13
240	и еще	2	13
241	что все	2	13
242	на все	1	13
243	о чем	4	13
244	в жизни	1	13
245	одновременно и	4	13
246	на этой	1	13
247	одной стороны	2	13
248	здесь нет	1	13
249	подчеркнуть что	1	13
250	не знает	1	13
251	отличие от	3	13
252	в других	2	13
253	бы в	3	13
254	и есть	9	13
255	только на	6	13
256	не на	2	13
257	образов но	1	13
258	или в	7	13
259	и эта	1	13
260	это было	4	13
261	жизнь и	3	13
262	как он	2	13
263	в известной	3	13
264	другой стороны	11	12
265	не был	3	12
266	во всей	3	12
267	вещей и	2	12
268	и ее	7	12
269	мы встречаем	1	12
270	начиная с	1	12
271	о нем	2	12
272	у нас	17	12
273	раз в	1	12
274	с полной	1	12
275	из всех	1	12
276	только для	1	12
277	можно сказать	10	12
278	но этот	2	12
279	по своей	1	12
280	в атмосфере	1	12
281	не могут	1	12
282	литературы и	2	12
283	он в	3	12
284	образы и	6	12
285	но здесь	1	12
286	лишь в	1	12
287	но именно	4	12
288	благодаря этому	1	12
289	об этом	7	12
290	в пределах	3	12
291	зрения на	2	11
292	так например	1	11
293	уже не	12	11
294	отметить что	1	11
295	что они	8	11
296	той или	22	11
297	и что	9	11
298	и самый	3	11
299	в отличие	2	11
300	из этого	5	11
301	в свое	1	11
302	все время	2	11
303	момент в	1	11
304	время в	1	11
305	и особенно	3	11
306	это уже	4	11
307	и так	1	11
308	с ними	2	11
309	и более	6	11
310	слова и	3	11
311	ни с	5	11
312	формы и	3	11
313	между собою	5	11
314	он говорит	1	11
315	другими словами	9	11
316	в заключение	5	11
317	в узком	2	11
318	на котором	2	10
319	все его	1	10
320	на земле	1	10
321	что для	4	10
322	его как	3	10
323	поэтому в	2	10
324	и они	1	10
325	да и	9	10
326	но оно	3	10
327	и литературы	1	10
328	в таких	3	10
329	данном случае	12	10
330	наших дней	1	10
331	человека и	1	10
332	или иной	20	10
333	конце концов	4	10
334	новое и	3	10
335	для всех	3	10
336	нас в	5	10
337	самом же	7	10
338	где они	1	10
339	там же	1	10
340	к тому	4	10
341	даже и	33	10
342	на этот	4	10
343	не просто	36	10
344	по преимуществу	1	10
345	в изображении	2	10
346	здесь как	1	10
347	ту же	1	10
348	мы здесь	2	10
349	образом и	2	10
350	в процессе	2	10
351	он хочет	1	10
352	им в	1	10
353	выходит за	2	10
354	же деле	7	10
355	в целом	9	10
356	еще раз	2	9
357	в разных	4	9
358	представлений о	2	9
359	некоторые из	1	9
360	для этой	1	9
361	пародии на	1	9
362	как это	4	9
363	в тех	3	9
364	значение и	7	9
365	но на	2	9
366	в которых	3	9
367	о котором	1	9
368	не понимает	2	9
369	и вся	2	9
370	как к	1	9
371	это как	1	9
372	же в	6	9
373	что на	2	9
374	вплоть до	3	9
375	говорит о	1	9
376	эпоху возрождения	1	9
377	вся эта	3	9
378	вполне понятно	1	9
379	отношения к	3	9
380	но как	6	9
381	мы можем	11	9
382	это были	1	9
383	как известно	1	9
384	но дело	1	9
385	не имеет	12	9
386	свое время	1	9
387	чем же	7	9
388	относится к	4	9
389	их с	2	9
390	и то	17	9
391	для нас	23	9
392	первый план	3	9
393	конечно в	1	9
394	что не	4	9
395	со всем	2	8
396	с этой	3	8
397	более или	2	8
398	образы эти	1	8
399	не менее	24	8
400	следовательно и	1	8
401	на первый	6	8
402	понятно что	1	8
403	но эти	1	8
404	в этот	1	8
405	и те	1	8
406	или менее	2	8
407	от этого	1	8
408	речи и	1	8
409	в него	2	8
410	оно было	1	8
411	и при	2	8
412	с тем	9	8
413	то время	6	8
414	языка и	4	8
415	в совершенно	1	8
416	значение в	3	8
417	у гоголя	9	8
418	сам он	1	8
419	он как	2	8
420	но эта	4	8
421	и вовсе	7	8
422	для этого	9	8
423	мы сказали	2	8
424	от него	2	8
425	как они	4	8
426	всякого рода	9	8
427	перестает быть	3	8
428	всего этого	2	8
429	отрыве от	1	8
430	по поводу	3	8
431	видели что	1	8
432	ко всему	1	8
433	свободу и	1	8
434	мертвых душ	2	8
435	тому же	1	8
436	и она	2	8
437	так что	21	8
438	здесь мы	5	8
439	все те	2	8
440	и ни	5	8
441	в это	1	8
442	превращаются в	1	8
443	как о	6	8
444	если бы	9	8
445	но с	2	8
446	и без	9	8
447	самой жизни	2	8
448	и почти	2	8
449	на всех	1	8
450	дело не	4	8
451	ведь и	1	8
452	были и	1	8
453	нуждается в	1	8
454	же и	7	7
455	не как	1	7
456	новое время	1	7
457	во всяком	14	7
458	искусства и	3	7
459	себе и	4	7
460	и там	2	7
461	на него	3	7
462	от них	1	7
463	точка зрения	1	7
464	что у	3	7
465	на том	3	7
466	мы говорили	3	7
467	здесь на	2	7
468	и та	1	7
469	мы будем	3	7
470	в одну	1	7
471	никакому сомнению	1	7
472	по адресу	1	7
473	подобно тому	3	7
474	нет ничего	6	7
475	нет и	1	7
476	только с	5	7
477	нас не	6	7
478	на службу	1	7
479	них и	1	7
480	в виде	20	7
481	но она	2	7
482	освобождение от	1	7
483	и очень	6	7
484	по всему	1	7
485	жить и	1	7
486	представление о	1	7
487	правда в	3	7
488	эта связь	1	7
489	значительной мере	2	7
490	настоящее время	4	7
491	себя в	4	7
492	несколько слов	1	7
493	но его	1	7
494	и всей	2	7
495	узком смысле	2	7
496	в средневековом	1	7
497	это конечно	1	7
498	всех его	1	7
499	как его	1	7
500	в целях	6	7
501	в таком	11	7
502	в новое	3	7
503	а как	2	7
504	и за	2	7
505	был бы	1	7
506	никак не	13	7
507	из которых	6	7
508	том как	4	7
509	из области	1	7
510	наконец и	1	7
511	и если	11	7
512	в настоящее	4	7
513	точку зрения	1	7
514	как нечто	9	7
515	не будем	4	7
516	есть только	5	7
517	его не	2	7
518	тому как	2	7
519	думать что	1	7
520	на всю	1	7
521	и часто	2	7
522	в отрыве	1	7
523	одного из	1	7
524	и всего	1	6
525	и был	1	6
526	не столько	2	6
527	жизнь в	3	6
528	в один	1	6
529	казалось бы	3	6
530	не могли	2	6
531	хотя бы	6	6
532	в противоположность	1	6
533	имеем в	4	6
534	вещами и	1	6
535	уже и	2	6
536	себе в	5	6
537	видно что	1	6
538	далеки от	1	6
539	находится в	1	6
540	что она	5	6
541	котором мы	1	6
542	является и	2	6
543	не остается	1	6
544	и следовательно	3	6
545	всей их	1	6
546	ведь в	2	6
547	значение это	1	6
548	и тот	2	6
549	например у	1	6
550	на небе	1	6
551	смысле слова	19	6
552	для них	4	6
553	к его	1	6
554	основе своей	1	6
555	от страха	1	6
556	в нее	2	6
557	то он	3	6
558	тем же	2	6
559	и смерть	1	6
560	у них	2	6
561	смерть и	1	6
562	первом плане	1	6
563	вовсе нет	1	6
564	и вы	2	6
565	или даже	6	6
566	чем мы	2	6
567	и эти	1	6
568	здесь еще	1	6
569	есть о	1	6
570	происходит в	3	6
571	как будто	11	6
572	за счет	2	6
573	вот это	2	6
574	момента в	1	6
575	дается в	2	6
576	исторического развития	2	6
577	и которые	1	6
578	от всего	3	6
579	его на	1	6
580	а именно	12	6
581	и такие	3	6
582	говорить о	7	6
583	до того	2	6
584	такого рода	14	6
585	не была	1	6
586	литературе и	1	6
587	между прочим	4	6
588	ни для	2	6
589	не дает	1	6
590	произведение это	1	6
591	с таким	1	6
592	могут быть	2	6
593	можно только	3	6
594	переходит в	2	6
595	в языке	4	6
596	человеческой культуры	1	6
597	и шире	1	6
598	совершенно не	7	6
599	язык и	1	6
600	что здесь	5	6
601	он может	2	6
602	всех тех	1	6
603	этого слова	5	6
604	друг друга	5	6
605	дает нам	2	6
606	все элементы	1	6
607	свидетельствует о	2	6
608	находим и	1	6
609	ее в	2	6
610	этих произведений	1	6
611	очень много	4	6
612	как она	2	6
613	за то	1	6
614	в искусстве	4	6
615	входит в	3	6
616	и обратно	1	6
617	от того	2	6
618	свое значение	3	6
619	со своими	1	6
620	и над	1	5
621	есть элемент	3	5
622	с собой	6	5
623	к самому	3	5
624	сливается с	1	5
625	для выражения	1	5
626	раз и	6	5
627	и когда	4	5
628	верх и	1	5
629	жизни с	1	5
630	все в	4	5
631	быть только	1	5
632	с другими	6	5
633	чем в	2	5
634	с одним	1	5
635	смысл и	1	5
636	и образа	1	5
637	и речи	1	5
638	из него	2	5
639	почти всегда	4	5
640	перед лицом	1	5
641	который был	1	5
642	этой системе	1	5
643	одного и	1	5
644	и самое	1	5
645	тогда когда	1	5
646	на первом	2	5
647	и дает	1	5
648	значения и	1	5
649	бы не	2	5
650	ему и	1	5
651	сравнению с	3	5
652	на основе	1	5
653	по сравнению	3	5
654	со всей	1	5
655	которую он	1	5
656	подобного рода	13	5
657	что слово	3	5
658	но мы	1	5
659	значение имеет	1	5
660	и искусства	3	5
661	мы имеем	7	5
662	лиц и	2	5
663	и всегда	2	5
664	временем и	1	5
665	неразрывно связаны	1	5
666	тем более	8	5
667	есть не	13	5
668	оказывается что	2	5
669	тем самым	9	5
670	же самое	20	5
671	и самого	2	5
672	сливаются в	2	5
673	на то	6	5
674	которой мы	1	5
675	он с	1	5
676	дело здесь	4	5
677	и конец	1	5
678	находим в	3	5
679	что дело	2	5
680	в первом	1	5
681	в собственном	1	5
682	и стал	1	5
683	имеет в	2	5
684	но даже	7	5
685	во многих	1	5
686	но уже	4	5
687	говорит что	1	5
688	не вполне	3	5
689	входят в	1	5
690	тут же	12	5
691	а следовательно	1	5
692	смысле но	1	5
693	больше чем	1	5
694	то в	4	5
695	и весь	2	5
696	от его	4	5
697	первом случае	1	5
698	должно быть	1	5
699	во хмелю	1	5
700	ни было	5	5
701	и сама	4	5
702	же как	5	5
703	он сам	7	5
704	для его	4	5
705	совсем не	4	5
706	всех других	2	5
707	но только	10	5
708	на отдельные	3	5
709	начало и	1	5
710	независимо от	4	5
711	такие образы	1	5
712	во втором	1	5
713	и этот	3	5
714	должна быть	1	5
715	мы в	6	5
716	их как	1	5
717	от их	2	5
718	в слове	4	5
719	реализма и	1	5
720	себя и	1	5
721	не является	19	5
722	образы у	1	5
723	автора и	1	5
724	эти произведения	1	5
725	нем не	1	5
726	если мы	24	5
727	с нею	2	5
728	такие которые	2	5
729	всяком случае	8	5
730	же он	1	5
731	в едином	1	5
732	ему в	1	5
733	ничем не	2	5
734	бы и	7	5
735	вообще не	5	5
736	словом и	1	5
737	что мы	12	5
738	к своему	1	5
739	нисколько не	2	5
740	на свете	2	5
741	без всякой	3	5
742	когда он	2	5
743	в человеческом	2	5
744	стороны и	3	5
745	только то	4	5
746	вы не	1	5
747	слова в	1	5
748	об этой	1	5
749	и только	10	5
750	не к	2	5
751	они являются	2	4
752	таковы например	1	4
753	вещи и	9	4
754	о нашем	1	4
755	не хочет	1	4
756	его от	3	4
757	силой и	1	4
758	я не	1	4
759	и само	1	4
760	очень далек	1	4
761	к этой	2	4
762	ничто не	2	4
763	характер они	1	4
764	и той	2	4
765	одной и	2	4
766	о них	1	4
767	втором случае	1	4
768	в контексте	3	4
769	что даже	6	4
770	о его	3	4
771	время и	2	4
772	внимание на	2	4
773	есть с	2	4
774	не нуждается	1	4
775	можно судить	1	4
776	но для	3	4
777	и всю	1	4
778	о которых	3	4
779	действительности и	2	4
780	в каждом	1	4
781	о себе	2	4
782	ведь этот	1	4
783	новых и	2	4
784	одно и	4	4
785	этот вопрос	3	4
786	них не	1	4
787	что только	1	4
788	бы ни	1	4
789	поздней античности	1	4
790	чтобы не	2	4
791	в самый	1	4
792	если в	1	4
793	он только	2	4
794	и далее	1	4
795	этот же	1	4
796	оно не	1	4
797	с некоторыми	1	4
798	строгом смысле	1	4
799	переплетается с	1	4
800	есть нечто	22	4
801	есть на	1	4
802	при всех	2	4
803	в те	1	4
804	не входит	1	4
805	в очень	2	4
806	да еще	3	4
807	и больше	4	4
808	знаем что	1	4
809	и борьбы	1	4
810	образ и	4	4
811	это вовсе	5	4
812	но если	12	4
813	понять и	1	4
814	ее на	2	4
815	оно и	2	4
816	имеется в	7	4
817	один и	2	4
818	только и	9	4
819	значение как	1	4
820	говорит об	1	4
821	каждый раз	7	4
822	кто не	1	4
823	и времени	1	4
824	к ней	2	4
825	в античной	2	4
826	мы и	5	4
827	роль и	2	4
828	рассказ о	1	4
829	не так	8	4
830	дело с	3	4
831	однако и	2	4
832	нами в	2	4
833	по себе	36	4
834	было очень	1	4
835	и связанные	1	4
836	стороны в	1	4
837	всегда в	1	4
838	выйти из	1	4
839	когда в	4	4
840	что этот	1	4
841	которой он	1	4
842	которых мы	2	4
843	слов о	1	4
844	связь между	1	4
845	и значение	3	4
846	с реальными	1	4
847	который в	2	4
848	и именно	2	4
849	только не	6	4
850	она и	1	4
851	и заставляет	1	4
852	образ в	2	4
853	что между	1	4
854	и притом	7	4
855	именно здесь	2	4
856	что за	1	4
857	но ведь	2	4
858	учение о	3	4
859	есть именно	9	4
860	здесь перед	2	4
861	представляется нам	1	4
862	образности и	7	4
863	в смысле	2	4
864	но к	2	4
865	так называемые	1	4
866	и тем	16	4
867	кажется что	2	4
868	на нем	3	4
869	если же	4	4
870	нашего анализа	2	4
871	заключается в	8	4
872	но несмотря	1	4
873	здесь также	1	4
874	же мы	1	4
875	имеет дело	1	4
876	собственном смысле	1	4
877	не исчерпывается	1	4
878	о которой	2	4
879	в область	1	4
880	это есть	5	4
881	и вполне	9	4
882	ни о	8	4
883	состоит из	6	4
884	нельзя сказать	3	4
885	и отдельных	1	4
886	в известном	3	4
887	из тех	1	4
888	ни на	5	4
889	ли он	1	4
890	не должно	1	4
891	что уже	1	4
892	делает его	1	4
893	и своего	2	4
894	без всякого	8	4
895	заметить что	2	4
896	это особенно	1	4
897	такое же	1	4
898	со своим	2	4
899	на которой	1	4
900	же не	2	4
901	и где	1	4
902	там и	4	4
903	на тему	1	4
904	говорят о	4	4
905	отвлеченная мысль	1	4
906	для которого	1	4
907	единство и	1	4
908	целого и	1	4
909	что эти	1	4
910	образов их	1	4
911	этих слов	1	4
912	быть и	3	4
913	длинный ряд	1	4
914	говоря о	1	4
915	что такие	1	4
916	что из	2	4
917	на это	1	4
918	в отдельности	2	4
919	свидетельствуют о	1	4
920	с которой	2	3
921	типа как	1	3
922	языке и	1	3
923	xix и	2	3
924	какой бы	2	3
925	и получает	1	3
926	в живом	1	3
927	материи и	1	3
928	индивидуальность и	1	3
929	как об	1	3
930	прямо сказать	1	3
931	или на	1	3
932	в речи	1	3
933	можно прямо	1	3
934	но когда	3	3
935	заимствованы из	1	3
936	функций в	1	3
937	по своим	1	3
938	он есть	2	3
939	есть то	5	3
940	только благодаря	2	3
941	себе все	2	3
942	больше всего	1	3
943	у самого	1	3
944	здесь нам	2	3
945	не всегда	1	3
946	мы все	5	3
947	по линии	1	3
948	в вопросе	1	3
949	с вещами	1	3
950	и формы	1	3
951	много и	2	3
952	в голове	1	3
953	том чтобы	1	3
954	просто в	2	3
955	сущности и	1	3
956	что именно	3	3
957	тем как	1	3
958	речи в	2	3
959	образом на	1	3
960	бы то	5	3
961	и мы	1	3
962	которого он	1	3
963	после этого	1	3
964	это слово	1	3
965	перехода от	1	3
966	них все	1	3
967	а с	2	3
968	исторического процесса	1	3
969	остается в	1	3
970	это один	1	3
971	будто бы	7	3
972	тому что	5	3
973	и исторической	1	3
974	ясно что	11	3
975	время как	6	3
976	не есть	57	3
977	между собой	3	3
978	а для	1	3
979	образы являются	1	3
980	на новый	2	3
981	эти слова	2	3
982	и весьма	3	3
983	моря и	1	3
984	не будет	3	3
985	доходит до	2	3
986	вот в	1	3
987	должны были	1	3
988	времени но	1	3
989	бы к	3	3
990	равно как	2	3
991	природы и	3	3
992	мы дадим	1	3
993	но есть	1	3
994	следовательно не	1	3
995	и сами	3	3
996	от всякого	3	3
997	его из	1	3
998	античности и	1	3
999	и свое	1	3
