N	3gram	Tiupa_Teor	Marksizm
1	с точки зрения	3	46
2	не может быть	5	25
3	в самом деле	2	19
4	по отношению к	10	15
5	то же время	8	15
6	в то же	8	15
7	в том что	10	14
8	в связи с	3	14
9	в русском языке	1	14
10	то ни было	2	12
11	бы то ни	2	12
12	для того чтобы	5	11
13	в отличие от	7	10
14	в большинстве случаев	1	9
15	одного и того	4	9
16	и того же	4	9
17	но в то	2	9
18	в настоящее время	1	8
19	в отношении к	2	8
20	то же самое	1	8
21	может быть и	2	8
22	с другой стороны	6	7
23	в свою очередь	3	7
24	всех без исключения	3	6
25	с одной стороны	3	6
26	и как бы	1	5
27	в таком случае	2	5
28	чужой речи и	1	5
29	к тому что	2	5
30	той или иной	3	5
31	в этом случае	1	5
32	в первом случае	1	4
33	в зависимости от	1	4
34	и прежде всего	1	4
35	о том что	1	4
36	можно сказать что	3	4
37	и здесь мы	1	4
38	том что он	2	4
39	в той или	1	3
40	в данном контексте	2	3
41	тем не менее	3	3
42	и тем же	1	3
43	одной стороны и	1	3
44	в том числе	3	3
45	более или менее	6	3
46	и то же	2	3
47	том числе и	2	3
48	в данном отношении	1	3
49	не могут быть	2	3
50	в значительной степени	2	3
51	в данный момент	2	3
52	какой бы то	1	3
53	связи с этим	1	3
54	одним и тем	1	3
55	одно и то	2	3
56	во внутренней речи	1	3
57	все без исключения	1	3
58	в следующей главе	1	3
59	что он не	1	2
60	слова в слове	1	2
61	является как бы	1	2
62	до известной степени	2	2
63	– все это	1	2
64	точки зрения не	1	2
65	себе отчет в	1	2
66	в этом смысле	3	2
67	– может быть	1	2
68	она могла бы	1	2
69	в коем случае	2	2
70	и т.п –	1	2
71	друг от друга	1	2
72	высказывания как целого	1	2
73	так или иначе	5	2
74	внутренней и внешней	2	2
75	в нашем примере	1	2
76	а между тем	1	2
77	– это и	1	2
78	в данном случае	5	2
79	в том или	1	2
80	к тому же	1	2
81	сама по себе	2	2
82	речи может быть	1	2
83	а не только	1	2
84	со всех сторон	1	2
85	в нашем случае	2	2
86	того или иного	6	2
87	в знаковом материале	3	2
88	слова как и	1	2
89	– с другой	1	2
90	по крайней мере	1	2
91	том или ином	1	2
92	ту или иную	2	2
93	как и в	2	2
94	таком случае это	1	2
95	место лишь в	1	2
96	– не может	1	2
97	в противном случае	2	2
98	отношение знака к	3	2
99	ни в коем	2	2
100	которого только и	1	2
101	так же как	1	2
102	внутренней речи как	1	2
103	и в самом	2	2
104	является одним из	1	2
105	это и есть	1	2
106	тот или иной	3	2
107	не могли бы	1	1
108	совпадая со своей	1	1
109	к своему герою	1	1
110	в своих героях	1	1
111	в статье о	1	1
112	все то что	1	1
113	точки зрения и	1	1
114	между ним и	1	1
115	однако и в	1	1
116	в более или	1	1
117	в другом –	1	1
118	именно к пониманию	1	1
119	заключать в себе	1	1
120	в конечном счете	6	1
121	при чтении этого	1	1
122	этого слова как	1	1
123	– это еще	1	1
124	и поэтому не	1	1
125	при этом как	1	1
126	не менее чем	1	1
127	к субъекту и	1	1
128	внутренней речи а	1	1
129	из этих двух	1	1
130	для него не	1	1
131	то или иное	1	1
132	в основе всех	1	1
133	с этой точки	2	1
134	и соответствующих форм	1	1
135	ни к каким	1	1
136	даже в этих	1	1
137	только при условии	1	1
138	как бы не	1	1
139	здесь сводится к	1	1
140	начало и конец	1	1
141	в себе самом	1	1
142	в иных случаях	1	1
143	которая не поддается	1	1
144	не рассчитан на	1	1
145	не совпадает с	1	1
146	в своей индивидуальности	1	1
147	текста но и	1	1
148	таким образом что	1	1
149	между собой и	1	1
150	не сводится к	9	1
151	может быть осуществлено	1	1
152	отношении к нему	1	1
153	в соответствии с	2	1
154	или даже вовсе	1	1
155	по ту сторону	1	1
156	как в драме	1	1
157	точки зрения в	1	1
158	их отношении к	1	1
159	не только отдельные	1	1
160	а с другой	2	1
161	а в том	1	1
162	в данном высказывании	1	1
163	и по отношению	1	1
164	не только не	2	1
165	и в пределах	1	1
166	искусства и религии	1	1
167	иметь место в	1	1
168	имеет место в	1	1
169	по себе а	1	1
170	к вопросу о	1	1
171	в их отношении	1	1
172	же время они	1	1
173	и не дает	1	1
174	в одном случае	1	1
175	перед нами не	1	1
176	таким образом и	1	1
177	в первую очередь	1	1
178	в равной степени	3	1
179	могли бы быть	1	1
180	ни к какой	1	1
181	и в этой	1	1
182	в форме определенной	1	1
183	коем случае не	2	1
184	может служить знаком	1	1
185	– это не	1	1
186	то есть в	1	1
187	но прежде всего	1	1
188	но он не	2	1
189	и для него	1	1
190	как это делает	1	1
191	к чему не	1	1
192	мир уже не	1	1
193	что иное как	1	1
194	значение дело здесь	1	1
195	лежат в основе	1	1
196	он не только	1	1
197	в противоречие с	1	1
198	в русской литературе	2	1
