N	2gram	Vygotskiy_	Problema
1	и в	47	182
2	и не	27	152
3	вовсе не	3	145
4	то что	40	144
5	не есть	4	113
6	не только	36	104
7	потому что	26	89
8	в этом	47	88
9	может быть	20	82
10	в том	38	81
11	том что	28	81
12	не просто	1	80
13	только в	24	73
14	сказать что	18	72
15	но и	19	70
16	в виде	2	69
17	у нас	3	68
18	также и	2	68
19	и даже	3	66
20	по себе	5	64
21	не менее	6	58
22	о том	5	57
23	тем не	4	56
24	а не	7	56
25	так и	8	56
26	но в	9	55
27	так что	8	52
28	ни в	3	51
29	для нас	4	50
30	в себе	14	48
31	отнюдь не	2	48
32	и вообще	3	48
33	смысле слова	1	47
34	при помощи	1	47
35	было бы	12	46
36	прежде всего	9	45
37	в своей	4	45
38	что в	23	44
39	в его	7	44
40	не в	7	43
41	все эти	7	43
42	то же	16	42
43	а именно	1	42
44	как раз	6	42
45	таким образом	38	42
46	если мы	6	42
47	и что	14	40
48	и то	10	40
49	что он	13	40
50	так как	25	40
51	что мы	14	40
52	во всяком	2	39
53	не может	23	39
54	и тем	10	39
55	в этой	7	39
56	как бы	13	39
57	той или	2	38
58	в данном	7	38
59	никак не	5	37
60	в нем	6	37
61	того что	27	37
62	точки зрения	39	36
63	есть нечто	1	36
64	еще не	5	36
65	и все	5	36
66	когда мы	2	35
67	и т	1	35
68	в виду	5	34
69	уже не	1	34
70	и с	5	34
71	как и	19	34
72	же самое	12	33
73	в таком	2	33
74	не является	4	33
75	или иной	2	33
76	здесь не	1	32
77	в то	10	32
78	но не	13	32
79	едва ли	5	32
80	так же	26	31
81	в своем	3	31
82	связи с	4	31
83	что такое	2	31
84	в конце	5	31
85	но это	4	31
86	все это	5	31
87	ясно что	4	30
88	подобного рода	2	30
89	и для	5	30
90	с другой	7	30
91	настоящее время	1	30
92	в настоящее	1	30
93	в связи	1	29
94	все же	7	29
95	можно сказать	9	29
96	перед нами	3	29
97	как мы	24	29
98	об этом	4	29
99	что же	3	28
100	данном случае	5	28
101	мы не	10	28
102	а в	3	28
103	есть только	3	28
104	и о	4	28
105	и это	2	27
106	и как	7	27
107	хотя и	4	27
108	ничего общего	1	27
109	ничего не	2	27
110	в результате	3	26
111	другой стороны	3	26
112	как будто	1	26
113	вместе с	19	26
114	еще и	1	26
115	это не	6	26
116	и его	14	26
117	мы можем	7	25
118	и на	4	25
119	тем самым	14	25
120	с точки	31	25
121	всяком случае	1	25
122	с тем	8	24
123	на самом	3	24
124	тем более	1	24
125	в нашем	6	24
126	не имеет	6	24
127	содержит в	4	23
128	по своему	11	23
129	только и	5	23
130	на то	5	23
131	при этом	4	23
132	в качестве	9	23
133	и притом	4	23
134	конце концов	1	23
135	а только	2	23
136	то и	5	23
137	мы находим	3	23
138	есть не	3	23
139	и к	11	22
140	вещи и	2	22
141	раз и	1	22
142	только на	5	22
143	можно ли	2	22
144	никогда не	7	22
145	и является	5	22
146	всех этих	1	22
147	есть в	5	22
148	значит что	1	22
149	сам по	2	22
150	его в	7	22
151	и от	6	22
152	и есть	4	22
153	что и	4	22
154	другими словами	1	22
155	в самом	15	21
156	сама по	1	21
157	мы должны	7	21
158	и ее	3	21
159	говорить о	1	21
160	для себя	24	21
161	и без	2	21
162	и только	7	21
163	именно в	9	20
164	для того	24	20
165	но как	3	20
166	можно было	7	20
167	и потому	3	20
168	о чем	8	20
169	тем что	14	20
170	несмотря на	2	20
171	или в	2	20
172	это значит	1	19
173	кроме того	1	19
174	в них	3	19
175	с ним	5	19
176	самом деле	6	19
177	в каком	2	19
178	но если	5	19
179	уже в	3	19
180	то в	4	19
181	в отношении	9	19
182	но только	5	19
183	этом смысле	2	19
184	он не	5	19
185	это есть	6	19
186	если не	1	19
187	если бы	8	19
188	как в	7	19
189	как нечто	1	19
190	в этих	2	18
191	того же	7	18
192	не было	1	18
193	мы и	5	18
194	не существует	1	18
195	в ее	7	18
196	того чтобы	26	18
197	в ней	5	18
198	без всякого	2	17
199	что они	11	17
200	во всех	9	17
201	значение и	2	17
202	и здесь	5	17
203	гораздо более	4	17
204	есть именно	1	17
205	мы уже	5	17
206	совсем не	2	17
207	ни о	1	17
208	что здесь	2	17
209	это и	7	17
210	совершенно не	2	17
211	точно так	3	16
212	что она	8	16
213	как это	7	16
214	он и	1	16
215	самое время	1	16
216	же в	1	16
217	для этого	4	16
218	но все	2	16
219	в одно	1	16
220	к тому	13	16
221	но даже	2	16
222	случае не	2	16
223	далеко не	1	16
224	казалось бы	4	15
225	с этим	5	15
226	в чем	5	15
227	в той	7	15
228	у него	2	15
229	что не	2	15
230	общего с	1	15
231	и более	2	15
232	здесь в	2	15
233	в частности	4	15
234	что все	6	14
235	с другими	5	14
236	сих пор	6	14
237	только о	3	14
238	не так	1	14
239	этом случае	15	14
240	нас не	1	14
241	а это	2	14
242	все равно	2	14
243	в котором	6	14
244	нас в	4	14
245	до сих	6	14
246	не что	1	14
247	за пределы	2	14
248	что иное	1	14
249	этого термина	2	14
250	иное как	1	14
251	из них	2	13
252	тому что	14	13
253	действительности и	1	13
254	из этого	4	13
255	только при	1	13
256	мы имеем	3	13
257	в их	4	13
258	в области	5	13
259	который в	1	13
260	в других	2	13
261	в целях	1	13
262	учение о	3	13
263	мы в	3	13
264	дело в	1	13
265	при условии	1	12
266	в другом	3	12
267	он сам	2	12
268	с одной	7	12
269	в которой	16	12
270	время как	7	12
271	в самой	3	12
272	и можно	1	12
273	для них	1	12
274	то время	8	12
275	на первый	1	12
276	в литературе	1	12
277	в начале	6	12
278	и очень	1	12
279	не являются	1	12
280	что этот	6	12
281	значения и	3	12
282	в басне	1	12
283	в смысле	9	12
284	что это	7	12
285	но именно	3	12
286	в целом	7	12
287	здесь перед	1	11
288	своему содержанию	1	11
289	о которых	3	11
290	и следовательно	8	11
291	могли бы	10	11
292	и другое	4	11
293	одной стороны	7	11
294	оказывается что	2	11
295	том или	1	11
296	по поводу	3	11
297	к нему	5	11
298	только не	14	11
299	что его	2	11
300	без всякой	1	11
301	не могут	9	11
302	и у	1	11
303	мы говорим	2	11
304	заключается в	14	11
305	в истории	1	11
306	и во	5	11
307	вообще не	6	11
308	и их	7	11
309	в нашей	4	11
310	по этому	4	11
311	и тогда	3	11
312	есть то	4	10
313	что у	4	10
314	на том	2	10
315	но он	3	10
316	в математике	2	10
317	что для	3	10
318	даже если	2	10
319	один из	3	10
320	со всеми	2	10
321	бы не	1	10
322	что оно	9	10
323	и всякий	1	10
324	в одном	4	10
325	в языкознании	1	10
326	и которые	3	10
327	представление о	8	10
328	отличается от	6	10
329	которые мы	4	10
330	все время	3	10
331	в заключение	2	10
332	и сама	1	10
333	действительности но	2	10
334	он в	1	10
335	из которых	3	10
336	состоит из	1	10
337	относится к	5	10
338	внимание на	4	10
339	общего и	3	10
340	слова и	10	10
341	и другие	1	9
342	что если	2	9
343	с собой	3	9
344	в своих	2	9
345	их в	2	9
346	вопрос о	9	9
347	нет и	4	9
348	представить себе	5	9
349	здесь как	2	9
350	в тех	1	9
351	не мешает	1	9
352	тогда когда	12	9
353	в которых	3	9
354	о котором	1	9
355	только тогда	1	9
356	того как	6	9
357	однако не	2	9
358	но эта	2	9
359	она не	7	9
360	или как	1	9
361	этому поводу	3	9
362	которые в	5	9
363	само собой	2	9
364	находим в	2	9
365	языка и	6	9
366	правда в	1	9
367	только для	1	9
368	вообще и	1	9
369	на себе	1	9
370	бы в	7	9
371	не был	1	9
372	мы говорили	3	9
373	здесь мы	2	9
374	с ней	3	9
375	хотелось бы	1	9
376	чем же	1	9
377	и до	3	9
378	в условиях	1	9
379	это было	2	9
380	жизнь и	1	9
381	как же	1	9
382	идет речь	2	9
383	и наконец	4	9
384	во всем	4	8
385	является в	7	8
386	только что	7	8
387	с этой	5	8
388	говорится о	1	8
389	нас и	2	8
390	и весь	3	8
391	конечно не	2	8
392	во всей	3	8
393	тем же	8	8
394	что при	4	8
395	но для	2	8
396	от этого	3	8
397	между собой	15	8
398	а потом	1	8
399	почти всегда	3	8
400	и по	6	8
401	с ее	2	8
402	к сожалению	1	8
403	и при	2	8
404	к его	3	8
405	никто не	2	8
406	из этих	6	8
407	и больше	2	8
408	только с	2	8
409	только потому	3	8
410	значение в	3	8
411	мы будем	1	8
412	бы мы	1	8
413	на его	3	8
414	еще в	3	8
415	в период	2	8
416	для всех	2	8
417	были бы	5	8
418	которые не	1	8
419	самом же	1	8
420	как они	2	8
421	как только	1	8
422	если в	6	8
423	входит в	3	8
424	мере не	2	8
425	и он	4	8
426	но ведь	1	8
427	себе и	2	8
428	если же	2	8
429	которое мы	4	8
430	в силу	21	8
431	и особенно	2	8
432	и этот	1	8
433	том как	2	8
434	в сознании	11	8
435	для него	6	8
436	является не	4	8
437	же деле	1	8
438	с самого	13	8
439	как он	1	8
440	некоторой степени	1	7
441	даже в	2	7
442	его от	2	7
443	но что	2	7
444	вещи или	1	7
445	предметов и	1	7
446	себе в	5	7
447	мы ни	2	7
448	что их	2	7
449	значит и	1	7
450	в значительной	3	7
451	иным как	2	7
452	она есть	2	7
453	в понятии	5	7
454	а с	3	7
455	но вот	1	7
456	в случае	5	7
457	не раз	2	7
458	его как	1	7
459	уже с	1	7
460	жизни а	1	7
461	своего собственного	1	7
462	оно не	3	7
463	к другому	5	7
464	и поэтому	1	7
465	что понятие	2	7
466	являются только	1	7
467	одной из	4	7
468	на этот	2	7
469	находятся в	2	7
470	мы могли	15	7
471	была бы	3	7
472	себе но	1	7
473	перейти к	6	7
474	в такой	6	7
475	мере в	2	7
476	это в	2	7
477	не можем	4	7
478	что на	5	7
479	еще более	1	7
480	в это	1	7
481	на этой	7	7
482	не прямо	2	7
483	значительной мере	2	7
484	не чем	2	7
485	и значение	5	7
486	самого начала	13	7
487	никакой возможности	1	7
488	тому же	2	7
489	же как	14	7
490	чем иным	2	7
491	такого же	1	7
492	которая является	3	7
493	нашего исследования	10	7
494	и который	1	7
