N	3gram	Tiupa_Narr	Narrotol
1	в том что	8	18
2	в данном случае	4	17
3	не только в	2	13
4	в отличие от	5	11
5	по отношению к	6	11
6	даме с собачкой	1	11
7	к тому же	4	9
8	о том что	6	9
9	в даме с	1	9
10	не может быть	5	8
11	тем не менее	3	8
12	не сводится к	2	8
13	в соответствии с	1	8
14	той или иной	4	8
15	то же время	3	8
16	в то же	3	8
17	в этом отношении	3	8
18	и тем самым	3	6
19	состоит в том	3	6
20	в известном смысле	2	6
21	мы имеем дело	2	6
22	можно сказать что	4	6
23	во времени и	4	6
24	коммуникативного события рассказывания	3	6
25	времени и пространстве	5	6
26	с одной стороны	7	6
27	в свою очередь	3	5
28	матери и племянницы	3	5
29	на самом деле	1	5
30	подобно тому как	2	5
31	имеем дело с	1	5
32	начала и конца	1	4
33	свидетеля и судии	1	4
34	свободен теперь как	2	4
35	в конечном счете	2	4
36	в равной степени	1	4
37	на другой день	2	4
38	теперь как птица	2	4
39	у нас нет	1	4
40	в коммуникативном событии	1	3
41	в самом деле	1	3
42	обращает на себя	3	3
43	в случае с	1	3
44	и представляет собой	2	3
45	до сих пор	1	3
46	в первом случае	2	3
47	иметь в виду	1	3
48	речь идет о	2	3
49	уже говорилось выше	1	3
50	в художественных текстах	1	3
51	точно так же	2	3
52	не было и	1	3
53	по сути дела	2	3
54	в связи с	2	3
55	то же самое	1	3
56	при всей своей	2	3
57	пока еще не	1	3
58	а также и	1	3
59	присутствия в мире	2	3
60	а то и	1	3
61	свидетель и судия	2	3
62	того или иного	2	3
63	двух или нескольких	1	3
64	обратим внимание на	1	3
65	так и не	2	3
66	на себя внимание	3	3
67	с точки зрения	2	3
68	что у нее	1	3
69	дело в том	1	3
70	коммуникативном событии рассказывания	1	3
71	существенную роль в	1	3
72	несет в себе	1	3
73	и то что	1	3
74	тогда как в	2	3
75	и племянницы в	3	3
76	как уже говорилось	1	3
77	который свободен теперь	1	2
78	он прямо родился	2	2
