N	4gram	Bakhtin_Fr	Komedia
1	в то же время	13	16
2	в то время как	1	9
3	бы то ни было	1	7
4	один и тот же	3	3
5	в том числе и	3	3
6	до сих пор не	1	3
7	сих пор не было	1	2
8	с одной стороны и	2	2
9	до сих пор в	1	2
10	и в то же	2	2
11	мы имеем в виду	2	2
12	и до сих пор	2	1
13	то же время он	1	1
14	не что иное как	1	1
15	ни в коем случае	1	1
16	до поры до времени	1	1
17	который в свою очередь	1	1
18	таким образом и здесь	1	1
19	сказать несколько слов о	1	1
20	до сих пор остается	1	1
21	мы не найдем в	1	1
22	это в свою очередь	1	1
23	в связи с этим	1	1
24	усиливается еще тем что	1	1
25	нашу задачу не входит	1	1
26	одного и того же	1	1
27	в том же году	1	1
28	в это время и	1	1
29	до сих пор еще	2	1
30	повлек за собой и	1	1
31	в нашу задачу не	1	1
32	но это вовсе не	1	1
33	в том случае если	1	1
34	во всяком случае в	1	1
35	в большинстве случаев не	1	1
36	на площадях и улицах	1	1
37	с другой стороны он	1	1
