N	3gram	Vygotskiy_	NovoeSre
1	в высшей степени	1	6
2	не может быть	6	4
3	подобно тому как	2	3
4	вопрос о том	1	2
5	в том и	3	2
6	том и заключается	1	2
7	вместе с тем	6	2
8	и должно быть	1	2
9	так же как	13	2
10	и заключается что	1	2
11	в этом смысле	2	2
12	он не может	1	2
13	не может уже	1	2
14	с одной стороны	7	2
15	с другой стороны	3	2
16	она не может	1	2
17	бытия и небытия	1	1
18	в том что	24	1
19	и в высшей	1	1
20	до сих пор	6	1
21	хотя и в	2	1
22	в такой же	3	1
23	что она не	1	1
24	что совершается в	1	1
25	в зависимости от	6	1
26	по своей природе	4	1
27	но я могу	1	1
28	том числе и	2	1
29	можно было бы	5	1
30	и вместе с	2	1
31	такой же мере	3	1
32	то что он	1	1
33	мы должны перейти	1	1
34	только потому что	3	1
35	не только в	2	1
36	но и в	1	1
37	бы сказать что	4	1
38	для этого она	1	1
39	в большинстве случаев	2	1
40	не может остаться	1	1
41	которые могут быть	1	1
42	в том чтобы	1	1
43	в том смысле	2	1
44	в отличие от	4	1
45	в значительной степени	1	1
46	своей природе и	1	1
47	есть прежде всего	1	1
48	о том что	4	1
49	же как и	3	1
50	что в этом	2	1
51	и того же	3	1
52	и не могут	1	1
53	по своему строению	5	1
54	не могут быть	3	1
55	потому что не	1	1
56	заключает в себе	2	1
57	про себя а	1	1
58	но это есть	1	1
59	как и в	4	1
60	то что в	1	1
61	во всяком случае	1	1
62	этого нельзя сказать	1	1
63	для себя и	2	1
64	и во всех	2	1
65	ни в какие	1	1
66	в том числе	2	1
67	совершенно так же	1	1
68	к более элементарным	1	1
69	это значит что	1	1
70	в своем развитии	1	1
71	себе и в	1	1
72	в то время	8	1
73	это и есть	1	1
74	то время как	7	1
75	в известном смысле	2	1
76	и не может	2	1
77	одного и того	3	1
78	то что совершается	1	1
79	о природе и	1	1
