N	2gram	Vygotskiy_	Vvedenie
1	и т	1	45
2	т д	1	39
3	в том	47	38
4	в этом	32	35
5	и в	37	35
6	может быть	19	30
7	том что	42	30
8	не только	29	26
9	для того	19	23
10	того чтобы	23	22
11	таким образом	39	21
12	также и	2	20
13	не может	16	19
14	то что	32	19
15	потому что	11	18
16	только в	8	16
17	со стороны	4	16
18	о том	14	16
19	так как	11	15
20	языка и	3	15
21	представляет собой	13	14
22	в общем	5	14
23	что в	25	13
24	в самом	16	13
25	и именно	1	13
26	и не	15	13
27	в нем	2	13
28	в его	16	12
29	того что	28	12
30	в их	5	12
31	точки зрения	49	12
32	что такое	1	12
33	как на	5	12
34	то же	12	11
35	в ее	3	11
36	по себе	9	11
37	в данном	5	11
38	этом смысле	3	11
39	ясно что	2	11
40	как мы	11	11
41	прежде всего	12	10
42	не в	9	10
43	вопрос о	11	10
44	между тем	10	10
45	в той	1	10
46	но в	9	10
47	науки о	1	9
48	как об	1	9
49	представляют собой	2	9
50	тем не	1	9
51	смысле этого	6	9
52	все же	6	9
53	этого рода	2	9
54	из этих	6	9
55	но не	6	9
56	и как	7	9
57	не менее	1	9
58	в истории	7	9
59	это не	5	8
60	в качестве	12	8
61	как нечто	2	8
62	именно в	8	8
63	о котором	3	8
64	можно было	6	8
65	с другой	16	8
66	представить себе	5	7
67	и то	3	7
68	до сих	4	7
69	смысле слова	6	7
70	в применении	2	7
71	в большей	1	7
72	к выводу	10	7
73	как и	20	7
74	самом деле	8	7
75	но и	23	7
76	выводу что	5	7
77	сих пор	4	7
78	было бы	12	7
79	о природе	5	7
80	только как	1	7
81	этот вопрос	6	7
82	как бы	16	7
83	один из	3	6
84	на вопрос	6	6
85	об этом	6	6
86	все это	9	6
87	не могут	1	6
88	на этот	7	6
89	тем что	7	6
90	с тем	8	6
91	в какой	5	6
92	а именно	2	6
93	вместе с	14	6
94	в которых	6	6
95	же время	2	6
96	и это	3	6
97	так например	1	6
98	вовсе не	5	6
99	уже не	2	6
100	применении к	1	6
101	и даже	5	6
102	в руки	1	6
103	хотя бы	7	6
104	и что	11	6
105	как он	7	6
106	как например	2	6
107	о языке	2	6
108	сказать что	16	6
109	могут быть	5	6
110	том чтобы	6	6
111	но если	3	6
112	и его	10	6
113	в то	7	6
114	а в	4	6
115	связь между	10	5
116	области знания	1	5
117	а потому	1	5
118	уже в	8	5
119	внимание на	1	5
120	с этой	7	5
121	хотя и	2	5
122	науки и	1	5
123	что и	3	5
124	в виду	5	5
125	другой стороны	10	5
126	с их	2	5
127	в них	5	5
128	но с	3	5
129	в первом	2	5
130	одним из	1	5
131	дело в	3	5
132	что не	2	5
133	не есть	1	5
134	что он	16	5
135	приходим к	1	5
136	одно из	3	5
137	от этого	4	5
138	по своему	1	5
139	данном случае	5	5
140	во всяком	6	5
141	в течение	4	5
142	как уже	9	5
143	так что	2	5
144	и тем	8	5
145	а не	5	5
146	говорить о	4	5
147	есть и	1	5
148	дело не	1	5
149	в различных	1	5
150	на основании	6	5
151	и т.д	15	5
152	быть в	1	5
153	независимо от	10	5
154	не просто	1	5
155	в целом	29	5
156	как это	6	5
157	есть не	3	5
158	всяком случае	5	5
159	в особенности	1	4
160	ответ на	4	4
161	в более	3	4
162	только что	7	4
163	здесь нет	1	4
164	с одной	14	4
165	тогда когда	8	4
166	с точки	34	4
167	этом отношении	6	4
168	о чем	2	4
169	как раз	8	4
170	в результате	7	4
171	по мере	5	4
172	в виде	3	4
173	в себе	8	4
174	видит в	2	4
175	должен был	1	4
176	но все	3	4
