N	2gram	Vygotskiy_	VeschiIm
1	не есть	4	79
2	и не	18	57
3	не только	28	48
4	то что	48	48
5	не может	31	46
6	и в	33	45
7	и есть	8	40
8	может быть	15	39
9	а не	14	37
10	значит что	6	32
11	это значит	5	30
12	что я	4	26
13	потому что	40	25
14	было бы	18	24
15	только в	21	23
16	по себе	8	23
17	что она	3	23
18	в себе	4	23
19	сказать что	18	22
20	в смысле	3	22
21	и что	18	22
22	как бы	11	20
23	что такое	6	20
24	и следовательно	7	20
25	что это	1	19
26	что же	2	19
27	но и	14	19
28	и ее	2	19
29	в этом	43	18
30	все же	5	18
31	есть только	1	18
32	так как	20	17
33	что мы	11	17
34	прежде всего	5	17
35	и это	3	17
36	есть не	3	17
37	таким образом	30	16
38	того что	34	16
39	как раз	5	16
40	как и	13	15
41	в том	44	15
42	в ней	2	15
43	но это	4	14
44	и то	9	14
45	сущности и	1	14
46	не в	10	14
47	в самом	10	13
48	том что	41	13
49	и больше	1	13
50	и для	3	13
51	это и	3	13
52	в себя	4	13
53	то ни	1	13
54	что в	33	12
55	и с	7	12
56	бы то	2	12
57	то же	12	12
58	и даже	3	12
59	есть нечто	1	12
60	о том	13	12
61	еще не	11	12
62	не что	2	12
63	если мы	9	12
64	точки зрения	27	12
65	но если	7	12
66	она есть	1	12
67	ничего не	6	12
68	что они	8	12
69	что иное	2	12
70	ни было	1	12
71	не значит	1	12
72	совершенно не	5	12
73	что и	11	12
74	и как	7	12
75	иное как	2	12
76	и их	4	11
77	не менее	4	11
78	себя в	4	11
79	еще и	3	11
80	тем не	1	11
81	ни в	1	11
82	что не	2	11
83	вовсе не	2	11
84	также и	2	11
85	в то	5	11
86	и только	4	11
87	в чем	10	10
88	что оно	9	10
89	ясно что	2	10
90	с ее	1	10
91	с ним	6	9
92	в результате	9	9
93	со стороны	3	9
94	то и	2	9
95	хотя бы	5	9
96	нисколько не	2	9
97	говорить о	3	9
98	в своем	11	9
99	должно быть	10	9
100	это не	8	9
101	у нас	4	9
102	но что	6	9
103	бы в	6	9
104	если оно	1	9
105	она не	2	9
106	так что	8	9
107	но не	13	9
108	на то	6	9
109	и его	6	9
110	как с	5	8
111	должна быть	7	8
112	это есть	5	8
