N	3gram	Bakhtin_Fr	Psycholo
1	в том что	8	78
2	для того чтобы	8	70
3	в самом деле	2	51
4	о том что	5	34
5	совершенно ясно что	1	33
6	то же самое	3	31
7	с точки зрения	5	29
8	с одной стороны	2	28
9	так же точно	1	24
10	все то что	5	23
11	не может быть	4	23
12	до сих пор	3	23
13	и в самом	1	22
14	с другой стороны	2	20
15	на самом деле	4	17
16	мы видим что	2	16
17	с самого начала	3	16
18	в зависимости от	1	15
19	так же как	4	14
20	в то время	3	14
21	в этом отношении	7	14
22	можно было бы	2	13
23	в конце концов	1	12
24	и той же	1	12
25	одной и той	1	12
26	в конечном счете	1	11
27	то что в	1	11
28	подобно тому как	2	11
29	вместе с тем	2	10
30	и то что	1	10
31	никак не может	2	9
32	потому что в	1	9
33	в отличие от	3	9
34	и что в	1	9
35	потому что он	3	9
36	в данном случае	4	9
37	что он не	1	9
38	и как бы	2	8
39	и то же	1	8
40	друг с другом	2	8
41	и таким образом	1	8
42	что в этой	1	8
43	по этому поводу	1	8
44	мы все время	1	7
45	на этот вопрос	1	7
46	а с другой	1	7
47	только то что	1	7
48	в свою очередь	1	7
49	можно сказать что	4	7
50	же точно и	1	7
51	одно и то	1	7
52	что и в	2	7
53	как и в	1	7
54	потому что она	2	6
55	и та же	1	6
56	не что иное	1	6
57	мы не можем	1	6
58	и тот же	2	6
59	тем не менее	1	6
60	более или менее	2	6
61	именно потому что	1	6
62	не только в	1	6
63	что иное как	1	6
64	о том как	2	5
65	сказать что в	1	5
66	те же самые	1	5
67	что в основе	1	5
68	один и тот	1	5
69	и в частности	1	5
70	ту же самую	1	5
71	и во всех	3	5
72	мы видели что	2	5
73	как бы в	2	5
74	не имеет никакого	1	5
75	в лучшем случае	1	5
76	же как и	2	5
77	вместо того чтобы	1	5
78	потому что они	1	5
79	прямо сказать что	1	4
80	в искусстве и	2	4
81	о котором говорит	1	4
82	и того же	1	4
83	к тому же	3	4
84	таким образом и	2	4
85	и в этой	2	4
86	таким образом в	3	4
87	мы уже говорили	7	4
88	он не может	1	4
89	одного и того	1	4
90	это не просто	1	4
91	в этой области	1	4
92	том что в	1	4
93	это вовсе не	1	4
94	только тогда когда	1	4
95	и не может	1	4
96	то есть в	4	4
97	от того что	1	4
98	же самое что	1	4
99	так как они	3	4
100	одна и та	1	4
101	это и есть	2	4
102	в основе своей	1	4
103	в себя и	1	3
104	друг от друга	1	3
105	рассказывает о том	1	3
106	начинается там где	1	3
107	и мы можем	1	3
108	и там где	1	3
109	по отношению к	1	3
110	он не только	2	3
111	с таким расчетом	1	3
112	дело в том	4	3
113	может быть и	1	3
114	он полагает что	1	3
115	на том же	1	3
116	и в конце	1	3
117	один из самых	1	3
118	в нем нет	1	3
119	то же время	14	3
120	по тому же	2	3
121	но он не	1	3
122	в это время	1	3
123	мы обратимся к	1	3
124	ничего общего с	1	3
125	говорить о том	1	3
126	в то же	14	3
127	во всех этих	2	3
128	с тем и	1	3
129	после того как	1	3
130	одной стороны и	1	2
131	и если в	1	2
132	том что это	1	2
133	есть в конечном	1	2
134	мы уже знаем	1	2
135	а следовательно и	1	2
136	и никак не	1	2
137	эта тенденция к	1	2
138	а не как	1	2
139	она и не	1	2
140	они не только	1	2
141	так и в	1	2
142	видим таким образом	1	2
143	между тем как	2	2
144	жизни и не	1	2
145	в полной мере	1	2
146	при этом он	1	2
147	уже знаем что	1	2
148	и вот эта	1	2
149	и все прочие	1	2
150	все же не	1	2
151	и когда она	1	2
152	с мясом в	1	2
153	в связи с	5	2
154	той или иной	1	2
155	и до наших	1	2
156	и только в	1	2
157	но и в	3	2
158	из того факта	1	2
159	здесь вовсе не	1	2
160	в чем же	3	2
161	и в особенности	1	2
