N	4gram	Vygotskiy_	slovoVRo
1	в то же время	1	18
2	с одной стороны и	4	4
3	в каждый данный момент	1	4
4	одно и то же	3	3
5	с этой точки зрения	4	2
6	с точки зрения самого	2	2
7	и то же слово	1	2
8	и не может быть	2	2
9	в то время как	7	2
10	то же время в	1	2
11	о которых мы говорили	3	2
12	привело к тому что	1	2
13	и связанное с ним	1	1
14	на самом же деле	1	1
15	в этом случае в	2	1
16	в зависимости от этого	2	1
17	в том что она	2	1
18	в процессе исторического развития	1	1
19	не с точки зрения	1	1
20	мышления и речи в	1	1
21	и в зависимости от	1	1
22	и там где они	2	1
23	в том что в	2	1
24	нет и не может	2	1
25	одной и той же	5	1
26	всем его принципиальном значении	1	1
27	даже с точки зрения	1	1
28	том что он не	1	1
29	в том числе и	2	1
30	в том что оно	3	1
31	во всем его принципиальном	1	1
32	в том что он	2	1
33	но с другой стороны	1	1
34	и не могут быть	1	1
35	с самого начала в	1	1
36	же как и в	1	1
37	одну и ту же	1	1
38	в неразрывной связи с	1	1
39	друг с другом и	1	1
40	рядом друг с другом	1	1
41	прежде чем перейти к	3	1
42	бы друг с другом	1	1
43	так же как и	2	1
44	в одно и то	1	1
45	прямо и непосредственно как	1	1
46	и в лучшем случае	1	1
47	как мы уже говорили	2	1
48	находит свое выражение в	2	1
