N	4gram	Vygotskiy_	Marksizm
1	в то же время	1	15
2	бы то ни было	1	12
3	одного и того же	2	9
4	в том что он	2	4
5	в тесной связи с	1	3
6	с одной стороны и	1	3
7	одной и той же	4	3
8	один и тот же	1	3
9	с объективной точки зрения	1	3
10	одно и то же	3	3
11	одним и тем же	3	3
12	какой бы то ни	1	3
13	и в том что	1	2
14	именно в том что	1	2
15	следует ли отсюда что	1	2
16	в том или ином	1	2
17	до тех пор пока	2	2
18	одна и та же	2	2
19	так же как и	1	2
20	сводится к тому что	3	2
21	несмотря на то что	1	2
22	в собственном смысле слова	2	2
23	в самом деле если	2	2
24	для того чтобы понять	1	2
25	с этой точки зрения	3	1
26	и на этом фоне	1	1
27	друг с другом и	1	1
28	ни в каком случае	1	1
29	не что иное как	2	1
30	для того чтобы показать	1	1
31	обстоит дело и в	1	1
32	он должен был бы	1	1
33	мы никогда не найдем	2	1
34	так же обстоит дело	2	1
35	в конце концов к	1	1
36	мы видим таким образом	2	1
37	вместе с тем и	1	1
38	на то что ему	1	1
39	дело в том что	2	1
40	указывает на то что	3	1
41	может быть отделен от	1	1
42	в одной и той	1	1
43	же обстоит дело и	2	1
44	видим таким образом что	2	1
45	в этом отношении и	1	1
46	все то что не	1	1
47	в зависимости от той	1	1
48	здесь нет места для	1	1
49	самом деле если мы	1	1
50	именно на то что	1	1
51	вступить в противоречие с	1	1
52	на самом деле в	1	1
53	это и есть та	1	1
54	заставляет их говорить как	1	1
55	в самом деле как	1	1
56	выступает на первый план	1	1
57	приводит к тому что	1	1
58	что у нас не	1	1
59	до сих пор не	1	1
60	если мы примем это	1	1
61	и в свою очередь	1	1
