N	2gram	Bakhtin_Pr	VLabPisa
1	таким образом	10	32
2	в этом	15	29
3	не только	9	26
4	и в	38	26
5	и т	14	25
6	может быть	26	23
7	и не	42	20
8	хотя бы	4	20
9	художественного творчества	12	19
10	не может	27	17
11	в процессе	1	17
12	т д	1	16
13	в его	43	15
14	в том	8	15
15	этом отношении	2	14
16	все это	3	13
17	прежде всего	13	13
18	в частности	2	12
19	как это	2	12
20	что в	7	11
21	с другой	7	11
22	из них	1	11
23	то же	5	10
24	не могут	2	10
25	в художественном	20	10
26	о том	4	10
27	но и	9	10
28	и др	8	10
29	для него	1	9
30	т п	13	9
31	к этому	2	9
32	могут быть	5	8
33	творчества в	3	8
34	другой стороны	4	8
35	только в	13	8
36	художника и	5	8
37	все эти	5	8
38	вместе с	1	8
39	том что	3	8
40	ни один	1	8
41	было бы	8	8
42	не следует	2	8
43	в своем	5	8
44	произведения и	2	7
45	это не	5	7
46	в конечном	4	7
47	не было	2	7
48	по отношению	21	7
49	тому что	1	7
50	как и	7	7
51	действительности и	3	7
52	во всех	11	7
53	а не	5	7
54	то что	8	7
55	произведения в	5	7
56	художественное произведение	8	7
57	отношению к	19	7
58	в нем	15	7
59	произведения как	8	6
60	художественное творчество	7	6
61	все же	6	6
62	приводит к	3	6
63	это и	1	6
64	бы и	1	6
65	в искусстве	12	6
66	не в	7	6
67	между тем	7	6
68	художественном творчестве	10	6
69	так и	5	6
70	художественного произведения	11	6
71	в себе	4	6
72	том же	2	6
73	и его	16	6
74	в то	4	6
75	художественный образ	1	5
76	в результате	1	5
77	в их	10	5
78	в них	5	5
79	связи с	2	5
80	конечном счете	4	5
81	к тому	1	5
82	не является	3	5
83	на основе	6	5
84	для художника	1	5
85	и при	2	5
86	в одном	1	5
87	в пределах	6	5
88	же время	3	5
89	как бы	22	5
90	в целом	3	5
91	сказать что	4	5
92	в плане	7	5
93	и есть	2	5
94	процессе работы	1	5
95	никогда не	5	5
96	в самом	7	4
97	основных чертах	1	4
98	только что	1	4
99	познания и	30	4
100	в ее	4	4
101	можно сказать	2	4
102	не обходится	2	4
103	в этой	1	4
104	в единстве	12	4
105	что все	2	4
106	что он	2	4
107	равно как	1	4
108	в виду	4	4
109	по существу	2	4
110	в романе	4	4
111	с тем	1	4
112	с ними	4	4
113	художественном произведении	5	4
114	в своей	7	4
115	должен быть	2	4
116	с его	2	4
117	для его	1	4
118	в связи	2	4
119	в философии	1	4
120	это только	1	4
121	в нашей	2	4
122	их и	2	4
123	в сознании	1	4
124	из его	1	4
125	одна из	2	4
126	по поводу	2	4
127	отнюдь не	19	4
128	и ее	2	4
129	познания в	1	4
130	и к	3	3
131	данного произведения	1	3
132	что оно	2	3
133	и он	2	3
134	что у	1	3
135	этой проблемы	1	3
136	этой области	2	3
137	мы имеем	2	3
138	художественного воплощения	1	3
139	того что	2	3
140	но как	2	3
141	со своим	1	3
142	что и	2	3
143	у нас	2	3
144	подобно тому	1	3
145	его в	9	3
146	в форме	4	3
147	др в	2	3
148	творчества и	5	3
149	а белый	1	3
150	если бы	3	3
151	или в	2	3
152	интуиции в	1	3
153	опыта и	1	3
