N	3gram	Losev_Prob	KulturaY
1	и т п	1	93
2	и т д	12	42
3	для того чтобы	9	38
4	с точки зрения	3	36
5	в том что	7	33
6	в самом деле	4	29
7	можно было бы	4	25
8	тем не менее	25	19
9	во всяком случае	11	19
10	то обстоятельство что	1	19
11	с другой стороны	7	17
12	в зависимости от	1	16
13	до сих пор	6	14
14	в том чтобы	1	14
15	по крайней мере	8	13
16	только потому что	3	13
17	в связи с	7	12
18	и в самом	2	11
19	не может быть	5	11
20	в этом отношении	2	11
21	в этом смысле	8	10
22	о том что	16	10
23	вместе с тем	2	9
24	того или иного	6	9
25	само по себе	1	8
26	на самом деле	6	8
27	не только в	3	8
28	в этом случае	6	8
29	в том случае	2	7
30	до тех пор	4	7
31	а с другой	1	7
32	и тем не	8	7
33	только в том	4	7
34	с одной стороны	4	7
35	хотя бы и	3	6
36	к тому же	1	6
37	только тогда когда	4	6
38	той или иной	5	6
39	в то же	4	6
40	не говоря уже	6	6
41	в первую очередь	1	6
42	то или иное	2	5
43	можно говорить о	2	5
44	говоря уже о	5	5
45	так и в	2	5
46	более или менее	7	5
47	в данном случае	10	5
48	и в этом	5	5
49	но все же	1	5
50	что же касается	3	5
51	не потому что	2	5
52	как мы видели	1	5
53	хотя бы в	1	5
54	постановка вопроса о	1	4
55	д и т	3	4
56	что все эти	1	4
57	так или иначе	7	4
58	сам по себе	7	4
59	и того же	2	4
60	а в том	1	4
61	к тому что	1	4
62	одного и того	2	4
63	в том и	1	4
64	т д и	4	4
65	и потому что	1	4
66	на то что	12	4
67	заключается в том	2	4
68	только то что	6	4
69	и вовсе не	6	4
70	точно так же	7	4
71	так же как	2	4
72	дает нам право	1	4
73	в этой области	5	4
74	тот или иной	3	4
75	о том как	2	3
76	чтобы понять что	1	3
77	но для того	1	3
78	в таком случае	14	3
79	нужно было бы	1	3
80	в конце концов	11	3
81	тех или иных	2	3
82	потому что не	1	3
83	того что в	1	3
84	как раз и	11	3
85	с тем что	2	3
86	в известном смысле	1	3
87	не то что	2	3
88	уже о том	1	3
89	те или иные	1	3
90	том случае когда	1	3
91	сама по себе	6	3
92	а не просто	5	3
93	то тем самым	1	3
94	от того что	1	3
95	ни в какой	1	3
96	все это не	1	3
97	на себя внимание	1	3
98	не только потому	1	3
99	к тому чтобы	1	3
100	и если мы	4	3
101	в настоящее время	17	3
102	в то время	2	3
103	при этом что	1	3
104	не могут быть	1	3
105	тем что она	1	3
106	в таких случаях	2	3
107	том случае если	1	3
108	в какой мере	1	3
109	обратить внимание на	1	3
110	том что не	1	3
111	в той или	1	2
112	а может быть	3	2
113	это не значит	1	2
114	ни в каком	7	2
115	а следовательно и	1	2
116	придают большое значение	1	2
117	что слово есть	1	2
118	только о том	1	2
119	здесь прежде всего	1	2
120	несмотря на то	1	2
121	мы сразу же	1	2
122	и в другом	1	2
123	у нас в	1	2
124	внимание на то	2	2
125	идет у нас	1	2
126	в собственном смысле	1	2
127	не выходит за	1	2
128	говорить и о	1	2
129	когда мы говорим	2	2
130	в том числе	2	2
131	что все это	1	2
132	и пр но	1	2
133	мы могли бы	1	2
134	и в других	3	2
135	и тот же	1	2
136	в своей статье	1	2
137	потому что она	1	2
138	должно быть в	1	2
139	друг от друга	1	2
140	что в них	1	2
141	но даже и	1	2
142	и то же	1	2
143	может быть только	2	2
144	по своему содержанию	3	2
145	сами по себе	5	2
146	без особого труда	1	2
147	ничего общего с	9	2
148	иметь в виду	4	2
149	между тем как	1	2
150	но для этого	1	2
151	ничего не дает	1	2
152	и в то	1	2
153	то во всяком	4	2
154	потому что оно	2	2
155	поставить вопрос о	1	2
156	и только после	1	2
157	что же это	1	2
158	хотя и не	2	2
159	в целом и	1	2
160	в известной мере	2	2
161	что она есть	2	2
162	так как он	2	2
163	тем самым мы	2	2
164	бы то ни	2	2
165	в буквальном смысле	3	2
166	для этой цели	1	2
167	и в том	1	2
168	тем что он	2	2
169	а так как	1	2
170	и тем же	2	2
171	это вовсе не	2	2
172	он должен быть	1	2
173	что в языке	1	2
174	в данный момент	1	2
175	в общем смысле	1	2
176	один и тот	1	2
177	в каком смысле	1	2
178	том или ином	1	2
179	в результате этого	1	2
180	можно сказать что	6	2
181	которые хотя и	1	2
182	то что мы	11	2
183	и той же	1	2
184	таким образом в	1	2
185	вовсе не только	1	2
186	мы видели выше	1	2
187	какой мере не	1	2
188	вовсе еще не	3	2
189	а только в	1	2
190	не что иное	5	2
191	одним и тем	2	2
192	ничего не значит	2	2
193	в общем и	1	2
194	одной и той	1	2
195	мы не знаем	1	2
196	мы имеем в	1	2
197	а вовсе не	1	2
198	что иное как	5	2
199	т д это	1	2
200	что же такое	5	2
201	также и в	2	2
202	все подобного рода	1	2
203	ровно ничего не	1	2
204	хотя и здесь	1	2
205	свой смысл и	1	2
206	сводится к тому	1	2
207	потому что они	1	2
208	если бы не	3	2
209	может быть и	5	2
210	не менее трудно	1	1
211	должны были бы	2	1
212	вовсе не то	2	1
213	может быть это	1	1
214	же такое этот	1	1
215	с представлением о	1	1
216	оно не имеет	1	1
217	данный момент в	1	1
218	от того чтобы	1	1
219	и как можно	1	1
220	во многих других	1	1
221	о которой мы	1	1
222	что она не	1	1
223	в то или	1	1
224	оно заключается в	1	1
225	с его значением	1	1
226	то ни другое	1	1
227	ни то ни	1	1
228	в литературе и	4	1
229	никак не может	3	1
230	то что он	3	1
231	с первого взгляда	2	1
232	т п тем	1	1
233	однако ясно что	1	1
234	имеются в виду	1	1
235	же это за	1	1
236	оно и было	1	1
237	на том что	3	1
238	конечно уже не	1	1
239	здесь может быть	1	1
240	принимая во внимание	1	1
241	к числу таких	1	1
242	то что не	2	1
243	ничего не говорит	1	1
244	если же мы	1	1
245	которые лежат в	1	1
246	да и вообще	1	1
247	только потому и	1	1
248	того или другого	2	1
249	говоря уже об	1	1
250	и о них	1	1
251	не сам по	1	1
252	но уже и	1	1
253	что мы в	1	1
254	от которого оно	1	1
255	до наших дней	1	1
256	о чем и	2	1
257	нам в нашей	1	1
258	не значит что	1	1
259	оно не было	1	1
260	как такового в	1	1
261	то что обычно	1	1
262	и независимо от	2	1
263	у автора но	1	1
264	в братьях карамазовых	1	1
265	все равно не	1	1
266	есть еще и	2	1
267	не могут рассматриваться	1	1
268	крайней мере в	2	1
269	идет только о	1	1
270	язык не только	1	1
271	что в данном	1	1
272	чтобы в конце	1	1
273	но все дело	1	1
274	бы не было	3	1
275	во что бы	2	1
276	в подлинном смысле	1	1
277	свидетельствует о том	3	1
278	уже то что	1	1
279	те моменты в	1	1
280	еще и о	1	1
281	однако не в	1	1
282	уже по одному	1	1
283	что речь идет	1	1
284	п тем не	1	1
285	по тому что	1	1
286	нас прежде всего	1	1
287	чтобы можно было	1	1
288	а что же	1	1
289	такой смысл который	1	1
290	значением слова и	2	1
291	ли сказать что	3	1
292	скажем несколько слов	1	1
293	именно в этой	1	1
294	конечно далеко не	1	1
295	что в процессе	1	1
296	языка как такового	1	1
297	есть не что	5	1
298	нашей точки зрения	1	1
299	не для того	1	1
300	уже с самого	2	1
301	сказать только то	1	1
302	того что слово	1	1
303	как он будет	1	1
304	только помнить что	1	1
305	о значении слова	1	1
306	если бы в	1	1
307	является то обстоятельство	1	1
308	бы обратить внимание	1	1
309	которое было бы	1	1
310	смысл и свое	1	1
311	грамматика не есть	1	1
312	каждого данного случая	1	1
313	не так уж	1	1
314	в языке и	4	1
315	и тем самым	4	1
316	далеко не всякое	3	1
317	том что в	2	1
318	в том или	1	1
319	если не считать	1	1
320	и что такое	4	1
321	как о том	1	1
322	тот же вопрос	1	1
323	что нет ничего	2	1
324	то ясно что	1	1
325	этом смысле есть	1	1
326	в виду те	1	1
327	не только не	4	1
328	мы должны сказать	2	1
329	судить по тому	1	1
330	и во многих	2	1
331	такие слова как	1	1
332	не имеет ничего	4	1
333	в последнее время	1	1
334	что в этом	1	1
335	также и то	4	1
336	у нас еще	1	1
337	он несет на	1	1
338	в одно место	1	1
339	бы язык этой	1	1
340	по себе и	2	1
341	после всего этого	1	1
342	с этим мы	1	1
343	же касается истории	1	1
344	которая была бы	1	1
345	нужно помнить что	1	1
346	то же самое	9	1
347	мы говорили выше	2	1
348	на этот раз	2	1
349	по этому поводу	5	1
350	отношение существует между	1	1
351	а именно в	1	1
352	и в его	2	1
353	все дело в	1	1
354	но еще и	1	1
355	для нас особенно	1	1
356	в письменном виде	1	1
357	потому что и	1	1
358	что представление о	1	1
359	ясно что не	1	1
360	не о чем	5	1
361	то это значит	2	1
362	несет на себе	1	1
363	но это не	1	1
364	и о том	3	1
365	о своем языке	1	1
366	вопросом о том	1	1
367	никоим образом не	1	1
368	ни для кого	1	1
369	и не может	1	1
370	в этом последнем	1	1
371	а также и	2	1
372	чтобы указать на	1	1
373	то ни стало	2	1
374	того что он	1	1
375	может и не	1	1
376	само собой разумеется	1	1
377	с нашей точки	1	1
378	в этих случаях	3	1
379	или иначе но	1	1
380	у нас только	1	1
381	наука о языке	1	1
382	литературе и искусстве	3	1
383	вообще и в	1	1
384	является не только	1	1
385	которой мы говорили	1	1
386	ни один из	1	1
387	не знаем что	1	1
388	в первом и	1	1
389	мы находим в	1	1
390	том и в	1	1
391	тем что в	2	1
392	только после всего	1	1
393	как же это	2	1
394	ни о каких	1	1
395	в погоне за	1	1
396	отнюдь не означает	1	1
397	мы можем говорить	2	1
398	дело не с	1	1
399	одним из самых	1	1
400	но и в	3	1
401	в живой речи	1	1
402	лежат в основе	1	1
403	не только от	1	1
404	и является наиболее	1	1
405	с которой она	1	1
406	только в его	1	1
407	не принимая во	1	1
408	вопроса о природе	1	1
409	мы говорим что	2	1
410	не есть нечто	1	1
411	было бы в	1	1
412	как только мы	2	1
413	что самый термин	1	1
414	в чем же	1	1
415	и с другой	1	1
416	вовсе не нужно	1	1
417	этом последнем случае	1	1
418	то оно не	1	1
419	в это время	1	1
420	имеем в виду	1	1
421	в последние десятилетия	2	1
422	и в отношении	1	1
423	этого можно будет	1	1
424	это-то как раз	1	1
425	у нас с	1	1
426	не только такие	1	1
427	и притом не	1	1
428	а только ради	1	1
429	отчет в том	1	1
430	как и в	1	1
431	значении слова то	1	1
432	между прочим следующее	1	1
433	было бы говорить	1	1
434	хотелось бы обратить	1	1
435	к выводу что	1	1
436	всего этого можно	1	1
437	это не только	1	1
438	язык как система	1	1
439	внимание именно на	1	1
440	одному тому что	1	1
441	т д все	1	1
442	должны сказать что	1	1
443	и к тому	1	1
444	связи с этим	2	1
445	можно только тогда	1	1
446	один от другого	1	1
447	не имел бы	1	1
448	тому или иному	1	1
449	и может быть	1	1
450	содержание и что	1	1
451	можно ли сказать	3	1
452	а в известном	1	1
453	все это в	1	1
454	свое место в	1	1
455	можно сказать только	2	1
456	то время как	2	1
457	языком вовсе не	1	1
458	так как будто	1	1
459	не имеет никакого	2	1
460	по себе уже	1	1
461	и доходит до	1	1
462	не было бы	1	1
463	может быть проще	2	1
464	вовсе не есть	12	1
465	указание на то	1	1
466	что бы то	2	1
467	самый язык а	1	1
468	для нашей темы	2	1
469	отделяя его от	1	1
470	нам право поставить	1	1
471	и в частности	3	1
472	всего то что	1	1
473	и с точки	1	1
474	именно в этом	2	1
475	далеко не все	1	1
476	дело в том	3	1
477	которое мы находим	1	1
478	в языке есть	1	1
479	еще не существует	1	1
480	одно и то	1	1
481	всех этих случаях	1	1
482	она все же	1	1
483	том что и	1	1
484	так как они	2	1
485	нас еще не	1	1
486	и ничего не	2	1
487	все тот же	1	1
488	рабочих и крестьян	3	1
489	этом случае он	1	1
490	потому что если	1	1
491	как раз то	1	1
492	да и то	2	1
493	по одному тому	1	1
494	но можно ли	2	1
495	в этих словах	1	1
496	однако и в	1	1
497	д все это	1	1
498	во всех этих	2	1
499	уже не просто	1	1
500	та или иная	1	1
501	так что в	1	1
502	есть прежде всего	3	1
503	если он не	1	1
504	с самого начала	2	1
505	того чтобы мы	1	1
506	о языке вообще	1	1
507	и то что	9	1
508	и вообще во	1	1
509	на русском языке	2	1
510	можно было говорить	2	1
511	не может обойтись	1	1
512	в период революции	1	1
513	и в каком-то	1	1
514	выходит за пределы	1	1
515	никогда не может	2	1
516	оказывается что эти	1	1
517	как мы сказали	1	1
518	такой точки зрения	1	1
519	из этих пунктов	1	1
520	здесь в самом	1	1
521	которая как раз	1	1
522	ниже мы увидим	1	1
523	еще и потому	1	1
524	языка и с	1	1
525	еще ничего не	1	1
526	в каком-то смысле	3	1
527	потому что иначе	1	1
528	но в силу	1	1
529	где как раз	1	1
530	искусства и литературы	1	1
531	и возможно что	1	1
532	от нас и	1	1
533	и не только	1	1
534	по содержанию своему	2	1
