N	2gram	Vygotskiy_	PoTuStor
1	может быть	33	17
2	и в	65	16
3	таким образом	21	9
4	в этом	37	9
5	прежде всего	2	9
6	мы можем	12	9
7	и только	8	9
8	совершенно не	8	8
9	точки зрения	19	8
10	и с	4	8
11	не может	17	8
12	и его	8	8
13	не только	16	7
14	сказать что	14	7
15	с его	2	7
16	и к	5	6
17	при этом	10	6
18	для него	4	6
19	самом деле	33	6
20	и это	13	6
21	конечно не	6	6
22	с точки	11	6
23	что такое	2	5
24	ни в	6	5
25	все эти	7	5
26	только для	3	5
27	в чем	3	5
28	еще не	3	5
29	как бы	29	5
30	отношение к	2	5
31	все что	2	4
32	для всех	2	4
33	и на	7	4
34	так как	13	4
35	все это	12	4
36	в его	11	4
37	мысли и	2	4
38	так и	3	4
39	на самом	3	4
40	его в	5	4
41	и даже	4	4
42	и все	14	4
43	только в	9	4
44	и не	20	4
45	но мы	4	4
46	можно сказать	2	4
47	с самого	10	4
48	но и	6	4
49	хотя бы	3	4
50	и может	5	4
51	и их	2	4
52	самого начала	10	4
53	в этой	20	4
54	как мы	12	4
55	отнюдь не	2	4
56	в нем	8	4
57	с ее	5	4
58	в один	4	4
59	и ее	4	4
60	и наконец	2	4
61	но в	5	4
62	и вот	6	3
63	ребенка и	1	3
64	до сих	7	3
65	к себе	2	3
66	в том	46	3
67	мы знаем	3	3
68	те же	2	3
69	с другими	1	3
70	на этой	1	3
71	между ними	1	3
72	в конечном	2	3
73	их в	4	3
74	отношения к	3	3
75	и как	10	3
76	что в	36	3
77	и она	4	3
78	том что	28	3
79	вместе с	10	3
80	на этом	6	3
81	в этих	3	3
82	две группы	1	3
83	сравнению с	1	3
84	и оно	1	3
85	во всех	4	3
86	во всяком	6	3
87	и потому	1	3
88	в основе	5	3
89	и притом	1	3
90	только как	2	3
91	по сравнению	1	3
92	как это	13	3
93	только на	3	3
94	в одном	9	3
95	и значение	4	3
96	даже не	1	3
97	а в	9	3
98	то что	61	3
99	на две	3	3
100	и есть	3	3
101	сих пор	6	3
102	в общем	4	3
103	жизни и	6	3
104	всяком случае	6	3
105	во время	4	3
106	ко всякому	1	3
107	едва ли	4	3
108	в самом	41	2
109	в свое	1	2
110	мы видим	15	2
111	что оно	5	2
112	и этот	6	2
113	это делает	2	2
114	и мы	19	2
115	они не	2	2
116	почти не	2	2
117	мы не	7	2
118	с этой	5	2
119	что это	19	2
120	можно определить	1	2
121	аналогии с	2	2
122	ее в	7	2
123	в область	1	2
124	для нас	14	2
125	но как	3	2
126	что и	7	2
127	сводится к	1	2
128	у него	6	2
129	не на	1	2
130	не могут	2	2
131	дела с	1	2
132	со всеми	2	2
133	в душе	1	2
134	в них	4	2
135	а на	2	2
136	поэтому и	1	2
137	и других	5	2
138	все то	15	2
139	чувства и	3	2
140	не нуждается	1	2
141	по аналогии	2	2
142	что не	5	2
143	и действительно	2	2
144	конечном счете	1	2
145	в жизни	6	2
146	можно назвать	2	2
147	из тех	1	2
148	как и	12	2
149	что он	23	2
150	есть в	3	2
151	же как	3	2
152	не есть	1	2
153	только то	3	2
154	в своей	6	2
155	и так	4	2
156	меньше всего	1	2
157	как с	2	2
158	по своему	6	2
159	себя и	1	2
160	с историей	2	2
161	в итоге	1	2
162	знаем что	4	2
163	не менее	1	2
164	в каком	8	2
165	во сне	1	2
166	и таким	1	2
167	на первый	1	2
168	и вообще	1	2
169	он склонен	1	2
170	с этим	11	2
171	какое значение	1	2
172	не имеющие	1	2
173	к этому	5	2
174	оно не	1	2
175	между собой	2	2
176	что мы	6	2
177	это нечто	1	2
178	это последнее	1	2
179	мы уже	12	2
180	другими словами	1	2
181	все остальные	1	2
182	из этих	6	2
183	на основе	1	2
184	совсем не	3	2
185	на два	1	2
186	этих трех	1	2
187	в этот	1	2
188	он не	11	2
189	кажется что	2	2
190	в частности	3	2
191	не будет	2	2
192	нечего и	1	2
193	для меня	1	2
194	характерно для	1	2
195	и вся	2	2
196	говорить о	3	2
197	всех других	1	2
198	есть и	1	2
199	за пределы	1	2
200	в начале	1	2
201	почти совершенно	1	2
202	как не	3	2
203	так же	12	2
204	и всех	1	2
205	этой теории	1	2
206	было бы	22	2
207	что можно	1	2
208	к ним	3	2
209	нет и	1	2
210	и о	6	2
211	к следующему	1	2
212	своей жизни	2	2
213	если мы	19	2
214	что на	4	2
215	о том	17	2
216	во всей	3	2
217	всю жизнь	1	2
218	момент в	1	2
219	можем сказать	2	2
220	один из	7	2
221	и по	2	2
222	с ним	6	2
223	но это	6	2
224	и для	4	2
225	для этого	9	2
226	того же	4	2
227	нам кажется	2	2
228	понятия и	1	2
229	то же	17	2
230	сделать это	1	2
231	не можем	4	2
232	за счет	1	2
233	никогда не	9	2
234	один план	2	1
235	о смерти	1	1
236	во всем	2	1
237	бы то	1	1
238	мире и	1	1
239	по мнению	2	1
240	дает нам	1	1
241	можно получить	1	1
242	что они	9	1
243	так ли	2	1
244	в любви	1	1
245	и то	10	1
246	никак нельзя	2	1
247	в другой	1	1
248	заметим что	1	1
249	этих первых	1	1
250	и вместо	3	1
251	образом и	3	1
252	или к	1	1
253	а другие	1	1
254	в более	1	1
255	на языке	1	1
256	которая была	1	1
257	и законы	1	1
258	даны в	3	1
259	и здесь	9	1
260	та же	6	1
261	для ребенка	1	1
262	образов в	1	1
263	и содержания	1	1
264	пункт всего	1	1
265	его мнению	2	1
266	же и	1	1
267	о двух	1	1
268	со всем	2	1
269	всякому другому	1	1
270	как нам	1	1
271	данном случае	5	1
272	в момент	1	1
273	она как	1	1
274	помним что	2	1
275	только что	10	1
276	только иногда	1	1
277	на вопрос	1	1
278	своего имени	2	1
279	то я	1	1
280	было на	1	1
281	сделать и	1	1
282	время говорит	1	1
283	которая в	1	1
284	и того	1	1
285	с одной	7	1
286	уже в	1	1
287	наших глазах	2	1
288	на ее	2	1
289	ним и	1	1
290	внимание на	4	1
291	мог бы	1	1
292	тогда когда	2	1
293	в состоянии	1	1
294	наше предположение	1	1
295	дело с	5	1
296	одна и	2	1
297	мы имеем	2	1
298	еще более	2	1
299	в применении	1	1
300	уже здесь	2	1
301	это и	4	1
302	несмотря на	7	1
303	но именно	1	1
304	и основной	1	1
305	посвящена настоящая	1	1
306	значение имеют	1	1
307	это часто	1	1
308	и чрезвычайно	1	1
309	уже знаем	2	1
310	следует что	2	1
311	мы чувствуем	1	1
312	хотя и	1	1
313	ощущали бы	1	1
314	а ведь	1	1
315	смысл и	8	1
316	этом отношении	1	1
317	в сновидении	1	1
318	изолировать и	1	1
319	самое важное	1	1
320	художественной формы	1	1
321	с тем	14	1
322	в море	2	1
323	что при	5	1
324	в сущности	16	1
325	не должна	2	1
326	только не	3	1
327	никакому сомнению	1	1
328	как раз	14	1
329	в некоторых	2	1
330	тон и	1	1
331	говорит о	6	1
332	о нем	2	1
333	что только	3	1
334	в качестве	2	1
335	и всегда	2	1
336	исследования мы	2	1
337	в полном	4	1
338	нас в	1	1
339	ли от	1	1
340	течение своей	1	1
341	касается то	1	1
342	для объяснения	1	1
343	согласии с	2	1
344	у нас	4	1
345	здесь в	4	1
346	теряет свою	1	1
347	для них	1	1
348	и другими	2	1
349	в виду	6	1
350	я не	9	1
351	в движение	1	1
352	подобно тому	1	1
353	смысла в	1	1
354	всей ее	2	1
355	в русском	1	1
356	можно было	7	1
357	есть еще	1	1
358	полном согласии	1	1
359	образом дать	1	1
360	он сумеет	1	1
361	за которой	2	1
362	в самые	1	1
363	связь с	5	1
364	ведь это	1	1
365	как они	2	1
366	в своих	6	1
367	борьбу с	4	1
368	является и	1	1
369	мы на	2	1
370	связи с	2	1
371	мы вправе	3	1
372	не ясно	2	1
373	или во	2	1
374	в угол	3	1
375	нам в	3	1
376	этой точки	2	1
377	на этот	2	1
378	не более	3	1
379	если бы	22	1
380	понимать только	1	1
381	столь же	5	1
382	так было	1	1
383	иногда и	1	1
384	и чувством	1	1
385	пути и	1	1
386	в свои	1	1
387	не говорит	1	1
388	и сам	1	1
389	от своего	2	1
390	имеет значение	1	1
391	с ней	1	1
392	и можно	1	1
393	именно здесь	1	1
394	жизнь в	1	1
395	что его	3	1
396	получает возможность	1	1
397	этим и	1	1
398	но эта	3	1
399	вывести из	2	1
400	это мы	2	1
401	дело в	1	1
402	оно есть	2	1
403	он может	2	1
404	и столь	2	1
405	но не	3	1
406	менее всего	1	1
407	и эта	3	1
408	быть только	1	1
409	как его	1	1
410	все события	2	1
411	в глубине	1	1
412	он будет	2	1
413	уже совершенно	1	1
414	ничего удивительного	1	1
415	искусно и	1	1
416	же заметим	1	1
417	из того	1	1
418	нормальном состоянии	1	1
419	из всего	3	1
420	тот материал	1	1
421	в конце	5	1
422	и форму	2	1
423	ясно из	1	1
424	случае не	1	1
425	в корне	1	1
426	бы оно	1	1
427	в связи	1	1
428	зависит от	2	1
429	как момент	1	1
430	похож на	1	1
431	им а	1	1
432	было перед	1	1
433	по смыслу	2	1
