N	3gram	Tiupa_Anal	Dialekti
1	с точки зрения	2	46
2	сама по себе	3	26
3	по крайней мере	5	26
4	в том что	12	25
5	не есть ни	1	24
6	не может быть	2	18
7	не что иное	1	18
8	что иное как	1	18
9	тем не менее	3	16
10	сам по себе	2	16
11	само по себе	1	16
12	то же время	7	15
13	в то же	7	14
14	в таком случае	2	14
15	с другой стороны	7	12
16	о том что	7	12
17	ничего не говорит	1	11
18	есть не что	1	11
19	в самом деле	1	10
20	подобно тому как	3	9
21	не только не	3	8
22	только то что	1	8
23	в то время	1	8
24	в этом смысле	1	8
25	можно сказать что	2	7
26	говоря уже о	1	7
27	не в том	1	7
28	так или иначе	5	7
29	точно так же	1	7
30	в связи с	1	7
31	той или иной	6	7
32	не говоря уже	1	7
33	для того чтобы	1	6
34	крайней мере в	2	6
35	в зависимости от	1	6
36	и прежде всего	2	6
37	не нуждается в	1	6
38	что не есть	1	6
39	в сравнении с	2	6
40	во всяком случае	6	6
41	с одной стороны	3	6
42	на самом деле	1	5
43	в конце концов	1	5
44	до сих пор	1	5
45	одной и той	2	5
46	и той же	2	5
47	по себе а	1	4
48	уже по одному	1	4
49	в данном случае	11	4
50	к тому же	7	4
51	как раз и	1	4
52	с тех пор	1	4
53	из того что	1	4
54	может и не	1	4
55	и может быть	1	4
56	с той или	2	4
57	можно было бы	1	4
58	как бы ни	1	4
59	не могут быть	1	4
60	в этом отношении	3	4
61	в той или	2	3
62	тех или иных	1	3
63	и как бы	2	3
64	внутреннее и внешнее	1	3
65	одних и тех	2	3
66	того или иного	5	3
67	ту или иную	1	3
68	как и в	6	3
69	и тех же	2	3
70	хотя и не	1	3
71	с этой стороны	1	3
72	не только в	5	3
73	речь идет о	2	3
74	же как и	1	3
75	что он не	2	2
76	что она не	1	2
77	как и вообще	1	2
78	в каждом из	1	2
79	в силу своей	1	2
80	я уже не	1	2
81	есть миф и	1	2
82	хотя бы и	1	2
83	дело не в	1	2
84	не только его	1	2
85	далеко не всегда	1	2
86	друг от друга	1	2
87	в этом его	1	2
88	есть он сам	1	2
89	но они не	1	2
90	в частности и	1	2
91	нет никакой возможности	1	2
92	не есть он	1	2
93	имеет место в	1	2
94	перед нами не	1	2
95	могут быть в	1	2
96	мы видим что	1	2
97	в чистом виде	2	2
98	в свою очередь	7	2
99	к чему не	1	2
100	и в особенности	1	2
101	в себе самом	1	2
102	к выводу что	1	2
103	не в состоянии	1	2
104	несмотря на свою	1	2
105	тот или иной	3	2
106	дело в том	3	2
107	не должно быть	1	2
108	и все его	1	2
109	вопрос о том	1	2
110	при условии что	1	2
111	в себе не	1	2
112	и то что	2	2
113	и в том	1	2
114	и к ним	1	2
115	то что с	1	2
116	ни к чему	1	2
117	солнца и луны	1	2
118	мы имеем дело	4	2
119	что и в	1	2
120	лишь в том	1	1
121	одного из них	1	1
122	тех пор как	1	1
123	в нашем случае	1	1
124	но о событиях	1	1
125	в особенности это	1	1
126	это далеко не	1	1
127	это уже не	1	1
128	о смерти ни	1	1
129	но еще и	1	1
130	я не мог	1	1
131	в применении к	1	1
132	такой же мере	1	1
133	до известной степени	3	1
134	больше и больше	1	1
135	в пределах одной	1	1
136	и отличается от	1	1
137	по одному этому	1	1
138	но они же	1	1
139	не менее чем	1	1
140	должно быть ни	1	1
141	то что не	1	1
142	да еще и	1	1
143	все той же	2	1
144	не говорит и	1	1
145	собой один из	1	1
146	по себе достаточно	1	1
147	в мире без	1	1
148	в отдельности и	1	1
149	его как будто	1	1
150	прежде всего с	1	1
151	ее до полного	1	1
152	из этих трех	1	1
153	между мифом и	1	1
154	что каждая из	1	1
155	которое как это	1	1
156	ни другое ни	1	1
157	собственно говоря и	1	1
158	по природе своей	3	1
159	в качестве одного	1	1
160	совершенно очевидно что	2	1
161	во втором случае	1	1
162	что у него	1	1
163	во многих отношениях	2	1
164	из них в	1	1
165	при этом эстетическая	1	1
166	в глубине души	2	1
167	и жениться на	1	1
168	в первом случае	1	1
169	в такой же	1	1
170	в особенности же	1	1
171	жизни это не	1	1
172	не в самом	2	1
173	в этом мире	1	1
174	то ни другое	1	1
175	но ведь и	1	1
176	также что в	1	1
177	что уже на	1	1
178	что в них	1	1
179	в отличие от	5	1
180	что по крайней	1	1
181	не видит что	1	1
182	а в том	2	1
183	как бы и	1	1
184	чем иным как	1	1
185	исходит из того	1	1
186	ни то ни	1	1
187	есть одна из	1	1
188	в конечном счете	5	1
189	а не с	1	1
190	гораздо ближе к	1	1
191	а с другой	1	1
192	то от этого	1	1
193	но и к	1	1
194	и сам по	1	1
195	имея в виду	1	1
196	не мог бы	1	1
197	это ведет к	1	1
198	и в этой	1	1
199	отнюдь не является	1	1
200	своего объекта и	1	1
201	о себе самом	1	1
202	в этих случаях	1	1
203	в одном из	1	1
204	а только лишь	1	1
205	форма может быть	1	1
206	однако не будем	1	1
207	а о самом	1	1
208	и далее в	1	1
209	бы это было	1	1
210	никогда не бывает	1	1
211	себя и что	1	1
212	качестве одного из	1	1
213	при всей своей	1	1
214	но и в	2	1
215	требует для себя	1	1
216	в том чтобы	2	1
217	места в мире	1	1
218	заключается в том	1	1
219	в подобных случаях	1	1
220	фиксирует самый момент	1	1
221	а не как	1	1
222	она ни была	1	1
223	совершенно не было	1	1
224	гораздо более интенсивное	1	1
225	что в общем	1	1
226	крайней мере не	1	1
227	том или ином	1	1
228	в свое время	4	1
229	той же самой	1	1
230	в особенности с	1	1
231	что же касается	1	1
232	которые могли бы	1	1
233	в чем собственно	1	1
234	или иной модус	1	1
235	перед нами как	1	1
236	но дело в	1	1
237	в полной мере	3	1
238	в нас самих	1	1
239	мы могли уже	1	1
240	не смог бы	1	1
241	к ним не	1	1
242	а между тем	1	1
243	в себя и	1	1
244	до тех пор	1	1
245	однако все эти	1	1
246	однако в то	2	1
247	каждом из них	1	1
248	мы уже говорили	1	1
249	уже не может	1	1
250	со всех сторон	1	1
251	имеем дело не	2	1
252	ни одна из	1	1
253	включает в себя	2	1
254	именно в этом	1	1
255	весьма существенно и	1	1
256	лишь те кто	1	1
257	как раз в	1	1
258	жизни и смерти	1	1
