N	2gram	Propp_Isto	Literetu
1	а не	5	50
2	и не	19	47
3	не только	17	46
4	и в	44	44
5	может быть	31	43
6	при этом	4	41
7	но и	16	41
8	тогда как	1	40
9	в том	13	39
10	в этом	20	38
11	своего рода	1	37
12	том что	12	32
13	такого рода	2	30
14	в частности	9	30
15	то что	16	29
16	в мире	1	28
17	в качестве	13	27
18	то же	9	26
19	состоит в	1	26
20	как и	12	23
21	в то	5	23
22	себя в	6	22
23	не в	11	22
24	того что	3	22
25	так и	9	22
26	не может	10	22
27	же время	1	21
28	в себе	1	20
29	прежде всего	7	19
30	как бы	4	18
31	с другой	11	17
32	точки зрения	3	17
33	в его	16	17
34	в жизни	1	16
35	в этой	5	16
36	не менее	6	15
37	я не	1	15
38	в русской	8	15
39	только в	8	15
40	со стороны	6	15
41	тем самым	2	15
42	в целом	4	15
43	и даже	4	14
44	по отношению	2	14
45	однако в	2	14
46	что он	29	14
47	уже не	14	13
48	в своем	3	13
49	с одной	7	13
50	как это	5	13
51	в тексте	1	13
52	но не	8	13
53	и его	15	13
54	в своей	3	12
55	о том	11	12
56	в данном	3	12
57	одной стороны	7	12
58	к себе	3	12
59	одним из	4	12
60	еще не	16	12
61	отношению к	2	12
62	а также	5	12
63	в другом	2	11
64	никогда не	5	11
65	и сам	2	11
66	еще в	2	11
67	вместе с	26	11
68	как в	11	11
69	в основе	3	11
70	в отличие	1	11
71	с его	3	11
72	данном случае	2	11
73	это не	8	11
74	отличие от	1	11
75	или иначе	1	11
76	а в	9	11
77	даже в	4	10
78	из них	4	10
79	в ее	4	10
80	не случайно	1	10
81	что в	18	10
82	и на	11	10
83	потому что	18	10
84	жизни и	4	10
85	отнюдь не	1	10
86	в области	1	10
87	с этой	4	9
88	мыслится как	1	9
89	на смену	4	9
90	к тому	1	9
91	представляет собой	8	9
92	связи с	10	9
93	один из	6	9
94	одно из	3	9
95	лишь в	2	9
96	же в	3	9
97	в своих	4	8
98	тем что	12	8
99	все же	17	8
100	одна из	6	8
101	того же	3	8
102	едва ли	1	8
103	с точки	1	8
104	на себя	4	8
105	что не	3	8
106	в конце	1	8
107	и ты	1	8
108	художественного творчества	1	8
109	особого рода	1	8
110	а именно	8	8
111	соответствии с	1	8
112	той же	2	8
113	но в	7	8
114	уже в	4	8
115	для него	2	8
116	xix века	1	8
117	по существу	2	8
118	и как	5	8
119	и я	1	8
120	в искусстве	1	8
121	в самом	1	7
122	в одном	2	7
123	другой стороны	10	7
124	на свою	2	7
125	для этого	3	7
126	в противоположность	1	7
127	как правило	2	7
128	не как	5	7
129	в случае	1	7
130	он не	5	7
131	и тем	7	7
132	и с	8	7
133	в нем	10	7
134	из того	1	7
135	по своей	1	7
136	наконец в	1	7
137	друг друга	5	7
138	и для	3	7
139	перестает быть	1	7
140	у нас	1	7
141	в их	1	7
142	так в	5	7
143	человека в	5	7
144	и других	5	7
145	тому как	2	7
146	и жизни	1	7
147	а затем	7	6
148	в виду	1	6
149	например в	11	6
150	обращаясь к	1	6
151	как на	3	6
152	и он	9	6
153	у него	7	6
154	его в	17	6
155	не было	2	6
156	во всех	3	6
157	было бы	2	6
158	подобно тому	2	6
159	то в	2	6
160	с миром	2	6
161	самом деле	2	6
162	как о	1	6
163	еще и	2	6
