N	4gram	Vygotskiy_	FransuaR
1	как мы уже говорили	1	15
2	мы уже говорили что	1	13
3	одной и той же	3	4
4	один и тот же	1	4
5	мы уже говорили о	1	3
6	одного и того же	1	3
7	не что иное как	1	3
8	одна и та же	2	2
9	мы уже знаем что	1	2
10	все более и более	4	2
11	заключается в том что	8	2
12	и целый ряд других	1	2
13	мы видим что в	1	2
14	но все же в	1	2
15	дело вовсе не в	1	2
16	до сих пор не	1	2
17	все то что в	1	2
18	а также и в	1	2
19	или во всяком случае	2	2
20	только для того чтобы	1	2
21	и с точки зрения	1	2
22	так же как и	1	2
23	в том или ином	1	2
24	с точки зрения тех	1	1
25	не только то что	1	1
26	на самом деле он	1	1
27	таким образом все то	1	1
28	в том что в	1	1
29	в то время как	3	1
30	к тому же выводу	1	1
31	и в самом деле	14	1
32	по самому своему существу	1	1
33	то же самое что	2	1
34	до сих пор в	1	1
35	свидетельствует о том что	1	1
36	одно и то же	3	1
37	и это очень важно	1	1
38	связей в которых они	1	1
39	и вместе с тем	3	1
40	и в ней действительно	1	1
41	заключается в том чтобы	1	1
42	образом все то что	1	1
43	том что в этой	1	1
44	не имеют ничего общего	1	1
45	состоит в том что	1	1
46	взятый сам по себе	1	1
47	которые с точки зрения	1	1
48	в том случае если	4	1
49	есть все то что	1	1
50	в том что она	2	1
51	речь идет не о	1	1
52	мы видим что все	1	1
53	прежде всего тем что	1	1
54	и то же слово	1	1
55	имеют ничего общего с	1	1
56	по существу она не	1	1
57	то мы увидим что	1	1
58	это то же самое	1	1
59	если мы обратимся к	1	1
60	в самом деле в	1	1
61	в том что он	3	1
62	и в этом отношении	1	1
63	в том что они	2	1
64	мы найдем в ней	1	1
65	не в том что	1	1
66	в том что оно	1	1
67	но по существу она	1	1
