N	2gram	Voloshinov	Problemy
1	и в	16	106
2	и не	4	90
3	как бы	5	70
4	может быть	17	66
5	в его	4	56
6	в этом	9	52
7	в нем	4	51
8	не может	8	49
9	как и	2	44
10	что он	2	44
11	точки зрения	8	40
12	но и	4	40
13	для него	6	39
14	и его	8	39
15	а не	1	38
16	то же	2	36
17	не только	7	36
18	в пределах	2	35
19	то что	3	33
20	но в	4	33
21	прежде всего	9	32
22	он не	2	29
23	все это	4	29
24	и все	4	28
25	в одном	3	27
26	к себе	3	26
27	в самом	2	25
28	и с	8	25
29	к нему	1	25
30	с точки	6	25
31	в сущности	1	25
32	вовсе не	1	24
33	самом деле	6	24
34	и на	4	23
35	что я	1	22
36	таким образом	9	22
37	как мы	4	21
38	все же	1	20
39	никогда не	2	20
40	только в	4	20
41	что же	1	19
42	что в	3	19
43	с его	7	19
44	уже не	1	18
45	еще не	5	18
46	о нем	1	18
47	на самом	4	18
48	но не	1	18
49	все эти	5	18
50	и к	6	17
51	с ним	2	17
52	а в	3	17
53	в том	3	17
54	так и	4	17
55	так же	2	16
56	если бы	1	16
57	в своей	2	16
58	этом смысле	3	16
59	в другом	1	16
60	у него	2	15
61	и для	2	15
62	и наконец	4	15
63	и сам	1	14
64	как раз	1	14
65	в конце	1	14
66	так как	4	14
67	я не	1	14
68	лишь в	1	14
69	с другими	3	13
70	его в	4	13
71	большинстве случаев	3	13
72	в мире	1	13
73	и это	6	13
74	себя и	2	13
75	в большинстве	3	13
76	при этом	6	12
77	и как	3	12
78	и даже	4	12
79	к тому	1	12
80	во всяком	3	12
81	что и	2	12
82	не знает	2	12
83	и что	1	12
84	за пределы	2	12
85	было бы	2	12
86	том что	3	12
87	у меня	1	12
88	но это	2	12
89	ничего не	1	12
90	последнее слово	1	12
91	их в	3	11
92	входит в	1	11
93	с другой	1	11
94	мы уже	2	11
95	не могут	2	11
96	так чтобы	1	11
97	сознания и	2	11
98	она не	1	11
99	самого начала	4	10
