N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	9	182
2	то есть	36	142
3	и в	73	121
4	может быть	5	107
5	в том	13	103
6	то что	12	83
7	в слове	1	78
8	для нас	2	75
9	что в	14	73
10	и не	13	73
11	только в	7	72
12	не только	11	67
13	а не	2	67
14	таким образом	34	64
15	в языке	1	60
16	в этом	21	59
17	но и	15	59
18	том что	8	59
19	так как	9	59
20	то же	16	56
21	не в	12	54
22	в себе	16	53
23	по себе	2	52
24	не может	4	52
25	того что	5	47
26	в сознании	1	46
27	было бы	5	45
28	в нем	18	45
29	не есть	2	42
30	как и	19	42
31	так что	2	39
32	вместе с	9	39
33	что и	6	38
34	мы не	2	38
35	при этом	5	37
36	как в	9	37
37	так и	13	37
38	что мы	2	36
39	тем что	8	33
40	и что	5	32
41	по отношению	3	30
42	а в	10	30
43	между тем	2	29
44	но не	1	29
45	вовсе не	11	28
46	мы можем	1	28
47	для него	7	28
48	есть только	3	28
49	с этим	4	27
50	не было	4	26
51	отношению к	3	26
52	этого слова	1	25
53	между собою	3	24
54	в то	14	24
55	с тем	2	23
56	как бы	15	23
57	того как	7	23
58	что слово	1	22
59	то это	1	22
60	с другой	3	22
61	не имеет	4	22
62	но в	12	22
63	и потому	6	21
64	мысль о	1	20
65	в одном	5	20
66	это не	7	20
67	в ней	10	20
68	мысли и	3	19
69	и как	5	19
70	но это	3	19
71	сказать что	4	19
72	с ним	6	19
73	того же	7	19
74	что это	9	19
75	и то	3	19
76	из этих	1	19
77	о том	13	19
78	тем самым	3	19
79	должно быть	4	19
80	есть не	2	19
81	в самом	9	18
82	в таком	1	18
83	там же	1	18
84	по поводу	1	18
85	не могут	3	18
86	в человеке	2	18
87	бы не	1	18
88	в каком	1	18
89	тогда как	1	18
90	что я	1	18
91	еще не	3	18
92	точки зрения	6	17
93	слова и	2	17
94	заметить что	1	17
95	уже в	9	17
96	в его	18	17
97	во всяком	2	17
98	слова в	1	17
99	и на	12	16
100	к тому	2	16
