N	4gram	Losev_Dial	KulturaY
1	и тем не менее	2	7
2	до тех пор пока	1	7
3	в то же время	3	6
4	с этой точки зрения	4	5
5	не говоря уже о	6	5
6	и т д и	8	4
7	т д и т	7	4
8	заключается в том что	1	4
9	и пр и пр	1	4
10	говоря уже о том	2	3
11	д и т д	7	3
12	уже о том что	2	3
13	не в том что	4	3
14	в том смысле что	1	2
15	уже не может быть	1	2
16	что с точки зрения	2	2
17	но дело не в	1	2
18	поскольку речь идет о	1	2
19	не что иное как	6	2
20	вовсе не в том	2	2
21	одной и той же	4	2
22	и в то же	2	2
23	одних и тех же	2	2
24	и т д не	3	2
25	и с этой точки	2	2
26	стать на точку зрения	1	2
27	и в том что	1	1
28	а то обстоятельство что	1	1
29	не могут быть без	1	1
30	раз из того что	1	1
31	и не претендует на	1	1
32	в первом смысле не	1	1
33	потому и возможно что	1	1
34	ни в коем случае	4	1
35	если это так то	1	1
36	идти не о том	1	1
37	когда мы говорим что	1	1
38	и в зависимости от	1	1
39	и не только потому	1	1
40	так то ясно что	1	1
41	только потому и возможно	1	1
42	когда же мы говорим	1	1
43	одно и то же	2	1
44	по крайней мере в	3	1
45	ровно ничего не дает	1	1
46	заключается вовсе не в	1	1
47	можно ли сказать что	1	1
48	который не может быть	1	1
49	и т д в	2	1
50	уже по одному тому	2	1
51	не говорю уже о	1	1
52	в том отношении что	1	1
53	если он не умеет	1	1
54	иметь в виду что	1	1
55	как идея как принцип	1	1
56	как раз из того	1	1
57	что бы то ни	1	1
58	в то время как	6	1
59	зависит прежде всего от	1	1
60	в связи с этим	1	1
61	нас в данном случае	1	1
62	этой точки зрения в	1	1
63	говорить о них как	1	1
64	не хочу сказать что	1	1
65	со своей точки зрения	1	1
66	сама по себе не	1	1
67	одному тому что она	1	1
68	да и то не	1	1
69	можно только тогда когда	3	1
70	если стать на точку	1	1
71	с тех пор как	1	1
72	и в вопросе о	1	1
73	не потому что она	1	1
74	свой смысл и свое	1	1
75	мы имеем в виду	1	1
76	о том что если	1	1
77	и т д словом	1	1
78	на самом деле есть	1	1
79	о них как о	1	1
80	бы то ни было	1	1
81	и пр но для	1	1
82	по себе ничего не	1	1
83	для нас в данном	1	1
84	по одному тому что	3	1
85	с точки зрения чисто	2	1
86	во-первых с точки зрения	1	1
87	бы то ни стало	1	1
88	что мы имеем в	1	1
89	заключается не в том	1	1
90	и т д все	1	1
91	того что она есть	1	1
92	во что бы то	1	1
93	с точки зрения законов	1	1
94	есть прежде всего некое	1	1
95	в этом отношении с	1	1
96	есть не что иное	3	1
