N	2gram	Voloshinov	SlovoVZh
1	не может	8	16
2	может быть	17	14
3	точки зрения	8	14
4	как бы	5	13
5	и его	8	13
6	таким образом	9	12
7	и в	16	12
8	в нашем	1	11
9	и не	4	10
10	так как	4	9
11	если бы	1	9
12	прежде всего	9	8
13	для нас	2	7
14	сказать что	7	7
15	все время	1	6
16	в ней	1	6
17	с помощью	2	6
18	в том	3	6
19	только в	4	6
20	в нем	4	6
21	при этом	6	6
22	и др	3	5
23	можно сказать	4	5
24	что мы	2	5
25	хотя бы	4	5
26	то же	2	5
27	художественной формы	1	5
28	к предмету	1	5
29	а не	1	5
30	в виду	1	5
31	то что	3	5
32	в жизни	2	5
33	как и	2	5
34	отнюдь не	4	5
35	том что	3	5
36	но в	4	5
37	никогда не	2	5
38	в самом	2	4
39	и к	6	4
40	и на	4	4
41	не только	7	4
42	ни было	2	4
43	на самом	4	4
44	за пределы	2	4
45	от того	1	4
46	его в	4	4
47	с другой	1	4
48	дело в	1	4
49	отношение к	5	4
50	что не	2	4
51	так и	4	4
52	уже не	1	4
53	жизни и	3	4
54	в этом	9	4
55	все же	1	4
56	зависимости от	1	4
57	к нему	1	4
58	бы то	1	3
59	и с	8	3
60	до сих	3	3
61	и по	2	3
62	и пр	12	3
63	мы не	2	3
64	то ни	1	3
65	для него	6	3
66	с ним	2	3
67	не должна	1	3
68	когда он	1	3
69	в некоторых	1	3
70	все это	4	3
71	ни в	5	3
72	в пределах	2	3
73	конечно не	6	3
74	так же	2	3
75	в них	2	3
76	в каком	2	3
77	этой точки	1	3
78	самом деле	6	3
79	только на	3	3
80	все эти	5	3
81	о том	2	3
82	в своей	2	3
83	не менее	2	3
84	художественного творчества	4	3
85	и проч	9	3
86	нуждается в	5	3
87	но и	4	3
88	и для	2	3
89	на границе	2	3
90	и ее	4	3
91	и наконец	4	3
92	сих пор	3	3
93	и вообще	2	3
94	формы и	1	3
95	еще не	5	3
96	что в	3	2
97	этих двух	1	2
98	нет ничего	1	2
99	но это	2	2
100	и потому	3	2
101	смысл и	1	2
102	и то	1	2
103	опираясь на	1	2
104	мы можем	9	2
105	в данном	1	2
106	в душе	2	2
107	и содержания	1	2
108	на один	1	2
109	данном случае	1	2
110	в момент	1	2
111	со всех	1	2
112	в основном	3	2
113	зависит от	1	2
114	с одной	1	2
115	уже в	1	2
116	в его	4	2
117	с этой	2	2
118	она не	1	2
119	идеологического творчества	1	2
120	одной стороны	1	2
121	дело с	1	2
122	с точки	6	2
123	мы имеем	1	2
124	нашего сознания	1	2
125	тогда когда	1	2
126	в себя	1	2
127	от всех	1	2
128	как это	3	2
129	те же	3	2
130	но зато	2	2
131	и та	1	2
132	из него	1	2
133	и что	1	2
134	что и	2	2
135	же самое	1	2
136	и значение	3	2
137	почти исключительно	1	2
138	конечно в	1	2
139	но отнюдь	2	2
140	как не	2	2
141	в этих	3	2
142	своеобразно и	1	2
143	связь с	1	2
144	оно не	2	2
145	и притом	3	2
146	на это	1	2
147	имеем в	1	2
148	к ним	2	2
149	и здесь	1	2
150	как на	1	2
151	и все	4	2
152	в комнате	1	2
153	но не	1	2
154	общего с	1	2
155	форму и	1	2
156	быть только	1	2
157	не есть	2	2
158	могут быть	3	2
159	с другими	3	2
160	в корне	1	2
161	вместе с	3	2
162	между ними	3	2
163	может стать	1	2
164	лежит на	1	2
165	каком отношении	1	2
166	в атмосфере	1	2
167	бы оно	1	2
168	и так	2	2
169	можем сказать	2	2
170	в психике	8	2
171	с его	7	2
172	себя и	2	2
173	на все	1	2
174	формы то	1	2
175	его к	1	2
176	известной степени	1	2
177	к этому	2	2
178	между собой	2	2
179	каждый момент	1	2
