N	4gram	Vygotskiy_	PoTuStor
1	и в этом смысле	1	2
2	основной вопрос можно ли	1	1
3	и в высшей степени	1	1
4	с этой точки зрения	4	1
5	одних и тех же	1	1
6	не что иное как	2	1
7	или во всяком случае	1	1
8	одна и та же	1	1
9	не чем иным как	1	1
10	одну и ту же	1	1
11	в основе их лежит	2	1
12	мы полагаем что в	1	1
13	бы то ни было	1	1
14	так же как и	6	1
15	все новых и новых	1	1
16	во всяком случае не	1	1
17	мы можем сказать что	1	1
18	совершенно так же как	1	1
19	одного и того же	5	1
20	в связи с этим	2	1
21	с самого начала но	1	1
22	друг на друга в	1	1
23	на этой ступени развития	1	1
24	а вместе с тем	1	1
