N	3gram	Tiupa_Disk	Istorich
1	с другой стороны	4	46
2	до сих пор	1	30
3	в этом случае	3	29
4	с одной стороны	12	28
5	в том что	18	25
6	не может быть	5	24
7	вместе с тем	1	23
8	но все же	1	23
9	тем не менее	1	23
10	о том что	8	22
11	не только в	2	19
12	в связи с	1	17
13	о том как	1	15
14	в данном случае	6	15
15	по отношению к	13	14
16	за тридевять земель	1	14
17	на то что	1	14
18	как мы видели	1	12
19	в тех случаях	1	11
20	во всех этих	1	11
21	как и в	3	10
22	тех случаях когда	1	10
23	более или менее	2	9
24	то же самое	2	8
25	и то что	2	8
26	подобно тому как	4	8
27	в большинстве случаев	2	7
28	дело не в	1	7
29	то что в	1	7
30	во всяком случае	2	7
31	что он не	1	7
32	так например в	1	7
33	на первый взгляд	1	7
34	на том что	1	6
35	к тому же	4	6
36	с самого начала	2	6
37	том что в	3	5
38	в отличие от	12	5
39	как в сказке	1	5
40	отца к сыну	1	5
41	в том чтобы	2	5
42	в том числе	3	5
43	до наших дней	1	5
44	в другом месте	1	5
45	так и в	4	5
46	на самом деле	1	5
47	в чистом виде	1	4
48	и может быть	3	4
49	только то что	2	4
50	от отца к	1	4
51	с точки зрения	3	4
52	состоит в том	3	4
53	в одной из	2	4
54	это еще не	2	4
55	содержит в себе	3	4
56	тем что он	2	4
57	он не может	1	4
58	друг на друга	1	4
59	по себе не	2	4
60	сами по себе	2	4
61	в это время	1	4
62	можно сказать что	3	4
63	и в особенности	2	4
64	а иногда и	1	4
65	это и есть	1	4
66	одной стороны и	3	3
67	все то что	1	3
68	как будто бы	2	3
69	в этом направлении	1	3
70	и то же	2	3
71	в обоих случаях	1	3
72	это своего рода	1	3
73	не только по	1	3
74	дело в том	3	3
75	на передний план	2	3
76	тестя к зятю	1	3
77	в другом случае	1	3
78	но далеко не	1	3
79	не в том	3	3
80	то чего не	1	3
81	в соответствии с	4	3
82	не могло быть	1	3
83	имеет отношение к	1	3
84	говорит об этом	1	3
85	жизнью и смертью	1	3
86	можно утверждать что	1	3
87	в сказке но	1	3
88	не в состоянии	1	3
89	от тестя к	1	3
90	внимание на то	1	3
91	в античной греции	2	3
92	и не только	2	3
93	то что происходило	1	3
94	следует понимать как	1	2
95	он как бы	1	2
96	в себя и	1	2
97	они и не	1	2
98	в самом деле	1	2
99	и тем более	1	2
100	но в таком	1	2
101	между мифом и	2	2
102	далеко не всегда	1	2
103	друг от друга	1	2
104	что в них	2	2
105	в частности в	2	2
106	в таком случае	1	2
107	сам по себе	1	2
108	том числе и	3	2
109	а в том	2	2
110	что во всех	1	2
111	все дело в	1	2
112	из того что	1	2
113	а не только	2	2
114	мы имеем дело	3	2
115	наводит на мысль	1	2
116	и потому что	1	2
117	как в сказании	3	2
118	то что и	2	2
119	там и не	1	2
120	что не только	1	2
121	может быть в	1	2
122	и что это	1	2
123	только в том	2	2
124	и один из	1	2
125	сказка никогда не	1	2
126	и должно было	1	2
127	он представляет собой	1	2
128	том что и	1	2
129	мы ничего не	1	2
130	не могут быть	1	2
131	легко может быть	1	2
132	одной стороны он	1	2
133	прошлого и в	1	2
134	но все эти	1	2
135	в истории этого	1	2
136	что в одном	1	2
137	ее к себе	1	2
138	так и с	1	2
139	между собой и	1	2
140	легко заметить что	1	2
141	и прежде всего	2	2
142	при этом он	1	2
143	а не в	2	2
144	при всей своей	2	2
145	и в том	1	2
146	и те же	1	2
147	и не может	3	2
148	в свою очередь	3	2
149	большей или меньшей	2	2
150	равно как и	1	2
151	и не могло	1	2
152	в качестве примера	2	2
153	далеко еще не	3	2
154	здесь как и	1	2
155	одна из них	1	2
156	хотя бы на	1	2
157	а потом и	2	2
158	другой стороны в	1	2
159	одно и то	2	2
160	власти от тестя	1	2
161	о царских детях	1	2
162	только потому что	1	2
163	том что он	1	2
164	в общих чертах	1	2
165	тогда как в	5	2
166	к себе и	1	2
167	все того же	1	2
168	имеем дело с	1	2
169	по себе они	1	1
170	вопросом о том	1	1
171	и это весьма	1	1
172	и более поздних	1	1
173	на этом свете	1	1
174	в себе как	1	1
175	а не как	2	1
176	и в другом	1	1
177	с большей или	1	1
178	одни и те	1	1
179	говоря уже о	2	1
180	в предыдущей главе	1	1
181	это приводит к	1	1
182	дошли до нас	1	1
183	таким же образом	1	1
184	свидетельствует о том	1	1
185	последовательности в какой	1	1
186	свою принадлежность к	1	1
187	говорит о том	1	1
188	не может так	1	1
189	никогда не делает	1	1
190	но при этом	3	1
191	именно в этой	1	1
192	из них в	1	1
193	каждый из них	2	1
194	особое внимание на	1	1
195	что они хотят	1	1
196	речь идет о	2	1
197	мы назвали бы	1	1
198	по аналогии с	2	1
199	не согласиться с	1	1
200	и далеко не	1	1
201	в них имеются	1	1
202	не в качестве	1	1
203	том что было	1	1
204	можно говорить о	1	1
205	в таких произведениях	1	1
206	в современном его	1	1
207	и др см	1	1
208	и каждый из	1	1
209	но в этом	1	1
210	одновременно с этим	1	1
211	в целом и	1	1
212	до нас в	1	1
213	не имеют никакого	1	1
214	в котором нет	1	1
215	об одном из	1	1
216	к этому времени	1	1
217	и в различных	1	1
218	пока еще не	3	1
219	в той последовательности	1	1
220	в верхний мир	2	1
221	можно рассматривать как	1	1
222	а также и	1	1
223	могло и не	1	1
224	в действительности это	1	1
225	как правило в	1	1
226	имеем дело не	2	1
227	ничего не знаем	1	1
228	в самых общих	1	1
229	ситуации в которой	1	1
230	прежде всего он	1	1
231	он не считает	1	1
232	дело не с	2	1
233	в целом его	1	1
234	в этом же	1	1
235	не знаем более	1	1
236	на одном лице	1	1
237	о потустороннем мире	1	1
238	случае мы имеем	1	1
239	в этом смысле	1	1
240	в свое время	3	1
241	во-первых в том	1	1
242	и герой в	1	1
243	что он ее	1	1
244	той последовательности в	1	1
245	сказки о животных	2	1
246	тому как в	1	1
247	и мн др	3	1
248	как и все	1	1
249	имеют не только	1	1
250	перстень на руку	1	1
251	целое в свою	1	1
252	и он мог	1	1
253	о нем а	1	1
254	и на его	1	1
255	к мысли о	1	1
256	мог быть и	1	1
257	в какой ситуации	1	1
258	также и в	1	1
259	прежде всего в	2	1
260	и в большинстве	1	1
261	одно из значений	1	1
262	приходит на смену	1	1
263	а не от	1	1
264	в большей или	1	1
265	мы все же	1	1
266	время от времени	1	1
267	тем более не	1	1
268	и столь же	1	1
269	и даже не	1	1
270	до известной степени	2	1
271	как и вообще	1	1
272	но они же	1	1
273	отличие от рассмотренных	1	1
274	в силу своей	2	1
275	на обе стороны	1	1
276	нами не как	1	1
277	быть отнесены к	1	1
278	ни одно из	2	1
279	она сводится к	1	1
280	на определенной стадии	1	1
281	героя а его	1	1
282	себя в нем	1	1
283	на спине и	1	1
284	в этом отношении	4	1
285	в себе не	2	1
286	а не событиям	1	1
287	в том случае	1	1
288	потому что в	2	1
289	не связано с	1	1
290	хотя и в	2	1
291	к своему собственному	1	1
292	но в данном	1	1
293	в такой же	1	1
294	можно указать на	1	1
295	но прежде всего	1	1
296	от рассмотренных выше	1	1
297	к тому или	1	1
298	тем или иным	1	1
299	в этом мире	2	1
300	тех или иных	1	1
301	нет у них	1	1
302	и в форме	2	1
303	в пределах одной	1	1
304	таких произведениях как	1	1
305	не было и	1	1
306	мог быть только	1	1
307	а с другой	4	1
308	имеют к ним	1	1
309	как нечто вторичное	1	1
310	может быть названа	1	1
311	как и сказка	1	1
312	и на примере	1	1
313	несмотря на все	1	1
314	лицом к лицу	2	1
315	и в современной	1	1
316	в их отношении	1	1
317	об этом так	1	1
318	себя не только	1	1
319	то же время	9	1
320	никогда не было	1	1
321	и должны быть	1	1
322	в значительной степени	3	1
323	и не стоит	1	1
324	друг друга так	1	1
325	тому или иному	1	1
326	как таковой в	1	1
327	друг друга и	1	1
328	того или иного	2	1
329	только по отношению	1	1
330	а не за	1	1
331	что он ничего	2	1
332	еще не есть	1	1
333	той ситуации в	1	1
334	лежат в основе	1	1
335	обратим внимание на	1	1
336	его таким образом	1	1
337	по большей части	1	1
338	в которой он	1	1
339	ту или иную	1	1
340	но тут же	1	1
341	как в мифе	1	1
342	в то же	7	1
343	а по своей	1	1
344	при переходе от	1	1
345	может быть признано	1	1
346	не говоря уже	2	1
347	который фигурирует в	1	1
348	заключается в том	1	1
349	в противном случае	1	1
350	между жизнью и	1	1
351	на этом пути	1	1
352	стоит на границе	1	1
353	мысль о том	1	1
354	том что на	1	1
355	это прежде всего	3	1
356	на русском языке	1	1
357	должно было происходить	1	1
358	это отнюдь не	2	1
359	с ней и	1	1
360	к этому я	1	1
361	текста это не	1	1
362	едва ли не	2	1
363	то что они	1	1
364	в следующей главе	1	1
365	работа представляет собой	1	1
366	исторического бытия в	1	1
367	с ней в	1	1
368	в которых герой	1	1
369	и сказкой здесь	1	1
370	в основе своей	4	1
