N	3gram	Tiupa_Narr	Marksizm
1	с точки зрения	2	46
2	не может быть	5	25
3	в самом деле	1	19
4	по отношению к	6	15
5	то же время	3	15
6	в то же	3	15
7	в том что	8	14
8	в связи с	2	14
9	то ни было	3	12
10	бы то ни	3	12
11	до сих пор	1	11
12	в отличие от	5	10
13	одного и того	1	9
14	и того же	1	9
15	то же самое	1	8
16	может быть и	1	8
17	с другой стороны	4	7
18	в свою очередь	3	7
19	всех без исключения	1	6
20	как мы уже	1	6
21	на самом деле	1	6
22	с одной стороны	7	6
23	и как бы	1	5
24	в таком случае	2	5
25	чужой речи и	1	5
26	той или иной	4	5
27	как мы видели	1	5
28	в этом отношении	3	5
29	так и от	1	4
30	в первом случае	2	4
31	и прежде всего	1	4
32	но все же	4	4
33	о том что	6	4
34	можно сказать что	4	4
35	том что он	1	4
36	в той или	2	3
37	и тот же	1	3
38	не только в	2	3
39	в данном контексте	1	3
40	тем не менее	3	3
41	в том числе	6	3
42	более или менее	2	3
43	друг с другом	1	3
44	том числе и	4	3
45	в значительной степени	2	3
46	или хотя бы	1	3
47	а не в	2	3
48	в этом последнем	1	3
49	в данный момент	1	3
50	один и тот	1	3
51	какой бы то	1	3
52	и не в	4	3
53	все без исключения	1	3
54	можно было бы	2	3
55	именно в том	2	3
56	и небо и	1	2
57	слова в слове	1	2
58	является как бы	1	2
59	или иной степени	1	2
60	до известной степени	1	2
61	точки зрения не	1	2
62	в этом смысле	1	2
63	и у нас	1	2
64	друг от друга	1	2
65	высказывания как целого	1	2
66	или может быть	1	2
67	так или иначе	2	2
68	так и в	1	2
69	само по себе	1	2
70	в данном случае	4	2
71	в том или	2	2
72	к тому же	4	2
73	людей так и	1	2
74	а не только	1	2
75	не то что	2	2
76	сами по себе	2	2
77	того или иного	2	2
78	к нему в	1	2
79	и в особенности	1	2
80	а иногда и	1	2
81	по крайней мере	1	2
82	том или ином	2	2
83	ту или иную	2	2
84	как и в	1	2
85	независимо от того	1	2
86	так же как	2	2
87	есть прежде всего	1	2
88	же как и	1	2
89	как мы увидим	1	2
90	прежде всего в	1	2
91	тот или иной	1	2
92	не могли бы	1	1
93	к своему герою	1	1
94	и столь же	1	1
95	все то что	1	1
96	точки зрения и	1	1
97	бы он ни	1	1
98	он еще не	1	1
99	и даже не	1	1
100	в конечном счете	2	1
101	в действительности и	1	1
102	в нем не	1	1
103	то что он	1	1
104	одной из этих	1	1
105	из этих двух	1	1
106	это одно из	1	1
107	то или иное	2	1
108	лишь одной из	1	1
109	или иной форме	1	1
110	до наших дней	1	1
111	с этой точки	1	1
112	он не может	1	1
113	при этом даже	1	1
114	там и тогда	1	1
115	в том же	1	1
116	с фактической стороны	1	1
117	по отношению ко	1	1
118	но именно это	1	1
119	что не имеет	1	1
120	в различные эпохи	1	1
121	как бы не	1	1
122	может быть только	1	1
123	сам по себе	1	1
124	здесь сводится к	1	1
125	не имеет значения	1	1
126	в себе самом	1	1
127	не рассчитан на	1	1
128	не сводится к	2	1
129	может быть сведена	1	1
130	может быть осуществлено	1	1
131	по аналогии с	1	1
132	всего в том	1	1
133	в соответствии с	1	1
134	или даже вовсе	2	1
135	а с другой	1	1
136	не переставая быть	1	1
137	не является для	1	1
138	но в его	1	1
139	по себе а	1	1
140	же время они	1	1
141	и не дает	1	1
142	перед нами не	2	1
143	в первую очередь	1	1
144	но и самого	1	1
145	в равной степени	1	1
146	могли бы быть	1	1
147	и т.п то	1	1
148	в форме определенной	1	1
149	же обстоит дело	1	1
150	то есть в	2	1
151	только благодаря этому	1	1
152	к тому или	1	1
153	связаны между собой	1	1
154	не в его	1	1
155	не распадается на	1	1
156	что иное как	2	1
157	речь идет об	1	1
158	в русской литературе	1	1
159	не с точки	1	1
160	а не как	1	1
161	из которых он	1	1
162	переход от одной	2	1
163	здесь как и	1	1
164	ничем не отличается	1	1
165	этой точки зрения	2	1
166	и взаимодействия с	1	1
167	быть сведена к	1	1
168	даже вовсе не	1	1
169	и не было	1	1
170	и тем более	1	1
171	всего было бы	1	1
172	одного из этих	1	1
173	не отличается от	2	1
174	в новейшее время	1	1
175	в себе не	1	1
176	отношению к нему	1	1
177	хотя они и	1	1
178	в западной европе	1	1
179	во времени и	4	1
180	все же не	4	1
181	и с точки	1	1
182	они и не	1	1
183	но уже в	1	1
184	не что иное	2	1
185	которых может быть	1	1
186	его жизни и	1	1
187	дело в том	1	1
188	с другом и	1	1
189	он ни был	1	1
190	в отрыве от	1	1
191	подобно тому как	2	1
192	которым можно было	2	1
193	рассеянной чужой речи	1	1
194	природы высказывания и	1	1
195	включать в себя	2	1
196	в этом качестве	1	1
197	то есть его	1	1
198	что мы были	1	1
199	совершенно особое отношение	1	1
200	принципиальное различие между	1	1
201	она может быть	1	1
202	в основе своей	4	1
203	то что они	1	1
204	в этом контексте	1	1
205	что несмотря на	1	1
