N	3gram	Vygotskiy_	OGranits
1	с точки зрения	5	5
2	не может быть	4	4
3	до тех пор	2	4
4	тех пор пока	2	3
5	одно и то	3	3
6	по отношению к	2	3
7	и т.п и	1	3
8	в том что	30	2
9	ничего общего с	1	2
10	не что иное	2	2
11	того или иного	1	2
12	в зависимости от	7	2
13	можем поставить вопрос	1	2
14	в данном случае	3	2
15	но так как	1	2
16	и то же	4	2
17	мы можем поставить	1	2
18	в самом деле	8	2
19	что иное как	2	2
20	с одной стороны	15	2
21	с другой стороны	8	2
22	с самого начала	5	2
23	мы все же	3	1
24	в процессе творчества	1	1
25	в узком смысле	1	1
26	произведения мы уже	1	1
27	но мы все	1	1
28	на самом деле	8	1
29	собственном смысле слова	2	1
30	слов и в	1	1
31	художественного произведения и	1	1
32	в особенности в	1	1
33	же самые слова	1	1
34	таким образом мы	2	1
35	так же точно	8	1
36	в течение всей	1	1
37	те же самые	2	1
38	и тот же	2	1
39	и как бы	4	1
40	на всем протяжении	1	1
41	все то что	6	1
42	между собою и	1	1
43	чуть ли не	1	1
44	иметь в виду	3	1
45	его точки зрения	1	1
46	между тем мы	1	1
47	не может в	1	1
48	но может быть	2	1
49	равно как и	2	1
50	к сожалению мы	1	1
51	между тем как	1	1
52	подобно тому как	1	1
53	и здесь и	1	1
54	в значительной мере	1	1
55	в конечном счете	2	1
56	это и не	1	1
57	весь этот материал	1	1
58	если бы мы	5	1
59	так же как	3	1
60	мы должны перейти	1	1
61	на то что	25	1
62	для того чтобы	41	1
63	смысле слова и	1	1
64	только потому что	1	1
65	что эстетический объект	1	1
66	если только они	1	1
67	материала и наконец	1	1
68	нам придется остановиться	1	1
69	том что в	2	1
70	может быть это	2	1
71	этого материала и	1	1
72	ни о какой	1	1
73	в каждом отдельном	1	1
74	и никогда не	1	1
75	все эти три	1	1
76	него все то	1	1
77	а не как	1	1
78	все же полагаем	1	1
79	в которых он	1	1
80	что в основе	1	1
81	тому что он	2	1
82	то или иное	1	1
83	основой которого является	1	1
84	в последнее время	1	1
85	в собственном смысле	2	1
86	что в этом	6	1
87	один и тот	1	1
88	в другом месте	1	1
89	должно было бы	2	1
90	в отличие от	3	1
91	в своих основных	1	1
92	этой точки зрения	3	1
93	должно составить предмет	1	1
94	с его точки	1	1
95	из него все	1	1
96	и в некоторых	1	1
97	то же самое	8	1
98	то что в	4	1
99	но далеко не	1	1
100	ни один элемент	1	1
101	в своих руках	1	1
102	к тому что	8	1
103	что мы слышим	1	1
104	все равно не	1	1
105	только то что	1	1
106	но столь же	1	1
107	и в его	1	1
108	так как все	1	1
109	в этом отношении	3	1
110	точки зрения и	1	1
111	то же время	1	1
112	более или менее	1	1
113	и застывшее в	1	1
114	в то же	1	1
115	само по себе	3	1
116	почти никогда не	1	1
117	в действительности для	1	1
118	с этой точки	3	1
119	не мог бы	1	1
120	можно было бы	4	1
121	те или иные	1	1
122	мы не можем	2	1
123	состоит в том	2	1
124	каждом отдельном случае	1	1
125	потому что они	3	1
126	нам кажется что	2	1
127	тот же самый	1	1
128	может быть и	2	1
