N	2gram	Tiupa_Hudo	Psycholo
1	то что	13	193
2	и в	34	190
3	в том	24	163
4	что в	8	123
5	потому что	7	114
6	том что	31	113
7	и что	3	108
8	может быть	12	107
9	в этом	22	100
10	то есть	1	97
11	все время	2	86
12	в самом	7	82
13	как бы	11	80
14	для того	3	78
15	того чтобы	6	78
16	что он	14	76
17	не только	22	75
18	на то	4	73
19	и не	15	73
20	что она	10	71
21	самом деле	6	70
22	точки зрения	7	69
23	и т	15	69
24	не может	10	68
25	так же	3	63
26	так как	2	63
27	было бы	8	56
28	если бы	7	55
29	то же	14	54
30	о том	21	54
31	при этом	21	52
32	как и	16	51
33	что и	3	50
34	а не	23	50
35	что это	2	49
36	сказать что	3	46
37	по себе	3	46
38	только в	8	46
39	в сущности	2	46
40	заключается в	1	46
41	к тому	11	45
42	в искусстве	1	45
43	не в	16	45
44	ясно что	2	43
45	в этой	11	43
46	никогда не	8	42
47	и все	10	42
48	вместе с	2	41
49	как это	8	40
50	но и	13	40
51	с и	2	40
52	как раз	7	39
53	того что	5	39
54	же самое	4	38
55	т п	10	38
56	и это	7	37
57	и как	1	36
58	с тем	1	35
59	вовсе не	2	34
60	как на	2	34
61	и его	8	34
62	тому что	8	33
63	все же	5	33
64	что все	3	33
65	когда он	2	33
66	в себе	19	32
67	все это	2	32
68	он не	8	31
69	мы не	2	31
70	в его	17	31
71	для нас	4	31
72	в ней	6	31
73	как будто	7	30
74	никак не	3	30
75	как в	11	30
76	с одной	4	29
77	и для	5	29
78	одной стороны	4	29
79	с точки	5	29
80	в нем	5	29
81	искусства в	1	29
82	что они	4	28
83	и когда	4	28
84	и то	2	28
85	что мы	1	28
86	в своих	4	27
87	в основе	3	27
88	на деле	1	27
89	и на	6	27
90	а в	11	27
91	с другой	4	27
92	в трагедии	1	26
93	так что	3	26
94	совершенно не	1	26
95	произведение искусства	1	26
96	только что	4	25
97	и здесь	1	25
98	жизни и	10	25
99	до сих	3	24
100	с таким	1	24
101	до конца	3	24
102	тем что	6	24
103	художественное произведение	1	24
104	в целом	2	24
105	в своем	9	23
106	сих пор	3	23
107	из этого	1	23
108	один из	6	23
109	что если	1	23
110	что оно	1	23
111	могут быть	1	23
112	казалось бы	12	22
113	с этим	3	22
114	из них	5	22
115	что у	4	22
116	между тем	14	22
117	и даже	4	22
118	когда мы	2	22
119	всякий раз	4	22
120	т д	5	22
121	как она	3	22
122	в котором	5	21
123	том чтобы	2	21
124	в двух	2	21
125	в которых	1	21
126	той же	3	21
127	в своей	15	21
128	ни в	5	21
129	в конце	5	21
130	что эта	1	21
131	как мы	5	21
132	и вот	1	21
133	и только	2	21
134	другой стороны	1	20
135	в то	12	20
136	тот же	1	20
137	мы имеем	1	20
138	она не	6	20
139	дело с	2	20
140	несмотря на	7	20
141	на этом	5	20
142	там где	2	20
143	это не	12	20
144	все эти	4	20
145	в одном	3	19
146	что при	3	19
147	мы уже	7	19
148	в какой	1	19
149	мы должны	1	19
150	в ее	16	19
151	у него	13	19
152	с этой	3	18
153	в которой	2	18
154	можно было	6	18
155	но в	6	18
156	вслед за	3	18
157	на самом	2	18
158	но не	7	18
159	действующих лиц	3	18
160	перед нами	13	18
161	в виду	1	17
162	во всяком	1	17
163	полагает что	1	17
164	иначе говоря	2	17
165	что для	1	17
166	из этих	3	17
167	но это	2	17
168	одна из	4	17
169	только не	3	17
170	и о	8	17
171	и к	6	16
172	из которых	1	16
173	к этому	1	16
174	та же	5	16
175	сводится к	7	16
176	обратиться к	1	16
177	говорит о	4	16
178	самого начала	1	16
179	с самого	1	16
180	в таком	3	16
181	же как	4	16
182	и тем	2	16
183	не имеет	2	16
184	формы и	1	16
185	так и	19	16
186	тому как	4	16
187	от того	1	16
188	в результате	2	15
189	в них	3	15
190	этого рассказа	1	15
191	только на	6	15
192	что именно	1	15
193	во всех	2	15
194	мы знаем	4	15
195	о которых	2	15
196	не могут	1	15
197	и так	3	15
198	о котором	2	15
199	на примере	2	15
200	и потому	3	15
201	не просто	1	15
202	которых мы	1	15
203	далеко не	1	15
204	двух противоположных	1	15
205	еще не	10	15
206	для него	15	15
207	в частности	10	15
208	увидеть что	1	14
209	хотя бы	2	14
210	но он	3	14
211	главным образом	1	14
212	в художественном	6	14
213	это и	2	14
214	это только	1	14
215	того как	1	14
216	прежде всего	12	14
217	заключает в	2	14
218	такой же	3	14
219	что на	4	14
220	в жизни	9	14
221	при таком	1	14
222	этих двух	2	14
223	бы в	2	14
224	стоит только	1	14
225	столь же	6	14
226	всяком случае	1	14
227	этом отношении	4	14
228	с той	2	14
229	или в	3	14
230	к которым	1	14
231	по существу	1	14
232	есть только	1	14
233	в области	1	14
234	с ним	6	14
235	именно в	9	13
236	не могли	1	13
237	точка зрения	1	13
238	а с	5	13
239	могла бы	2	13
240	отнюдь не	4	13
241	с такой	3	13
242	знаем что	2	13
243	речь идет	3	13
244	едва ли	6	13
245	и он	6	13
246	могло бы	1	13
247	рассказа и	2	13
248	как он	4	13
249	со стороны	6	13
250	и другие	5	12
251	в этих	7	12
252	их в	2	12
253	не менее	9	12
254	может служить	1	12
255	в конечном	5	12
256	я не	8	12
257	в рассказе	23	12
258	в самой	2	12
259	в свою	1	12
260	и уже	3	12
261	состоит в	8	12
262	и этот	1	12
263	и другое	2	12
264	идет о	3	12
265	это в	4	12
266	конце концов	1	12
267	и с	10	12
268	например в	3	12
269	как только	3	12
270	что этот	1	12
271	что его	1	12
272	что не	4	12
273	этой точки	1	12
274	и до	1	12
275	характера и	2	12
276	ничего не	11	12
277	об этом	8	12
278	в нашей	1	12
279	конечном счете	4	11
280	не было	8	11
281	о смерти	1	11
282	не будет	1	11
283	была бы	3	11
284	подобно тому	4	11
285	и заключается	1	11
286	и поэтому	2	11
287	но мы	2	11
288	как к	4	11
289	уже в	2	11
290	раз в	5	11
291	и других	1	11
292	отличие от	1	11
293	он должен	1	11
294	исходя из	1	11
295	есть в	1	11
296	исходит из	1	11
297	по поводу	3	11
298	его в	5	11
299	были бы	1	11
300	образом и	1	11
301	и из	1	11
302	отдельного человека	2	11
303	с его	9	11
304	с но	1	11
305	на это	2	11
306	но совершенно	1	11
307	только из	1	10
308	в другом	3	10
309	смысл и	1	10
310	нам кажется	1	10
311	том и	1	10
312	сами по	1	10
313	именно на	2	10
314	данном случае	3	10
315	в их	2	10
316	что ни	1	10
317	в одной	3	10
318	от него	3	10
319	противоречие с	4	10
320	отличается от	1	10
321	в данном	3	10
322	должно быть	2	10
323	в состоянии	3	10
324	по мнению	6	10
325	и у	3	10
326	но как	3	10
327	совсем не	1	10
328	и от	6	10
329	представить себе	1	10
330	мы в	1	10
331	не является	1	10
332	тому чтобы	1	10
333	это было	2	10
334	так сказать	3	9
335	в действительности	5	9
336	вопрос о	2	9
337	на него	3	9
338	что даже	2	9
339	внимание на	3	9
340	и говорит	2	9
341	в чем	1	9
342	героя и	5	9
343	и та	1	9
344	в него	2	9
345	с ее	7	9
346	бы не	3	9
347	его и	2	9
348	из его	1	9
349	в отличие	1	9
350	ответ на	1	9
351	в виде	2	9
352	по своему	3	9
353	по его	4	9
354	на его	2	9
355	и по	3	9
356	в самых	1	9
357	тем самым	2	9
358	и ее	3	9
359	о чем	9	9
360	точно так	1	9
361	но все	2	9
362	мысль о	2	9
363	роль в	2	9
364	можно сказать	9	9
365	и другой	1	9
366	с в	1	9
367	то как	1	9
368	к чему	1	9
369	если же	1	9
370	в силу	2	9
371	каждого из	3	9
372	который не	1	9
373	том случае	2	9
374	с совершенно	1	9
375	из двух	1	8
376	со всей	2	8
377	себе и	3	8
378	то чтобы	2	8
379	жизни с	3	8
380	будто бы	6	8
381	в москву	1	8
382	и тот	2	8
383	в общем	1	8
384	и конечно	1	8
385	ни на	2	8
386	при анализе	1	8
387	что же	4	8
388	он в	2	8
389	такое же	1	8
390	о нем	4	8
391	в такой	2	8
392	бы совершенно	1	8
393	и таким	1	8
394	как все	2	8
395	место в	3	8
396	и эта	3	8
397	и составляет	2	8
398	самое важное	1	8
399	с другом	1	8
400	наряду с	4	8
401	согласиться с	3	8
402	гораздо более	1	8
403	по преимуществу	6	8
404	в произведении	1	8
405	друг с	1	8
406	именно потому	1	8
407	этом смысле	1	8
408	в нее	1	8
409	к нему	2	8
410	же самая	1	8
411	в противоречие	2	8
412	из области	1	8
413	и более	2	8
414	относится к	1	8
415	том как	5	8
416	он все	2	8
417	бы и	2	8
418	жизнь и	2	8
419	эти два	1	8
420	в трех	1	8
421	стороны и	1	8
422	еще раз	2	7
423	он видит	1	7
424	мысли и	2	7
425	не как	3	7
426	на которых	1	7
427	и там	1	7
428	от этого	2	7
429	во все	1	7
430	представляет собой	1	7
431	свою очередь	1	7
432	ни одного	1	7
433	она есть	1	7
434	чем это	1	7
435	на том	3	7
436	она в	5	7
437	связи с	4	7
438	в каждом	1	7
439	в поэтической	1	7
440	для чего	1	7
441	в особенности	1	7
442	себе не	1	7
443	есть нечто	1	7
444	они не	2	7
445	который он	1	7
446	в течение	1	7
447	только один	1	7
448	именно то	1	7
449	не существует	1	7
450	действующие лица	2	7
451	того или	4	7
452	случае если	2	7
453	но при	3	7
454	к которой	1	7
455	же в	3	7
456	все что	4	7
457	для всех	1	7
458	к этой	4	7
459	нас в	2	7
460	одно из	4	7
461	нашего исследования	1	7
462	легче всего	1	7
463	когда в	4	7
464	в руках	1	7
465	приходит к	3	7
466	в глаза	1	7
467	в нашем	2	7
468	от себя	3	7
469	о ней	1	7
470	время в	1	7
471	в качестве	13	7
472	к жизни	6	7
473	лежит в	1	7
474	видит в	3	7
475	на другой	1	7
476	бы его	1	7
477	с которым	1	7
478	же мы	1	7
479	а как	2	7
480	взгляд на	1	7
481	за ним	3	7
482	себя и	4	7
483	признать что	2	7
484	это то	1	7
485	ее с	1	7
486	времени и	2	7
487	ее не	1	7
488	же после	1	7
489	различие между	1	7
490	в полном	2	7
491	и которая	1	7
492	дело в	2	7
493	на тему	1	7
494	слова в	2	7
495	смысл этого	1	6
496	даже в	4	6
497	более или	1	6
498	все дело	1	6
499	он был	1	6
500	только как	1	6
501	людей и	1	6
502	первый раз	2	6
503	рядом с	5	6
504	того и	1	6
505	в сторону	2	6
506	в русской	4	6
507	не могла	4	6
508	обратимся к	2	6
509	образом в	1	6
510	всех этих	1	6
511	смысле слова	1	6
512	говорит нам	1	6
513	в отношении	1	6
514	к его	1	6
515	приводит к	5	6
516	да и	5	6
517	он же	1	6
518	у меня	1	6
519	для нее	6	6
520	каждый из	1	6
521	на две	1	6
522	ее на	3	6
523	нуждается в	2	6
524	у всех	3	6
525	на нее	1	6
526	один и	2	6
527	и без	1	6
528	не все	2	6
529	и другого	1	6
530	мы узнаем	5	6
531	к ней	2	6
532	этот рассказ	1	6
533	слова и	1	6
534	событий и	1	6
535	еще более	1	6
536	остановиться на	1	6
537	нами в	1	6
538	из нее	1	6
539	иначе как	1	6
540	в музыке	1	6
541	имеет в	1	6
542	басни крылова	1	6
543	говорить о	4	6
544	или менее	1	6
545	есть по	1	6
546	она как	2	6
547	тем не	7	6
548	х годов	1	6
549	которое она	1	6
550	что за	1	6
551	в себя	3	6
552	а только	4	6
553	не дает	1	6
554	уже не	12	6
555	о его	2	6
556	или иного	4	6
557	независимо от	1	6
558	его с	1	6
559	и просто	1	6
560	только одно	1	6
561	то и	5	6
562	не потому	1	6
563	заметить что	2	6
564	что я	4	6
565	в плане	1	6
566	жизни но	1	6
567	ничем не	3	6
568	в первый	2	6
569	в новелле	1	6
570	о ее	1	6
571	так в	2	6
572	нисколько не	1	6
573	что касается	1	6
574	отношение к	3	6
575	в душе	6	5
576	действующее лицо	1	5
577	тем как	2	5
578	между ними	2	5
579	ни одна	2	5
580	и сам	3	5
581	и опять	1	5
582	за ней	2	5
583	нас и	1	5
584	в смысле	1	5
585	к которому	1	5
586	но так	1	5
587	бы то	1	5
588	поэзии в	1	5
589	не должна	1	5
590	и кажется	1	5
591	чем в	1	5
592	между собой	1	5
593	в лучшем	1	5
594	эти слова	3	5
595	реакции на	1	5
596	точку зрения	1	5
597	его к	1	5
598	и чем	1	5
599	где мы	1	5
600	если в	4	5
601	своих героев	2	5
602	в другой	2	5
603	вместо того	2	5
604	отношения к	1	5
605	одновременно и	5	5
606	у читателя	1	5
607	том смысле	1	5
608	в словах	1	5
609	для читателя	1	5
610	на вопрос	2	5
611	быть не	1	5
612	и теперь	1	5
613	и наоборот	1	5
614	нет и	2	5
615	она может	2	5
616	этими словами	2	5
617	то или	1	5
618	одна и	1	5
619	и всегда	1	5
620	которых он	1	5
621	таком случае	1	5
622	все равно	2	5
623	однако не	1	5
624	нас к	2	5
625	на одном	2	5
626	в каждой	2	5
627	к одному	1	5
628	его словам	1	5
629	мысли в	2	5
630	но она	1	5
631	учения о	1	5
632	не следует	2	5
633	человека и	4	5
634	по выражению	3	5
635	не вызывает	2	5
636	только для	4	5
637	но они	1	5
638	не мог	1	5
639	то в	6	5
640	и было	2	5
641	но еще	3	5
642	хотя и	3	5
643	и за	1	5
644	наше внимание	3	5
645	не знает	2	5
646	и она	2	5
647	в других	4	5
648	это делает	1	5
649	в один	1	5
650	себя в	11	5
651	факта что	1	5
652	представляют собой	2	5
653	вот как	1	5
654	однако он	1	5
655	в романе	1	5
656	она и	1	5
657	в известном	1	5
658	еще и	2	5
659	не имеют	3	5
660	разговор о	2	5
661	и тогда	2	5
662	слов и	1	5
663	в творчестве	4	5
664	принадлежит к	2	5
665	том же	1	5
666	только о	2	5
667	из этой	1	5
668	все они	2	5
669	легко заметить	2	5
670	это означает	1	5
671	а то	2	5
672	это очень	1	5
673	можно показать	1	5
674	человеком и	1	5
675	произведения с	2	5
676	человека в	10	5
677	то чего	2	5
678	его не	1	5
679	или не	3	5
680	дело не	2	5
681	одного из	1	5
682	все более	1	5
683	художественного построения	3	5
684	а я	1	5
685	с уверенностью	1	4
686	уже говорили	1	4
687	характер и	3	4
688	его от	1	4
689	из ее	1	4
690	с собой	2	4
691	смысл в	1	4
692	в речи	2	4
693	из всего	1	4
694	к другим	1	4
695	и смерти	4	4
696	нам в	1	4
697	человека не	3	4
698	из себя	1	4
699	это же	1	4
700	с самой	1	4
701	а между	4	4
702	для своей	1	4
703	показать насколько	1	4
704	находится в	1	4
705	чувства в	2	4
706	то о	2	4
707	потому не	1	4
708	для своего	2	4
709	рассказа как	2	4
710	но для	1	4
711	не остается	1	4
712	человек и	1	4
713	в связи	3	4
714	одном из	1	4
715	это на	1	4
716	понятий и	1	4
717	если оно	1	4
718	и хотя	1	4
719	верно и	1	4
720	или иное	1	4
721	природы и	1	4
722	этой фразы	1	4
723	с с	4	4
724	рассказ в	1	4
725	любви и	3	4
726	к сожалению	1	4
727	в корне	1	4
728	с он	1	4
729	от своего	2	4
730	его жизнь	2	4
731	можно назвать	2	4
732	из нас	5	4
733	к другому	5	4
734	автор не	1	4
735	он мог	1	4
736	то все	1	4
737	художественного впечатления	1	4
738	отношении к	1	4
739	в приложении	1	4
740	что когда	2	4
741	как например	2	4
742	отступает от	1	4
743	одной из	5	4
744	в глазах	11	4
