N	3gram	Bakhtin_Pr	OGranits
1	с точки зрения	21	5
2	не может быть	8	4
3	вполне понятно что	2	3
4	по отношению к	12	3
5	есть прежде всего	1	3
6	в том что	6	2
7	того или иного	1	2
8	не только его	1	2
9	в зависимости от	5	2
10	представим себе что	1	2
11	и наконец в	2	2
12	в данном случае	2	2
13	в самом деле	6	2
14	с одной стороны	1	2
15	с другой стороны	6	2
16	с самого начала	1	2
17	не создает еще	1	1
18	является таким образом	1	1
19	в узком смысле	2	1
20	не было бы	1	1
21	него не может	1	1
22	на самом деле	4	1
23	собственном смысле слова	1	1
24	художественного произведения и	1	1
25	каждый элемент его	1	1
26	все то что	3	1
27	между собою и	1	1
28	лишь с точки	1	1
29	иметь в виду	1	1
30	слово но при	1	1
31	точки зрения своего	2	1
32	но в то	7	1
33	человека и его	2	1
34	отношение к слову	1	1
35	между тем как	5	1
36	подобно тому как	3	1
37	ничего общего не	1	1
38	по себе а	1	1
39	в выборе и	1	1
40	во все уголки	1	1
41	так же как	1	1
42	только в категории	1	1
43	неизбежно превращается в	1	1
44	мы должны перейти	1	1
45	тех или иных	1	1
46	на то что	2	1
47	для того чтобы	1	1
48	смысле слова и	1	1
49	в пределах того	2	1
50	в данную эпоху	1	1
51	может быть это	1	1
52	в каждом отдельном	1	1
53	и никогда не	1	1
54	он и не	1	1
55	и превращается в	1	1
56	но тем не	1	1
57	мы полагаем что	1	1
58	а не как	5	1
59	там где она	1	1
60	данной социальной группы	1	1
61	тому что он	1	1
62	одна из существеннейших	1	1
63	выйти за пределы	1	1
64	в собственном смысле	1	1
65	в целом произведения	1	1
66	играет громадную роль	1	1
67	от него не	1	1
68	в другом месте	1	1
69	в отличие от	4	1
70	выходит за пределы	1	1
71	социальных оценок в	1	1
72	этой точки зрения	2	1
73	нужно сказать что	1	1
74	как и в	3	1
75	в связи с	1	1
76	то же самое	1	1
77	не входит в	4	1
78	то что в	1	1
79	а вовсе не	2	1
80	ни один элемент	2	1
81	входит в замысел	2	1
82	к тому что	1	1
83	сюда относятся все	1	1
84	та или иная	1	1
85	все же остается	1	1
86	тем не менее	2	1
87	только то что	2	1
88	в каждом слове	1	1
89	как объективный факт	1	1
90	его можно лишь	1	1
91	в этом отношении	3	1
92	же самое слово	1	1
93	и в их	1	1
94	как в музыке	2	1
95	мы чувствуем что	1	1
96	точки зрения и	1	1
97	то же время	13	1
98	общего не имеет	1	1
99	себя как свой	1	1
100	проблем связанных с	1	1
101	более или менее	4	1
102	в то же	13	1
103	само по себе	4	1
104	прежде всего в	1	1
105	в виду что	1	1
106	почти никогда не	1	1
107	и следовательно в	1	1
108	в каждом элементе	1	1
109	его и не	1	1
110	совершенно справедливо отмечает	1	1
111	здесь мы должны	1	1
112	не мог бы	1	1
113	можно было бы	3	1
114	но что же	1	1
115	в себя как	2	1
116	в сознании и	1	1
117	и не может	6	1
118	нам кажется что	3	1
119	тот же самый	1	1
120	ну что же	2	1
121	может быть и	2	1
