N	4gram	Tiupa_Anal	Myshleni
1	заключается в том что	1	43
2	одного и того же	4	17
3	состоит в том что	1	17
4	одной и той же	2	15
5	один и тот же	1	12
6	в такой же мере	1	10
7	в том что он	2	8
8	не что иное как	1	6
9	все что мы знаем	1	5
10	приходит к выводу что	1	5
11	что мы знаем о	1	4
12	в тех случаях когда	1	4
13	одни и те же	1	4
14	в том что мы	1	4
15	есть не что иное	1	4
16	дело в том что	3	3
17	уже по одному этому	1	3
18	в то же время	7	2
19	том что он не	1	2
20	той или иной мере	1	2
21	в той или иной	2	2
22	не мог бы стать	1	2
23	как это имеет место	1	2
24	как если бы он	1	2
25	мы имеем дело с	1	2
26	прибавим к этому что	1	1
27	раскрытия смысла названия гоголевской	1	1
28	в пределах одного и	1	1
29	и в том что	1	1
30	в отличие от ряда	1	1
31	заключен в тесные рамки	1	1
32	смысловое содержание целого произведения	1	1
33	поэмы потребовалось бы развернуть	1	1
34	с той или иной	2	1
35	во всяком случае не	1	1
36	развернуть ее до полного	1	1
37	состоит не столько в	1	1
38	как раз в том	1	1
39	содержится смысловое содержание целого	1	1
40	состоит как раз в	1	1
41	до полного текста мертвых	1	1
42	вступает в противоречие с	1	1
43	гоголевской поэмы потребовалось бы	1	1
44	для полного раскрытия смысла	1	1
45	ее до полного текста	1	1
46	смысла названия гоголевской поэмы	1	1
47	мы видим что в	1	1
48	это имеет место в	1	1
49	многообразный смысл этой поэмы	1	1
50	можно сказать что они	1	1
51	раз в том что	1	1
52	совпадают с теми же	1	1
53	дальнейшем мы будем иметь	1	1
54	названия гоголевской поэмы потребовалось	1	1
55	и то что с	1	1
56	то же время в	2	1
57	быть заключен в тесные	1	1
58	с одной стороны с	1	1
59	они не могут иметь	1	1
60	потребовалось бы развернуть ее	1	1
61	что в отличие от	1	1
62	в дальнейшем мы будем	1	1
63	смысл этой поэмы может	1	1
64	не говоря уже о	1	1
65	бы развернуть ее до	1	1
66	представляет собой один из	1	1
67	тесные рамки двух слов	1	1
68	полного текста мертвых душ	1	1
69	этой поэмы может быть	1	1
70	в тесные рамки двух	1	1
71	все это остается вне	1	1
72	пределах одного и того	1	1
73	состоит в том чтобы	1	1
74	состояла в том чтобы	1	1
75	который в свою очередь	2	1
76	здесь и теперь в	1	1
77	поэмы может быть заключен	1	1
78	а с другой с	1	1
79	на одни и те	1	1
80	может быть заключен в	1	1
81	но с другой стороны	1	1
82	текста мертвых душ но	1	1
83	в качестве одного из	1	1
84	одних и тех же	2	1
85	тезиса о том что	1	1
86	тем не менее не	1	1
87	исходит из того что	1	1
88	весь многообразный смысл этой	1	1
89	полного раскрытия смысла названия	1	1
90	а по своей природе	1	1
91	реально содержится смысловое содержание	1	1
