N	3gram	Trubetskoy	EvropaiE
1	с точки зрения	6	16
2	в то же	2	15
3	то же время	2	14
4	и в то	1	8
5	с одной стороны	7	8
6	в том что	3	6
7	так же как	3	5
8	этой точки зрения	2	5
9	для того чтобы	5	5
10	с этой точки	2	5
11	той или иной	2	4
12	то ни было	2	4
13	бы то ни	2	4
14	и в этом	2	4
15	друг с другом	5	3
16	заключает в себе	2	3
17	во всяком случае	6	3
18	можно сказать что	2	3
19	в этом отношении	2	3
20	так и в	1	2
21	народов земного шара	1	2
22	в одном из	1	2
23	сказать что в	1	2
24	по своему характеру	1	2
25	но в то	1	2
26	и только в	1	2
27	не может быть	1	2
28	на то что	2	2
29	в данном случае	1	2
30	по сравнению с	2	2
31	в свою очередь	1	2
32	с другой стороны	1	2
33	с течением времени	3	2
34	мы видели что	1	1
35	тем с точки	1	1
36	поворот к востоку	1	1
37	нельзя сказать чтобы	1	1
38	в этот период	1	1
39	именно потому что	1	1
40	есть ли это	1	1
41	чуть ли не	1	1
42	в эту эпоху	1	1
43	на одну доску	1	1
44	смысле этого слова	1	1
45	русской жизни и	1	1
46	но если в	1	1
47	речь идет о	1	1
48	то или иное	2	1
49	в значительной мере	2	1
50	том числе и	4	1
51	являются не только	1	1
52	и связанного с	1	1
53	и далее в	1	1
54	поскольку они являются	1	1
55	в соответствии с	1	1
56	что в таком	1	1
57	в отличие от	1	1
58	что начиная с	1	1
59	в процессе исторической	1	1
60	до настоящего времени	1	1
61	в себе не	1	1
62	которые по своему	1	1
63	и того же	1	1
64	один и тот	1	1
65	не более как	1	1
66	не может не	1	1
67	с тем что	1	1
68	в силу этого	1	1
69	в смысле завершения	1	1
70	в связи с	3	1
71	и тот же	1	1
72	в этом процессе	1	1
73	в том числе	5	1
74	что мы знаем	1	1
75	весьма вероятно что	1	1
76	несмотря на его	1	1
77	что в области	1	1
78	в отношении их	1	1
79	процессе исторической эволюции	1	1
80	в то время	1	1
81	только тогда когда	1	1
82	что в этом	1	1
83	более или менее	5	1
84	на этот раз	1	1
85	между тем с	1	1
86	хотя бы с	1	1
87	но и для	2	1
88	и для того	2	1
89	более низкую чем	1	1
90	что в течение	1	1
91	к тому же	4	1
92	одного и того	1	1
93	как бы то	2	1
94	может быть и	2	1
95	друг к другу	1	1
