N	4gram	Bakhtin_Fr	Analitik
1	в то же время	5	14
2	в той или иной	5	5
3	и не может быть	2	4
4	в том что он	1	4
5	дело в том что	2	3
6	одной и той же	1	3
7	включает в себя момент	1	2
8	в тех случаях когда	1	2
9	карнавал переживаемый в одиночку	1	2
10	нет и не может	1	2
11	то же время в	1	2
12	но в то же	2	2
13	к тому же в	1	2
14	одна и та же	1	1
15	и в том что	2	1
16	смерть здесь входит в	1	1
17	мы имеем в виду	1	1
18	он так и не	1	1
19	единственности непререкаемости и незыблемости	1	1
20	во всяком случае не	1	1
21	по отношению к миру	1	1
22	той или иной форме	4	1
23	это по преимуществу ночной	1	1
24	так как если бы	1	1
25	ее постоянного обновления и	1	1
26	не может быть ничего	1	1
27	в большей или меньшей	7	1
28	миропорядка другого строя жизни	1	1
29	большей или меньшей степени	7	1
30	мы уже говорили о	1	1
31	выходит далеко за пределы	1	1
32	за пределы кажущейся ложной	1	1
33	в целое жизни как	1	1
34	пределы кажущейся ложной единственности	1	1
35	на самом же деле	3	1
36	арлекин или защита гротескно-комического	1	1
37	как бы карнавал переживаемый	1	1
38	на тех же основаниях	1	1
39	лишь в тех случаях	1	1
40	но дело в том	1	1
41	необходимый момент как условие	1	1
42	как ее необходимый момент	1	1
43	в одиночку с острым	1	1
44	в том числе и	7	1
45	выводит за пределы кажущейся	1	1
46	входит в целое жизни	1	1
47	вольный фамильярный контакт между	1	1
48	или во всяком случае	1	1
49	породившим ее карнавальным лоном	1	1
50	бы карнавал переживаемый в	1	1
51	ее необходимый момент как	1	1
52	мы встречаемся с ним	1	1
53	с породившим ее карнавальным	1	1
54	в этом отношении он	1	1
55	контакт между всеми людьми	1	1
56	условие ее постоянного обновления	1	1
57	постоянного обновления и омоложения	1	1
58	связь с породившим ее	1	1
59	момент как условие ее	1	1
60	другого миропорядка другого строя	1	1
61	фамильярный контакт между всеми	1	1
62	ни на что не	2	1
63	непререкаемости и незыблемости существующего	1	1
64	тех же основаниях как	1	1
65	целое жизни как ее	1	1
66	ложной единственности непререкаемости и	1	1
67	переживаемый в одиночку с	1	1
68	кажущейся ложной единственности непререкаемости	1	1
69	и незыблемости существующего мира	1	1
70	здесь входит в целое	1	1
71	как условие ее постоянного	1	1
72	жизни как ее необходимый	1	1
