N	3gram	Vygotskiy_	TeoriaLi
1	в том что	20	10
2	в отличие от	1	7
3	того или иного	2	6
4	в конечном счете	1	6
5	с другой стороны	5	6
6	более или менее	1	6
7	состоит в том	2	6
8	не может быть	3	5
9	для того чтобы	17	5
10	так или иначе	1	5
11	в данном случае	5	5
12	одного и того	1	4
13	и того же	1	4
14	в свою очередь	3	3
15	с точки зрения	11	3
16	имеем в виду	2	3
17	в виду не	1	3
18	можно сказать что	1	3
19	в своем составе	1	3
20	подобно тому как	1	3
21	мы имеем в	1	3
22	несет в себе	3	3
23	с одной стороны	6	3
24	в противном случае	1	2
25	этой точки зрения	2	2
26	и в самом	15	2
27	с этой точки	2	2
28	как и в	1	2
29	в самом деле	29	2
30	в русской поэзии	2	2
31	и то же	3	2
32	в таком случае	1	2
33	одно и то	3	2
34	и тем самым	1	2
35	а с другой	1	2
36	том что он	3	2
37	не только не	3	2
38	не в самом	1	2
39	к тому что	5	2
40	в основе своей	1	2
41	может быть названо	1	2
42	может быть и	1	2
43	не могли бы	1	1
44	что он не	4	1
45	с собою в	1	1
46	может и не	1	1
47	это имеет место	2	1
48	в художественном произведении	1	1
49	в евгении онегине	2	1
50	мере в какой	1	1
51	при этом становится	1	1
52	в том и	2	1
53	том случае если	4	1
54	не что иное	1	1
55	в одном и	1	1
56	отношение к своему	1	1
57	все то что	13	1
58	то есть в	1	1
59	если бы для	1	1
60	или менее определенным	1	1
61	никак не может	3	1
62	больше и больше	2	1
63	в противоречие с	2	1
64	мы видим в	2	1
65	заключается в том	10	1
66	в себя и	1	1
67	о том что	8	1
68	то или иное	1	1
69	на второй план	1	1
70	есть как бы	1	1
71	заключает в себе	1	1
72	дело не в	1	1
73	она могла бы	1	1
74	как бы в	1	1
75	в целом ряде	1	1
76	то есть как	1	1
77	таком случае это	1	1
78	как один из	1	1
79	что одна из	2	1
80	это и есть	2	1
81	произведения искусства она	1	1
82	мы в итоге	1	1
83	тем и другим	1	1
84	который может быть	1	1
85	не совпадает с	2	1
86	здесь мы имеем	1	1
87	и как бы	2	1
88	о мире и	1	1
89	том что она	3	1
90	быть определена как	1	1
91	по поводу этой	1	1
92	начала и конца	1	1
93	речь идет не	1	1
94	со всех сторон	1	1
95	несмотря на свою	2	1
96	если бы рассказ	1	1
97	в том случае	4	1
98	то что может	1	1
99	и не могла	1	1
100	и в частности	1	1
101	а между тем	1	1
102	и здесь мы	1	1
103	в первом случае	1	1
104	в то время	4	1
105	что автор должен	1	1
106	ее никто не	1	1
107	таким образом что	2	1
108	речь идет о	5	1
109	в лучшем случае	2	1
110	как это имеет	1	1
111	как раз в	3	1
112	в зависимости от	1	1
113	из того что	1	1
114	точно так же	3	1
115	так же как	2	1
116	может быть определена	1	1
117	в том или	1	1
118	в этом случае	1	1
119	и прежде но	1	1
120	ни от кого	1	1
121	а в том	1	1
122	к тому же	2	1
123	не менее важным	1	1
124	так же точно	4	1
125	том что в	1	1
126	жизни а не	1	1
127	в русском языке	1	1
128	заключать в себе	1	1
129	оно состоит в	1	1
130	имеет место в	2	1
131	каждой из них	1	1
132	на первый взгляд	1	1
133	то же самое	12	1
134	при этом как	1	1
135	и в сущности	2	1
136	между тем в	2	1
137	том или ином	1	1
138	что иное как	1	1
139	только то что	3	1
140	как это делает	1	1
141	а не только	1	1
142	таким образом и	1	1
143	не более чем	1	1
144	автора и читателя	1	1
145	что несмотря на	1	1
146	на две части	1	1
147	это было бы	2	1
