N	3gram	Vygotskiy_	Stilisti
1	для того чтобы	14	7
2	в зависимости от	6	7
3	того или иного	2	5
4	с точки зрения	11	5
5	одно и то	6	5
6	мы никогда не	3	5
7	и т.д и	1	5
8	и то же	6	5
9	в свою очередь	3	4
10	той или иной	2	4
11	заключает в себе	3	4
12	ту или иную	1	4
13	и той же	5	4
14	одной и той	5	4
15	с самого начала	6	4
16	то же самое	9	4
17	то что мы	2	4
18	что мы называем	1	3
19	но и в	1	3
20	как мы уже	3	3
21	в конце концов	1	3
22	как мы видели	4	3
23	тех или иных	1	3
24	не только в	1	3
25	и тем самым	3	3
26	в этом случае	4	3
27	но все же	1	3
28	как бы в	1	3
29	мы видели что	4	2
30	все больше и	1	2
31	в самом деле	4	2
32	есть не что	1	2
33	приходится иметь дело	1	2
34	в так называемой	1	2
35	вместе с тем	11	2
36	и том же	2	2
37	и тем же	4	2
38	и содержание и	1	2
39	и те же	3	2
40	мы видим что	2	2
41	не может быть	5	2
42	больше и больше	1	2
43	по отношению к	3	2
44	и ту же	1	2
45	внутренней речи и	2	2
46	о том что	3	2
47	одни и те	3	2
48	в действительной жизни	1	2
49	мы увидим что	1	2
50	можно сказать что	1	2
51	и как бы	2	2
52	мы будем говорить	1	2
53	связи с этим	2	2
54	то же слово	3	2
55	одном и том	2	2
56	не что иное	2	2
57	содержание и форму	1	2
58	смысле этого слова	10	2
59	что перед нами	3	2
60	с тем и	4	2
61	мы не знаем	2	2
62	только потому что	2	2
63	возникновения и развития	2	2
64	как мы увидим	2	2
65	и в основе	1	2
66	в связи с	8	2
67	к тому что	1	2
68	что иное как	2	2
69	и т.п но	1	2
70	в этом отношении	9	2
71	одну и ту	1	2
72	и не только	1	2
73	в значительной степени	1	2
74	тот или иной	1	2
75	никогда не сможем	1	1
76	в глаза и	1	1
77	с нашей точки	2	1
78	в том что	41	1
79	в человеческом обществе	1	1
80	и характер его	1	1
81	до того как	1	1
82	благодаря тому что	1	1
83	собственном смысле слова	3	1
84	в дальнейшем мы	1	1
85	которые являются как	1	1
86	что мы не	2	1
87	первое что мы	1	1
88	в этой стадии	2	1
89	в ход этот	1	1
90	в другой ситуации	1	1
91	о которой мы	1	1
92	мы наблюдаем в	1	1
93	в конечном счете	1	1
94	являются как бы	2	1
95	все же и	1	1
96	или иными предметами	1	1
97	распадаются на две	1	1
98	решающую роль в	2	1
99	к тому как	1	1
100	является необходимым условием	2	1
101	но все эти	1	1
102	и речевое общение	1	1
103	к одному и	5	1
104	остается тем же	1	1
105	уже содержит в	1	1
106	одних и тех	1	1
107	в силу которого	1	1
108	и тому же	5	1
109	мы можем подвести	1	1
110	мы увидим ниже	1	1
111	мы прибегли к	1	1
112	в наших глазах	1	1
113	одним из главнейших	1	1
114	речь может быть	1	1
115	ни в какой	5	1
116	ни на один	1	1
117	подвести некоторые итоги	1	1
118	и в отношении	3	1
119	в другом месте	3	1
120	в собственном смысле	12	1
121	что мы в	1	1
122	в гораздо большей	1	1
123	об одном и	1	1
124	ключ к пониманию	2	1
125	хотя бы и	2	1
126	речи мы можем	1	1
127	в себе и	2	1
128	если мы возьмем	1	1
129	как и в	3	1
130	является одной из	1	1
131	тот факт что	7	1
132	в их глазах	1	1
133	и во всех	1	1
134	тем не менее	6	1
135	в процессе развития	2	1
136	вместе с развитием	1	1
137	не является ни	1	1
138	только в том	4	1
139	в своем развитии	3	1
140	можем подвести некоторые	1	1
141	говорит один из	1	1
142	может быть так	1	1
143	и тех же	1	1
144	с целым рядом	1	1
145	тот же самый	1	1
146	при этом не	1	1
147	более или менее	3	1
148	по сравнению с	4	1
149	независимо от того	3	1
150	дальнейшем мы будем	1	1
151	связанных между собой	1	1
152	и как в	1	1
153	но даже и	1	1
154	на этот вопрос	2	1
155	и та же	1	1
156	этот вопрос в	1	1
157	а не наоборот	1	1
158	на один из	1	1
159	находит свое отражение	1	1
160	одного и того	5	1
161	их точки зрения	1	1
162	в процессе образования	7	1
163	и тем что	1	1
164	этого может быть	1	1
165	как это ни	1	1
166	вновь и вновь	1	1
167	до сих пор	3	1
168	что слово в	1	1
169	этого слова мы	2	1
170	с помощью которого	5	1
171	не совпадает со	1	1
172	до какой степени	3	1
173	и здесь мы	1	1
174	одним и тем	4	1
175	играет решающую роль	2	1
176	двух точек зрения	1	1
177	внутренней речи в	2	1
178	не мешает нам	1	1
179	содержит в себе	2	1
180	которые ближе всего	1	1
181	тогда когда мы	1	1
182	что было бы	1	1
183	и в развитии	2	1
184	к одной и	2	1
185	само по себе	3	1
186	один из этих	3	1
187	между этими двумя	1	1
188	итак мы видим	1	1
189	этом не только	1	1
190	тому или иному	4	1
191	что оно является	1	1
192	в которой оно	1	1
193	к которому мы	1	1
194	помощью которого он	1	1
195	существенно отличаются от	1	1
196	является не просто	2	1
197	одному и тому	5	1
198	нашей точки зрения	2	1
199	по себе не	1	1
200	мы должны будем	1	1
201	и как мы	2	1
202	не только на	1	1
203	не только не	1	1
204	и того же	5	1
205	и т.д в	1	1
206	и не могут	1	1
207	в своей жизни	1	1
208	мы можем проследить	1	1
209	с их точки	1	1
210	в высшей степени	11	1
211	этом мы будем	1	1
212	что у них	1	1
213	одна и та	1	1
214	но главным образом	1	1
215	мы говорили выше	2	1
216	и все же	1	1
217	мы увидим дальше	1	1
218	все же должно	1	1
219	та или иная	3	1
220	что же представляет	1	1
221	поэтому было бы	1	1
222	к утверждению что	1	1
223	с другой стороны	5	1
224	которые являются для	1	1
225	из которых каждая	2	1
226	форма внутренней речи	1	1
227	же представляет собой	1	1
228	точки зрения и	1	1
229	но как только	1	1
230	определенное значение он	1	1
231	в первой стадии	1	1
232	так как в	2	1
233	можно было бы	8	1
234	мы не можем	2	1
235	в последнем счете	1	1
236	теми или иными	2	1
237	и в этом	2	1
238	лежит в основе	3	1
239	отнюдь не является	1	1
