N	4gram	Medvedev_V	Myshleni
1	в то время как	1	20
2	с этой точки зрения	1	16
3	так же как и	1	16
4	одно и то же	1	12
5	в том числе и	2	10
6	с одной стороны и	2	10
7	но вместе с тем	1	9
8	только в том что	1	8
9	не удивительно поэтому что	1	7
10	одном и том же	2	6
11	и вместе с тем	1	5
12	ответ на этот вопрос	1	5
13	в том смысле что	1	5
14	в этом и заключается	2	5
15	приводит к тому что	2	5
16	одну и ту же	1	4
17	ни в какой мере	1	3
18	в том что оно	1	3
19	в какой мере не	1	3
20	не чем иным как	1	3
21	об одном и том	1	3
22	главным образом потому что	1	2
23	уже по одному тому	2	2
24	в то же время	5	2
25	нет и не может	1	2
26	той или иной мере	1	2
27	по одному тому что	2	2
28	в той или иной	1	2
29	в том случае если	1	2
30	и не может быть	2	2
31	как если бы он	1	2
32	после всего сказанного выше	1	2
33	мы имеем дело с	1	2
34	и по отношению к	1	2
35	для того чтобы понять	1	2
36	если можно так выразиться	1	2
37	сказаться душой было можно	1	1
38	никогда не может быть	1	1
39	есть одно и то	1	1
40	в том отношении что	2	1
41	в чем же заключается	1	1
42	имеет свою внутреннюю логику	1	1
43	высказывается по этому поводу	1	1
44	бы и не быть	1	1
45	прежде всего следует отметить	1	1
46	уже сама по себе	1	1
47	с другой стороны в	1	1
48	между этими двумя полюсами	1	1
49	что для того чтобы	1	1
50	в этой области не	1	1
51	всей ее полноте нам	1	1
52	и лежит в основе	1	1
53	с теми или иными	1	1
54	как это мы наблюдаем	1	1
55	могло бы и не	1	1
56	это и есть то	1	1
57	в этом отношении может	1	1
58	говорят об одном и	1	1
59	которая не может быть	1	1
60	в одном и том	1	1
61	в целом но и	1	1
62	от того что мы	1	1
63	то что должно быть	1	1
64	если б без слова	1	1
65	о если б без	1	1
66	отлета фантазии от жизни	1	1
67	с другой стороны он	1	1
68	прямо и непосредственно как	1	1
69	те из них которые	2	1
70	один из них не	1	1
71	которая уже сама по	1	1
72	не значит что он	1	1
73	и в то же	3	1
74	без слова сказаться душой	1	1
75	б без слова сказаться	1	1
76	в каждой из этих	1	1
77	и в зависимости от	1	1
78	в силу чего он	1	1
79	не говоря уже о	1	1
80	вот это представление что	1	1
81	ни один из них	1	1
82	во всей ее полноте	1	1
83	думается что все эти	1	1
84	и в конечном счете	1	1
85	свести к двум основным	1	1
86	но с другой стороны	1	1
87	но то же самое	1	1
88	вот что говорит он	1	1
89	слова сказаться душой было	1	1
90	явлений и процессов в	1	1
91	сама по себе в	1	1
92	же как и все	1	1
93	проявляется не только в	1	1
94	по отношению к этим	1	1
95	в светлое поле сознания	1	1
96	и в результате этого	1	1
97	что мы имеем дело	1	1
