N	3gram	Propp_Russ	Komedia
1	в том что	27	29
2	о том что	6	13
3	и т п	1	11
4	для того чтобы	6	11
5	в то время	3	11
6	в свою очередь	2	10
7	по отношению к	1	9
8	вместе с тем	10	9
9	с одной стороны	1	9
10	то время как	1	9
11	обращает на себя	1	7
12	на себя внимание	2	7
13	в первую очередь	1	7
14	во всяком случае	1	7
15	в отличие от	4	6
16	в связи с	4	6
17	с точки зрения	3	6
18	после того как	3	6
19	к этому времени	2	5
20	и т д	12	5
21	судя по всему	1	5
22	в этом отношении	1	5
23	тем не менее	3	5
24	в одном из	1	4
25	т е в	6	4
26	к тому что	4	4
27	но все же	2	4
28	в это время	3	4
29	так как он	1	4
30	независимо от того	1	4
31	в первой половине	1	4
32	можно было бы	2	4
33	во второй половине	1	4
34	что и в	1	4
35	мы можем судить	1	4
36	по своему происхождению	2	3
37	в том же	1	3
38	более или менее	1	3
39	друг с другом	1	3
40	хотя и не	1	3
41	о том чтобы	1	3
42	на то что	2	3
43	но и в	1	3
44	в этой связи	1	3
45	ироническое отношение к	1	3
46	таким образом в	1	3
47	состоит в том	16	3
48	наряду с этим	1	3
49	по меньшей мере	1	3
50	сделать вывод что	1	3
51	ни одно из	2	3
52	до того как	2	2
53	а может быть	1	2
54	как будто бы	1	2
55	в большинстве случаев	2	2
56	все что она	1	2
57	у нас в	1	2
58	т е из	1	2
59	как видно из	1	2
60	потому что в	1	2
61	как и в	1	2
62	или может быть	1	2
63	точно так же	1	2
64	и таким образом	1	2
65	том что в	7	2
66	место во время	1	2
67	из всего этого	1	2
68	к себе в	1	2
69	для этой цели	2	2
70	и в том	2	2
71	в тех случаях	2	2
72	нельзя отрицать что	1	2
73	как мы знаем	1	2
74	и в дальнейшем	1	2
75	можно сделать вывод	1	2
76	не означает что	1	2
77	подобно тому как	3	2
78	так же как	5	2
79	можно судить по	1	2
80	только потому что	1	2
81	не только в	1	2
82	в этом случае	9	2
83	как мы видели	1	2
84	тех случаях когда	2	2
85	тем более что	1	2
86	ни в одном	1	2
87	в этой же	1	2
88	по его мнению	1	2
89	одна из них	1	2
90	к этому же	3	2
91	потому что по	1	2
92	о том где	1	1
93	но в этот	1	1
94	время от времени	1	1
95	приводит к выводу	1	1
96	имеет ничего общего	1	1
97	за ним следует	1	1
98	о чем говорилось	1	1
99	с тем он	1	1
100	но вместе с	3	1
101	был уверен что	1	1
102	как нет и	1	1
103	с той только	1	1
104	еще до того	1	1
105	в применении к	1	1
106	никак не может	1	1
107	этого слова с	1	1
108	чем говорилось выше	1	1
109	не может быть	1	1
110	их вместе с	1	1
111	что и те	1	1
112	один из них	3	1
113	можно сказать что	1	1
114	той только разницей	1	1
115	это имело место	1	1
116	дошедшим до нас	1	1
117	исконное значение слова	1	1
118	в собственном смысле	1	1
119	в течение всего	1	1
120	в первые годы	1	1
121	слезами на глазах	1	1
122	самое лучшее что	1	1
123	и все это	1	1
