N	4gram	Vygotskiy_	KulturaY
1	и в самом деле	2	10
2	и т п и	1	7
3	до тех пор пока	2	7
4	в то же время	1	6
5	с этой точки зрения	3	5
6	не в том чтобы	1	5
7	состоит в том что	2	4
8	в зависимости от того	3	4
9	я имею в виду	1	4
10	одного и того же	2	4
11	и т д и	1	4
12	т д и т	1	4
13	заключается в том что	6	4
14	и то обстоятельство что	1	3
15	д и т д	1	3
16	а с другой стороны	3	3
17	в силу того что	1	3
18	в том что он	2	3
19	только для того чтобы	1	3
20	что с точки зрения	1	2
21	что в зависимости от	1	2
22	в каждый данный момент	1	2
23	не что иное как	2	2
24	вовсе не в том	1	2
25	одной и той же	4	2
26	в собственном смысле слова	2	2
27	один и тот же	1	2
28	совершенно ясно что в	3	2
29	в том что на	1	2
30	одним и тем же	3	2
31	в том что оно	1	2
32	в конечном счете к	1	2
33	той обстановки в которой	1	1
34	и в том что	1	1
35	мы должны признать что	2	1
36	что это действительно так	1	1
37	потому что они связаны	1	1
38	чтобы ответить на этот	1	1
39	если это так то	1	1
40	не для того чтобы	1	1
41	прежде всего тем что	1	1
42	в каждом данном случае	1	1
43	все дело в том	1	1
44	одно и то же	3	1
45	того что в них	1	1
46	том или ином виде	1	1
47	совершенно прав когда указывает	1	1
48	дело в том что	2	1
49	того чтобы понять что	1	1
50	в том что мы	1	1
51	ответить на этот вопрос	1	1
52	и т д мы	1	1
53	которое на самом деле	1	1
54	в самом деле это	1	1
55	не только в поэзии	1	1
56	о том что он	2	1
57	в то время как	4	1
58	что для того чтобы	2	1
59	есть contradictio in adjecto	1	1
60	в этом отношении и	1	1
61	есть одна из основных	1	1
62	для того чтобы мы	1	1
63	от той или иной	1	1
64	в зависимости от той	1	1
65	можно было бы назвать	1	1
66	сводится к тому что	3	1
67	свидетельствуют о том что	1	1
68	самого по себе и	1	1
69	того чтобы мы могли	1	1
70	в том или ином	1	1
71	несмотря на то что	1	1
72	но все дело в	1	1
73	не то что он	1	1
74	мы примем во внимание	1	1
75	только потому что оно	1	1
76	на самом деле есть	1	1
77	в самом деле как	1	1
78	именно в силу того	1	1
79	бы то ни было	1	1
80	ответ на этот вопрос	2	1
81	по одному тому что	1	1
82	прав когда указывает на	1	1
83	приводит к тому что	1	1
84	состоящий в том что	1	1
85	по этому поводу но	1	1
86	никак не может быть	1	1
87	какой бы то ни	1	1
88	но если это так	1	1
89	в последней части романа	1	1
90	для того чтобы понять	1	1
91	что в самом деле	1	1
