N	4gram	Voloshinov	FransuaR
1	в то же время	1	55
2	но в то же	1	20
3	дело в том что	4	13
4	как мы уже сказали	1	11
5	на самом же деле	1	10
6	мы имеем в виду	1	5
7	с одной стороны и	2	5
8	один и тот же	1	4
9	и не может быть	1	4
10	бы оно ни было	1	3
11	одна и та же	1	2
12	в коем случае нельзя	1	2
13	все более и более	1	2
14	бы то ни было	3	2
15	говорит о том что	1	2
16	до сих пор не	1	2
17	ни в коем случае	1	2
18	не может быть и	2	2
19	и по отношению к	3	2
20	то же время не	1	2
21	одним и тем же	1	2
22	какой бы то ни	1	2
23	так же как и	1	2
24	какая бы то ни	1	1
25	так как если бы	4	1
26	убедиться в этом достаточно	1	1
27	в том что в	1	1
28	и сливается с ним	1	1
29	не может быть ни	1	1
30	в то время как	1	1
31	свое влияние на другие	1	1
32	еще раз подчеркнуть что	1	1
33	одно и то же	2	1
34	как существенный момент в	1	1
35	но несмотря на это	1	1
36	имеет в виду и	1	1
37	в том что все	1	1
38	это один и тот	1	1
39	находит свое выражение в	1	1
40	одной стороны и с	1	1
41	до сих пор мы	1	1
42	нечто само собою разумеющееся	1	1
43	ни в чем не	1	1
44	мы не найдем в	1	1
45	и независимо от него	1	1
46	все эти и подобные	1	1
47	эти и подобные им	2	1
48	подчеркнем еще раз что	1	1
49	в плоть и кровь	1	1
50	по отношению к которому	1	1
51	если мы обратимся к	1	1
52	как нечто само собой	1	1
53	нечто само собой разумеющееся	1	1
54	и тот же акт	1	1
55	в самом деле в	1	1
56	и с другой стороны	1	1
57	сливается с ним в	1	1
58	вошли в плоть и	1	1
59	чтобы убедиться в этом	1	1
