N	3gram	Propp_Isto	slovoVRo
1	и т п	1	72
2	не может быть	5	19
3	с точки зрения	1	15
4	в большинстве случаев	1	11
5	с одной стороны	11	11
6	и т д	25	10
7	более или менее	3	9
8	в этом случае	4	9
9	в зависимости от	3	8
10	во всяком случае	3	8
11	и в особенности	1	7
12	так и в	3	6
13	но все же	3	6
14	с другой стороны	17	6
15	в том что	7	5
16	по отношению к	3	5
17	как мы уже	1	5
18	не только в	9	5
19	одной стороны и	1	4
20	для того чтобы	1	4
21	на первый план	1	4
22	друг с другом	1	4
23	до сих пор	4	4
24	и не может	1	4
25	можно сказать что	1	4
26	у него нет	1	4
27	между этими двумя	1	3
28	в данном случае	7	3
29	по ту сторону	1	3
30	как если бы	1	3
31	в связи с	1	3
32	сама по себе	1	3
33	к тому что	1	3
34	как и в	3	3
35	и не в	1	3
36	со всех сторон	1	3
37	как мы видели	3	3
38	это не значит	1	2
39	уже не в	1	2
40	с этой точки	3	2
41	таким образом на	1	2
42	благоприятную почву для	1	2
43	тем не менее	4	2
44	не в качестве	1	2
45	не только на	1	2
46	даже там где	2	2
47	хотя и не	1	2
48	но и в	4	2
49	о том что	9	2
50	этой точки зрения	3	2
51	во франции в	1	2
52	в то время	4	2
53	мы не можем	2	2
54	можно было бы	3	2
55	в их основе	1	2
56	во всех этих	6	2
57	же как и	1	2
58	в других случаях	1	2
59	мы уже говорили	1	2
60	то время как	4	2
61	мы видели что	4	1
62	мы все же	1	1
63	и сам он	1	1
64	человек и т	1	1
65	или в том	1	1
66	если они не	1	1
67	у него есть	2	1
68	между героем и	2	1
69	что он не	1	1
70	но здесь оно	1	1
71	и там в	1	1
72	мы видим что	4	1
73	дело не только	1	1
74	силы и что	1	1
75	на задний план	1	1
76	только в условиях	1	1
77	случаях бывает очень	1	1
78	т д если	1	1
79	в которой они	1	1
80	здесь перед нами	1	1
81	но и на	2	1
82	в первый раз	1	1
83	влечет за собой	1	1
84	до наших дней	1	1
85	дело не в	3	1
86	обстоит дело с	1	1
87	до xix века	1	1
88	он не может	1	1
89	в сознании людей	1	1
90	вне поля зрения	1	1
91	и даже там	1	1
92	своем месте и	1	1
93	мы еще не	1	1
94	от своего собственного	1	1
95	создает благоприятную почву	1	1
96	а не его	1	1
97	она не может	1	1
98	говорит о том	1	1
99	для наших целей	1	1
100	друг на друга	2	1
101	все новые и	2	1
102	так или иначе	2	1
103	конечно не в	1	1
104	сами по себе	1	1
105	и некоторые другие	1	1
106	в иных случаях	1	1
107	за тридевять земель	8	1
108	как мы видим	1	1
109	то у нас	1	1
110	связанные с этим	1	1
111	другой стороны и	2	1
112	именно так как	1	1
113	если бы мы	1	1
114	каждого из этих	1	1
115	сказать что в	1	1
116	и др все	1	1
117	т д дурак	1	1
118	том что в	2	1
119	что они не	1	1
120	а в том	2	1
121	не могло быть	2	1
122	в этом направлении	1	1
123	то ни было	1	1
124	одна из форм	1	1
125	там где оно	1	1
126	ли он в	1	1
127	и как он	1	1
128	а не в	1	1
129	от него и	1	1
130	не входит в	1	1
131	того что говорят	1	1
132	из самых распространенных	1	1
133	а не с	1	1
134	при этом на	1	1
135	ничего не может	1	1
136	все это не	1	1
137	все дело в	1	1
138	бы то ни	1	1
139	как только он	1	1
140	зависимости от эпохи	1	1
141	для этой цели	1	1
142	но это не	3	1
143	там где он	1	1
144	в которое он	1	1
145	в этих случаях	12	1
146	и вступает в	1	1
147	если он остается	1	1
148	на своем пути	2	1
149	и те же	1	1
150	на то что	1	1
151	и может быть	1	1
152	он не только	1	1
153	как и вся	1	1
154	в том чтобы	2	1
155	можем здесь входить	1	1
156	вместе со своим	1	1
157	отличается от того	1	1
158	а иногда и	1	1
159	не может и	1	1
160	в свое время	1	1
161	мы увидим что	2	1
162	не можем здесь	1	1
163	не может сделать	1	1
164	но все это	1	1
165	в них не	1	1
166	с другом и	1	1
167	так же как	4	1
168	мы имеем в	7	1
169	уже не было	1	1
170	еще далеко не	1	1
171	и наконец если	1	1
172	всех этих случаях	6	1
173	и формы и	1	1
174	том что он	1	1
175	всяком случае не	1	1
176	все этапы этого	1	1
177	на своем месте	1	1
178	иначе обстоит дело	1	1
179	и в каждом	1	1
180	в нем и	1	1
181	в таких случаях	1	1
182	новые и новые	2	1
183	но с другой	1	1
184	лежит в основе	2	1
185	к которой стремится	1	1
