N	4gram	Trubetskoy	Vvedenie
1	в то же время	10	6
2	не трудно видеть что	1	5
3	дело в том что	1	3
4	но в то же	1	3
5	заключается в том что	1	2
6	во всяком случае не	1	2
7	одного и того же	1	2
8	то же время в	1	1
9	это то же самое	1	1
10	и прежде всего в	1	1
11	в данном случае и	1	1
12	при беспристрастном взгляде на	1	1
13	бы то ни было	1	1
14	не могут не быть	1	1
15	себя между прочим и	1	1
16	его можно было бы	1	1
17	говорить о том что	1	1
18	в течение очень долгого	1	1
19	в том виде как	1	1
20	точно так же как	1	1
21	можно было бы обозначить	1	1
22	также и то что	1	1
