N	2gram	Tiupa_Narr	Russkaja
1	не может	10	22
2	и не	20	19
3	в этом	17	17
4	в том	18	17
5	с другом	1	14
6	и в	19	14
7	друг с	1	14
8	то что	11	13
9	таким образом	1	11
10	то же	4	11
11	точки зрения	10	11
12	но и	23	10
13	же время	4	10
14	в то	3	10
15	не только	32	9
16	с точки	2	9
17	том что	14	9
18	может быть	25	9
19	церкви и	1	9
20	в себе	8	9
21	прежде всего	4	8
22	не будет	3	7
23	самом деле	2	7
24	к тому	7	7
25	о том	6	7
26	в данном	5	7
27	и с	4	7
28	отнюдь не	5	7
29	и к	1	6
30	если в	3	6
31	и при	1	6
32	для него	2	6
33	признать что	1	6
34	на самом	1	6
35	если бы	1	6
36	и для	2	6
37	в россии	1	6
38	что он	6	6
39	в своем	2	6
40	до сих	1	5
41	и на	3	5
42	из которых	4	5
43	только в	4	5
44	или иной	5	5
45	по существу	2	5
46	в последние	2	5
47	жизни в	3	5
48	себя и	2	5
49	между собой	2	5
50	последние дни	1	5
51	во всех	1	5
52	сих пор	1	5
53	и только	2	5
54	хотя бы	4	5
55	потому что	1	5
56	в нем	4	5
57	между тем	3	5
58	он не	3	5
59	а в	11	5
60	при этом	9	5
61	было бы	4	5
62	никогда не	3	5
63	что в	3	4
64	бы то	3	4
65	и то	1	4
66	возможно лишь	1	4
67	в его	9	4
68	тому чтобы	1	4
69	не могут	1	4
70	его в	2	4
71	более или	2	4
72	не в	14	4
73	как и	7	4
74	на земле	1	4
75	в мире	9	4
76	все же	7	4
77	приводит к	2	4
78	в их	1	4
79	со стороны	9	4
80	ли это	1	4
81	или менее	2	4
82	то ни	3	4
83	можно было	2	4
84	в совершенно	1	4
85	от того	1	4
86	а лишь	1	4
87	и т.д	7	4
88	как бы	4	4
89	в этой	5	4
90	себя в	5	4
91	жизни и	3	4
92	но не	6	4
93	точку зрения	4	4
94	в другое	1	4
95	в самом	1	3
96	то в	6	3
97	что они	3	3
98	что оно	1	3
99	может не	3	3
100	данном случае	4	3
101	и сейчас	2	3
102	несмотря на	2	3
103	что это	3	3
104	в качестве	21	3
105	что и	1	3
106	сводится к	3	3
107	в будущем	2	3
108	не было	2	3
109	связи с	4	3
110	или в	2	3
111	ни одна	1	3
112	тем что	3	3
113	именно в	6	3
114	в конце	1	3
115	и как	5	3
116	да и	4	3
117	о котором	1	3
118	не есть	3	3
119	в вопросах	1	3
120	культуры в	1	3
121	той или	4	3
122	еще не	7	3
123	и потому	2	3
124	одна из	3	3
125	в значительной	2	3
126	на том	3	3
127	в другом	1	3
128	говорить о	2	3
129	приходит к	2	3
130	от церкви	1	3
131	точке зрения	1	3
132	лишь в	1	3
133	она может	2	3
134	и во	1	3
135	том чтобы	1	3
136	одной из	4	3
137	с нею	1	3
138	что все	1	3
139	он сам	2	3
140	и по	1	3
141	из этих	3	3
142	таким же	1	3
143	из них	3	3
144	того что	2	3
145	не так	1	2
146	от него	1	2
147	зависит от	2	2
148	или нескольких	1	2
149	должна быть	2	2
150	совершенно очевидно	2	2
151	к себе	5	2
152	время в	2	2
153	для себя	1	2
154	и направление	1	2
155	от нас	1	2
156	с ним	1	2
157	для нас	1	2
158	видеть в	1	2
159	одному из	1	2
160	ни в	3	2
161	в результате	2	2
162	там и	1	2
163	у него	4	2
164	по себе	5	2
165	и даже	3	2
166	если не	4	2
167	от друга	1	2
168	не о	3	2
169	а во-вторых	1	2
170	все эти	2	2
171	на себя	3	2
172	том же	1	2
173	в таком	2	2
174	принадлежат к	1	2
175	отношения к	2	2
176	не подлежит	1	2
177	их в	1	2
178	отличается от	4	2
179	так же	2	2
180	друг от	1	2
181	тогда как	12	2
182	если же	1	2
183	уже не	5	2
184	в меру	1	2
185	его и	1	2
186	того или	2	2
187	совершенно не	2	2
188	мы можем	1	2
189	а с	3	2
190	и более	1	2
191	всю свою	1	2
192	в котором	1	2
193	мы уже	1	2
194	она не	2	2
195	при отсутствии	1	2
196	другом и	2	2
197	в ней	3	2
198	и тогда	1	2
199	и тем	4	2
200	быть и	1	2
201	в частности	14	2
202	а не	12	2
203	но она	1	2
204	речь идет	4	2
205	в силу	4	2
206	и является	1	2
207	точно так	2	2
208	не должен	1	2
209	и тот	2	2
210	в начале	1	2
211	по отношению	7	2
212	даже не	3	2
213	тем самым	6	2
214	отметить что	1	2
215	в россию	1	2
216	состоит в	13	2
217	вопросах веры	1	2
218	приводят к	1	2
219	благодаря этому	1	2
220	этом и	1	2
221	в глазах	1	2
222	даже если	1	2
223	и от	1	2
224	но в	6	2
225	и есть	2	2
226	место в	1	2
227	культуры с	1	2
228	как будто	3	2
229	в области	2	2
230	культурной жизни	1	2
231	или иного	2	2
232	но это	1	2
233	и наконец	1	2
234	к нему	5	2
235	подход к	2	1
236	когда он	3	1
237	тем не	3	1
238	всего в	1	1
239	иначе говоря	6	1
240	себе самом	2	1
241	в церкви	4	1
242	однако и	1	1
243	люди что	2	1
244	изменение в	1	1
245	жизни но	2	1
246	как это	6	1
247	то они	2	1
248	надежда на	3	1
249	в смысл	1	1
250	один из	3	1
251	человеческой жизни	1	1
252	человека к	1	1
253	для большинства	1	1
254	что у	2	1
255	ничем не	1	1
256	отношению ко	1	1
257	ему что	1	1
258	не поддается	1	1
259	в принципе	4	1
260	хоть и	1	1
261	они не	2	1
262	практически не	1	1
263	друга в	1	1
264	то есть	19	1
265	а по	2	1
266	церкви в	1	1
267	которая в	2	1
268	отношению к	6	1
269	том числе	6	1
270	мы не	1	1
271	на ее	1	1
272	в состоянии	1	1
273	с этой	1	1
274	это не	2	1
275	он как	1	1
276	в себя	6	1
277	на роль	1	1
278	можно назвать	1	1
279	другого для	1	1
280	даже в	2	1
281	то у	1	1
282	не всякий	1	1
283	ни было	3	1
284	элементов из	1	1
285	означала бы	1	1
286	что первое	1	1
287	человек с	1	1
288	чтобы стать	2	1
289	этом отношении	3	1
290	о себе	1	1
291	в сущности	3	1
292	в ее	3	1
293	так и	9	1
294	те же	4	1
295	в область	2	1
296	и за	1	1
297	в полном	2	1
298	не являются	2	1
299	в общей	2	1
300	они в	2	1
301	схемы и	1	1
302	с богом	1	1
303	не столько	4	1
304	с другими	1	1
305	силу и	1	1
306	свою родину	1	1
307	постольку поскольку	2	1
308	не признает	1	1
309	быть может	2	1
310	в состав	1	1
311	богу не	2	1
312	но на	1	1
313	не на	2	1
314	все равно	1	1
315	когда же	1	1
316	за границей	4	1
317	разумеется не	1	1
318	тому же	5	1
319	церковь и	1	1
320	а на	1	1
321	на будущее	3	1
322	связь с	1	1
323	как же	1	1
324	что ни	1	1
325	столько же	1	1
326	в разные	1	1
327	здесь мы	1	1
328	мы были	1	1
329	от тех	1	1
330	а за	1	1
331	в собственном	2	1
332	а о	1	1
333	нем самом	1	1
334	с таким	1	1
335	что по	2	1
336	это культурное	1	1
337	на свою	1	1
338	дело в	1	1
339	лишь изредка	1	1
340	мысль о	1	1
341	из двух	3	1
342	оно есть	1	1
343	ней поэтому	1	1
344	которое в	1	1
345	о своей	2	1
346	нами не	2	1
347	лишь постольку	1	1
348	может на	1	1
349	что не	4	1
350	обозначить как	2	1
351	а если	2	1
352	а то	1	1
353	или хотя	1	1
354	очевидно что	1	1
355	бы все	1	1
356	понимать как	1	1
357	более что	1	1
358	человек и	1	1
359	в связи	2	1
360	культуры иначе	1	1
361	к самому	2	1
362	исторически сложившихся	1	1
363	к его	1	1
364	с ними	1	1
365	же как	3	1
366	но по	1	1
367	или даже	2	1
368	только то	1	1
369	тому назад	1	1
370	расхождений между	1	1
371	ними не	1	1
372	в которых	1	1
373	собой не	2	1
374	роль в	2	1
375	не менее	3	1
376	этого слова	2	1
377	которая может	1	1
378	без ее	1	1
379	от этого	1	1
380	по своему	1	1
381	бы не	2	1
382	за освобождение	1	1
383	судьбу в	1	1
384	как не	1	1
385	есть то	1	1
386	говорить и	1	1
387	в обстановке	1	1
388	числе и	4	1
389	об этом	1	1
390	за другой	1	1
391	своей жизни	1	1
392	и у	1	1
393	как только	1	1
394	вовсе не	1	1
395	на первый	2	1
396	впереди лишь	1	1
397	и физически	2	1
398	было проведено	1	1
399	тем более	2	1
400	по крайней	1	1
401	перед нами	4	1
402	и другого	1	1
403	как сказано	1	1
404	на них	1	1
405	первый взгляд	2	1
406	чтобы сделать	1	1
407	является для	1	1
408	к одному	1	1
409	и того	2	1
410	это и	3	1
411	ни на	1	1
412	было не	1	1
413	может иметь	1	1
414	можно сказать	5	1
415	могла стать	1	1
416	но все	4	1
417	человека в	2	1
418	но как	2	1
419	политического и	1	1
420	не является	8	1
421	ее к	1	1
422	какой это	1	1
423	в основе	5	1
424	языка и	2	1
425	данный момент	1	1
426	его жизни	2	1
427	в какой-нибудь	1	1
428	единое целое	1	1
429	себя если	1	1
430	нельзя было	1	1
431	таким каким	2	1
432	действительно является	1	1
433	то и	1	1
434	она могла	1	1
435	в свою	3	1
436	входит в	1	1
437	ни один	1	1
438	это то	1	1
439	связь и	1	1
440	также и	1	1
441	однако если	1	1
442	не по	1	1
443	быть не	1	1
444	не быть	1	1
445	внутри себя	1	1
446	однако ни	1	1
447	вступление в	1	1
448	не всегда	2	1
449	с собственным	1	1
450	можно но	1	1
451	всех членов	1	1
452	на чем	2	1
453	возможна лишь	1	1
454	оно и	1	1
455	что касается	2	1
456	не могло	2	1
457	или иных	1	1
458	на его	1	1
459	не об	1	1
460	хотя в	2	1
461	в различных	1	1
462	не могла	1	1
463	и когда	2	1
464	что данный	1	1
465	если все	1	1
466	кто не	1	1
467	также может	1	1
468	иметь в	1	1
469	из церкви	1	1
470	значительной степени	2	1
471	придает ему	1	1
472	по своей	3	1
473	человека с	1	1
474	свою очередь	3	1
475	следует признать	2	1
476	а во	3	1
477	идет о	2	1
478	он еще	1	1
479	с ее	3	1
480	с другой	8	1
481	это же	1	1
482	как мы	3	1
483	в прошлом	3	1
484	известной степени	1	1
485	из нее	1	1
486	же самое	1	1
487	тот или	1	1
488	к ней	1	1
489	нет и	2	1
490	национальной и	1	1
491	одного из	4	1
492	которых он	1	1
493	то по	1	1
494	у всех	1	1
495	крайней мере	1	1
496	мог бы	3	1
497	от которой	1	1
498	его личности	2	1
499	могут быть	3	1
500	одного и	1	1
501	и ставит	1	1
502	формы в	1	1
503	и все	2	1
504	на него	3	1
505	к которому	2	1
506	сделать не	1	1
507	может оказаться	2	1
508	преимущественно в	1	1
509	с которым	1	1
510	теми же	1	1
511	столь же	3	1
512	и народ	1	1
513	что весьма	1	1
514	в общем	1	1
515	также как	1	1
516	он может	1	1
517	бытия и	1	1
518	и прежде	1	1
519	свидетельствуют о	1	1
520	до известной	1	1
521	идет не	1	1
522	изменений в	1	1
523	именно с	1	1
524	оно может	2	1
525	тех или	1	1
526	сомнению и	1	1
527	надо было	1	1
528	связаны с	1	1
529	может и	1	1
530	далеко и	1	1
531	у себя	1	1
532	однако для	1	1
533	к ее	1	1
534	чем и	1	1
535	точка зрения	6	1
536	того же	1	1
537	и сама	1	1
538	в самой	1	1
539	в один	1	1
540	для образования	1	1
541	что на	2	1
542	есть не	1	1
543	подлежит сомнению	1	1
544	иное как	2	1
545	без помощи	1	1
546	и ничего	1	1
547	зрения здесь	1	1
548	любви и	1	1
549	если будет	1	1
