N	3gram	Ircho_Kome	Analitik
1	в том что	15	25
2	не может быть	1	19
3	по отношению к	4	18
4	в то же	11	16
5	о том что	7	15
6	в отличие от	3	14
7	то же время	11	14
8	к тому же	9	13
9	в конечном счете	2	11
10	так и не	1	10
11	с другой стороны	2	9
12	в свою очередь	10	9
13	в том чтобы	1	9
14	по крайней мере	1	9
15	подобно тому как	1	9
16	с одной стороны	4	9
17	состоит в том	2	8
18	с точки зрения	6	8
19	не только в	1	8
20	в этом отношении	2	8
21	в свое время	1	7
22	во всяком случае	3	7
23	тем не менее	3	6
24	одного и того	1	6
25	так или иначе	3	6
26	в полной мере	1	6
27	и того же	1	6
28	не более чем	1	6
29	но и в	1	5
30	в этом случае	2	5
31	как уже говорилось	1	5
32	в самом начале	1	4
33	здесь не только	1	4
34	в самом деле	13	4
35	обращает на себя	3	4
36	для того чтобы	8	4
37	не сводится к	1	4
38	и тем самым	1	4
39	в соответствии с	1	4
40	и не может	1	4
41	и в этом	1	4
42	в ответ на	4	4
43	на себя внимание	3	4
44	том что он	1	4
45	едва ли не	4	4
46	сама по себе	1	4
47	в основе своей	2	4
48	и тот же	3	3
49	и т п	4	3
50	в том числе	2	3
51	далеко не всегда	1	3
52	бы то ни	3	3
53	в первом случае	1	3
54	речь идет о	3	3
55	в зависимости от	1	3
56	то ни было	3	3
57	а не в	1	3
58	в связи с	3	3
59	то же самое	3	3
60	в этой связи	3	3
61	если говорить о	1	3
62	и в самом	7	3
63	можно сказать что	1	3
64	в противном случае	1	3
65	и все же	2	3
66	следует понимать как	1	2
67	мере в какой	1	2
68	что он не	3	2
69	при известии о	1	2
70	в той мере	1	2
71	отнюдь не является	1	2
72	каждый из которых	1	2
73	по своему происхождению	1	2
74	с этой точки	1	2
75	более или менее	2	2
76	можно было бы	1	2
77	одних и тех	1	2
78	друг с другом	3	2
79	до сих пор	12	2
80	и тех же	1	2
81	в обоих случаях	1	2
82	а тем более	1	2
83	тому же в	1	2
84	той мере в	1	2
85	и в пределах	1	2
86	хотя он и	1	2
87	к тому что	1	2
88	в тех случаях	1	2
89	который в свою	1	2
90	вместе с ним	3	2
91	на то что	1	2
92	а в качестве	1	2
93	один и тот	3	2
94	этой точки зрения	1	2
95	не в состоянии	1	2
96	и к тому	2	2
97	тем более что	1	2
98	до тех пор	5	2
99	на этот вопрос	1	2
100	к женскому полу	1	2
101	не говоря уже	2	2
102	в одной из	1	2
103	и в своей	1	2
104	тех случаях когда	1	2
105	говоря уже о	2	2
106	если бы он	3	2
107	не могла не	1	1
108	и обращается к	1	1
109	на фоне которых	1	1
110	тех пор пока	1	1
111	что с ними	1	1
112	но в следующем	1	1
113	принадлежат к числу	1	1
114	и вся его	1	1
115	в центре этой	1	1
116	как будто бы	1	1
117	что она не	1	1
118	и даже не	1	1
119	следует забывать что	1	1
120	о том как	5	1
121	никак не может	1	1
122	в той же	1	1
123	только для того	2	1
124	несмотря на то	1	1
125	то что не	1	1
126	жизнь в которой	1	1
127	но если бы	1	1
128	того же автора	2	1
129	не в мире	1	1
130	а то что	1	1
131	ни у кого	2	1
132	в том же	2	1
133	одного из них	1	1
134	в каждом из	2	1
135	прежде всего они	1	1
136	таким же образом	1	1
137	все что ни	1	1
138	в самом его	1	1
139	по отношению ко	2	1
140	друг от друга	1	1
141	из многочисленных примеров	1	1
142	молодого человека в	3	1
143	себя внимание в	1	1
144	бы ни был	1	1
145	как мы помним	1	1
146	он меня к	1	1
147	себе в оправдание	1	1
148	что у него	1	1
149	событие о котором	1	1
150	в современном литературоведении	1	1
151	и если бы	1	1
152	и не могла	1	1
153	именно потому что	2	1
154	они принадлежат к	1	1
155	как он полагает	1	1
156	даже если он	1	1
157	все еще был	1	1
158	и повсюду в	1	1
159	в отношении к	1	1
160	в конце концов	3	1
161	всего лишь два	1	1
162	там и здесь	3	1
163	как и всякий	2	1
164	они относятся к	1	1
165	ему и не	1	1
166	человека и его	1	1
167	как будто он	1	1
168	ответ на слова	1	1
169	таким образом в	1	1
170	и остается в	1	1
171	не следует забывать	1	1
172	не столько о	1	1
173	из них не	1	1
174	так же точно	1	1
175	во сне не	1	1
176	на этот раз	2	1
177	и не требует	1	1
178	каждом из них	1	1
179	себя в жизни	1	1
180	гораздо ближе к	1	1
181	с этим его	1	1
182	не нуждается в	1	1
183	не только во	1	1
184	лицом к лицу	1	1
185	этот раз не	1	1
186	в третий раз	1	1
187	если не будет	1	1
188	следует думать что	1	1
189	и в том	1	1
190	же самое что	1	1
191	в частности с	1	1
192	но едва ли	1	1
193	собственном смысле слова	1	1
194	он и в	1	1
195	особого внимания заслуживает	1	1
196	к лицу с	1	1
197	однако не будем	1	1
198	вместе с тем	5	1
199	уже в доме	1	1
200	не следует думать	1	1
201	каков бы ни	1	1
202	он не только	1	1
203	но при этом	1	1
204	это не так	1	1
205	в одном лице	1	1
206	имеем в виду	2	1
207	в этом же	1	1
208	как и вся	1	1
209	не было и	1	1
210	выходят за пределы	2	1
211	приходится прибегать к	1	1
212	тем более на	1	1
213	в последние десятилетия	2	1
214	бы он был	1	1
215	едва ли есть	1	1
216	в любой другой	1	1
217	к этому что	1	1
218	на вопрос почему	1	1
219	точно так же	1	1
220	как это было	1	1
221	в себе самом	1	1
222	только в том	1	1
223	вложены в уста	1	1
224	не позволяет ему	1	1
225	в то время	3	1
226	своей любви к	2	1
227	не отрекается от	1	1
228	так как будто	1	1
229	первую из этих	1	1
230	вопрос о том	1	1
231	хотя и не	2	1
232	не выходят за	1	1
233	самом его конце	1	1
234	равно как и	3	1
235	с первых же	3	1
236	но и все	1	1
237	и в частности	1	1
238	а в ее	1	1
239	как раз в	1	1
240	и все его	1	1
241	по меньшей мере	1	1
242	нового времени в	1	1
243	между отцом и	2	1
244	о своей любви	1	1
245	однако и в	1	1
246	ни о чем	1	1
247	не входил в	2	1
248	мы имеем в	2	1
249	для них обоих	1	1
250	и в комедии	1	1
251	себя внимание что	1	1
252	не менее в	1	1
253	у меня в	2	1
254	он и не	2	1
255	в первую очередь	2	1
256	к этому же	1	1
257	в собственном смысле	1	1
258	меня в доме	1	1
259	так и в	1	1
260	во второй половине	1	1
261	должна была бы	1	1
262	из того же	2	1
263	тому же не	1	1
264	отношению ко всем	1	1
265	этом случае в	1	1
266	как бы в	1	1
267	к счастью в	1	1
268	со стороны его	1	1
269	надо признать что	2	1
270	со стороны других	1	1
271	тому как мы	1	1
272	в том виде	1	1
273	и еще больше	1	1
274	том числе и	2	1
275	что и в	2	1
276	все это делает	1	1
277	после того как	3	1
278	самом деле не	1	1
279	и там и	3	1
280	и не знает	1	1
281	все же если	1	1
