N	2gram	Vygotskiy_	NovoeSre
1	а не	5	17
2	не может	16	16
3	и в	37	16
4	во имя	1	15
5	и не	15	11
6	и есть	2	10
7	что в	25	9
8	в том	47	8
9	как не	1	8
10	жизни и	2	8
11	он не	11	8
12	в этом	32	7
13	может быть	19	7
14	это есть	2	7
15	как и	20	7
16	общественной жизни	3	6
17	ни в	6	6
18	не знает	1	6
19	не в	9	6
20	лишь в	9	6
21	высшей степени	7	6
22	с его	7	6
23	в высшей	7	6
24	никогда не	8	6
25	и к	9	5
26	не только	29	5
27	в ней	2	5
28	все это	9	5
29	в жизни	2	5
30	в нем	2	5
31	с ее	3	5
32	должен быть	6	5
33	перестает быть	1	4
34	и потому	3	4
35	и мы	3	4
36	по своему	1	4
37	быть может	1	4
38	должно быть	4	4
39	потому что	11	4
40	большую роль	1	4
41	это не	5	4
42	прежде всего	12	4
43	в них	5	4
44	то что	32	4
45	не было	1	4
46	и все	7	4
47	не менее	1	4
48	не имеет	5	4
49	значит что	1	4
50	и для	3	4
51	о том	14	4
52	во всех	4	3
53	вопрос о	11	3
54	в наши	2	3
55	и пр	2	3
56	она не	3	3
57	тому как	3	3
58	в ее	3	3
59	эти формы	1	3
60	смысле слова	6	3
61	что такое	1	3
62	за пределы	4	3
63	конечно не	1	3
64	подобно тому	2	3
65	в истории	7	3
66	не существует	4	3
67	с другой	16	3
68	право и	1	3
69	в основе	9	3
70	к ним	2	3
71	сказать что	16	3
72	наряду с	3	3
73	с тем	8	3
74	к жизни	1	3
75	перейти от	2	3
76	не есть	1	3
77	в своей	7	3
78	как в	7	3
79	жизни в	1	3
80	но и	23	3
81	это было	1	3
82	к ее	2	3
83	к тому	10	3
84	человека и	6	3
85	еще не	1	3
86	с этим	8	2
87	центр тяжести	1	2
88	и от	4	2
89	ни к	1	2
90	не хотим	2	2
91	силы и	1	2
92	и что	11	2
93	не могли	2	2
94	на протяжении	3	2
95	движение от	2	2
96	переходе от	2	2
97	что она	6	2
98	не имеют	1	2
99	зависит от	2	2
100	и заключается	2	2
101	самый процесс	2	2
102	с одной	14	2
103	хотя бы	7	2
104	такого рода	1	2
105	мы не	13	2
106	того чтобы	23	2
107	вот почему	5	2
108	хотя и	2	2
109	переход к	1	2
110	в нашу	1	2
111	природе и	3	2
112	потребностей и	3	2
113	так и	12	2
114	как это	6	2
115	самой жизни	1	2
116	думать что	1	2
